ID,Title (English),Title (Telugu),Year,Language,Quality,Hero,Heroine,Director,Music Director,Producer,Writer,Cinematographer,Editor,Our Rating,TMDB Rating,Has Poster,Poster URL,Genres,Duration (min),Synopsis,TMDB ID,IMDb ID,Slug,Created At,Issues/Notes
f60863b0-3cb6-43bf-80c5-0abfdd9f9db8,"Nambiar","నంబియార్",2014,Telugu,Good,"Srikanth","Sunaina","Ganeshaa","Vijay Antony","S. Shaalini","Ganeshaa","M. S. Prabhu","",,,YES,https://upload.wikimedia.org/wikipedia/en/0/0d/Nambiar_2016_poster.jpg,"Comedy",,"",280945,tt3557978,nambiar-2014,2026-01-12,"No rating"
c3402871-b2a8-4540-b699-f5607dcaa451,"Himmatwala","",2013,Telugu,Good,"Ajay Devgn","Tamannaah Bhatia","Sajid Khan","Jigar Saraiya","Vashu Bhagnani","Sajid Khan","Manoj Soni","",,,YES,https://image.tmdb.org/t/p/w500/rWuzBNbsNc0DPFoWBb9FlKwWt7f.jpg,"Action, Comedy, Drama",,"A 2013 Telugu film directed by Sajid Khan starring Tamannaah Bhatia and Tamannaah Bhatia.",180680,tt2344678,himmatwala-2013,2026-01-12,"No rating"
1bfe0855-c62f-4cf2-a748-359cd768e74b,"Buddy","",2013,Telugu,Good,"","Bhumika Chawla","Raaj Prabavathy Menon","Navneet Sundar","Augustine Jackson","Raaj Prabavathy Menon","","",,,YES,https://image.tmdb.org/t/p/w500/fXRDZ6njWiTnvP6gBHzJYavb66l.jpg,"Comedy",,"A 2013 Telugu film directed by Raaj Prabavathy Menon.",230100,,buddy-2013,2026-01-12,"No hero; No rating"
08a8b571-0360-4766-9eea-b90d4380f812,"Rajjo","",2013,Telugu,Good,"Prakash Raj","Kangana Ranaut","Vishwas Patil","Uttam Singh","Priyadarshani Patil","Vishwas Patil","Binod Pradhan","",,,YES,https://image.tmdb.org/t/p/w500/kYcwlS7pE2uD0QBGxymHtqDFWBj.jpg,"Romance, Drama",,"A 2013 Telugu film directed by Vishwas Patil.",348094,,rajjo-2013,2026-01-12,"No rating"
5b2aa871-97f2-4e32-8c93-d35f90f8b6ac,"Thadaka","",2013,Telugu,Good,"Mammootty","Seema","I V Sasi","A T Ummer","Arifa Hassan","T Damodaran","Ashok Kumar Agarwal","",,,YES,https://upload.wikimedia.org/wikipedia/en/1/10/Thadaka_poster.jpg,"Drama",,"",705897,tt2398340,thadaka-2013,2026-01-12,"No rating"
1cfa647b-00b0-4798-98f9-a75e589e35d5,"Kraanthiveera Sangolli Raayanna","",2012,Telugu,Good,"Darshan Thoogudeepa Srinivas","Jaya Prada","B. Naganna","","","Keshavaaditya","","",,,YES,https://image.tmdb.org/t/p/w500/azlszzogh2ABTTnZNTWGj8HdRrg.jpg,"Drama, History, War",,"A 2012 Telugu film directed by B. Naganna starring Jaya Prada and Jaya Prada.",726319,,kraanthiveera-sangolli-raayanna-2012,2026-01-12,"No rating; No music director"
be47ebd0-8255-42e3-9049-5391e2fdcbb7,"Prince of Peace","శాంతి దూత",2012,Telugu,Good,"Yoji Matsuda","Yuriko Ishida","P. Sunil Kumar Reddy","Joe Hisaishi","Toshio Suzuki","Hayao Miyazaki","Atsushi Okui","",,,YES,https://image.tmdb.org/t/p/w500/cMYCDADoLKLbB83g4WnJegaZimC.jpg,"Adventure, Fantasy, Animation",,"",128,,prince-of-peace-2012,2026-01-12,"No rating"
28fd3906-10c2-4892-a9d0-6d02357232ea,"Saguni","",2012,Telugu,Good,"Karthi","Pranitha Subhash","Shankar Dayal.N","G. V. Prakash Kumar","","Shankar Dayal.N","P. G. Muthiah","",,,YES,https://image.tmdb.org/t/p/w500/5rzFSSlDZnfDWHSWnN3zyZpKLU5.jpg,"Drama",,"A 2012 Telugu film directed by Shankar Dayal.N.",67635,,saguni-2012,2026-01-12,"No rating"
3a6bfe19-b983-417b-92fc-48c1515cdb99,"Krantiveera Sangolli Rayanna","",2012,Telugu,Good,"Darshan","Jaya Prada","Naganna","Yashovardhan Hari Krishna","Anand Appugol","","","",,,YES,https://upload.wikimedia.org/wikipedia/en/6/68/Sangolli_Rayanna_film_poster.jpg,"History, War",,"A 2012 Telugu film directed by Naganna starring Jaya Prada and Jaya Prada.",138096,,krantiveera-sangolli-rayanna-2012,2026-01-12,"No rating"
4cdbe255-d5d5-4413-a865-2d9da546d777,"Dil Toh Baccha Hai Ji","",2011,Telugu,Good,"Ajay Devgn","","Madhur Bhandarkar","Pritam Chakraborty","Sanjay Mehta","Madhur Bhandarkar","Ravi Walia","",,,YES,https://image.tmdb.org/t/p/w500/f0J9E4BuhliUAtEsNdKSUcRkBPt.jpg,"Drama, Comedy, Romance",,"A 2011 Telugu film directed by Madhur Bhandarkar.",55386,tt1727496,dil-toh-baccha-hai-ji-2011,2026-01-12,"No rating; No heroine"
941e3c98-6767-4e6f-803e-74dab7f3d124,"Meri Warrant","మేరీ వారెంట్",2010,Telugu,Good,"","","S. Nagabharana","Andres Valkonen","Mati Sepping","Jaak Lõhmus","","",,,YES,https://image.tmdb.org/t/p/w500/r7cehQHK49B6389ns2TNL8FimSC.jpg,"Documentary",,"",1265044,tt1867595,meri-warrant-2010,2026-01-12,"No hero; No rating; No heroine"
90065b76-6efe-48d1-b6e7-cee9e5197745,"Modhi Vilayadu","",2009,Telugu,Good,"Vinay Rai","","Saran","","","","","",,,YES,https://image.tmdb.org/t/p/w500/xQEGKDAC7q5KebUhjuSELhsbkZM.jpg,"Romance, Drama",,"A 2009 Telugu film directed by Saran.",111578,,modhi-vilayadu-2009,2026-01-12,"No rating; No heroine; No music director"
6f877ced-d318-4b72-a5fd-1c430072c774,"Raaj","",2009,Telugu,Good,"Puneeth Rajkumar","Priyanka Kothari","Prem","V. Harikrishna","","Prem","S. Krishna","",,,YES,https://image.tmdb.org/t/p/w500/myPAUHOi625emkbZzMoYsvhdOKC.jpg,"Drama",,"A 2009 Telugu film directed by Prem.",691609,,raaj-2009,2026-01-12,"No rating"
e51fc56d-e23b-44e7-8d46-30dc4308b582,"Luck","",2009,Telugu,Good,"Sanjay Dutt","","Soham Shah","Salim Merchant","Dhilin Mehta","Soham Shah","Santosh Thundiyil","",,,YES,https://image.tmdb.org/t/p/w500/bO8ZDPhIhyo6bibNvnMXGiOOwix.jpg,"Action, Thriller, Drama, Adventure",,"A 2009 Telugu film directed by Soham Shah.",20290,tt1242782,luck-2009,2026-01-12,"No rating; No heroine"
73343832-e4d3-4129-a583-bb32c3d3a040,"Halla Bol","",2008,Telugu,Good,"Ajay Devgn","Vidya Balan","Rajkumar Santoshi","Sukhwinder Singh","","Rajkumar Santoshi","Natarajan Subramaniam","",,,YES,https://image.tmdb.org/t/p/w500/deVwN1G189jS89OSR5gLgg38zs3.jpg,"Drama",,"A 2008 Telugu film directed by Rajkumar Santoshi.",23848,,halla-bol-2008,2026-01-12,"No rating"
e03abbf0-7a48-4b11-8445-9146de60c25f,"Premabandham","",2008,Telugu,Good,"Varun Sandesh","Pavani","Siva Nagu","","","","","",5,,NO,,"Romance, Drama",,"",,,premabandham-2008,2026-01-04,"No poster; No music director"
5187e158-66eb-4f2b-bc6d-e26f4295a450,"Bommalattam","",2008,Telugu,Good,"Nana Patekar","Rukmini Vijayakumar","Bharathiraja","Himesh Reshammiya","Bharathiraja","Bharathiraja","B. Kannan","",,,YES,https://image.tmdb.org/t/p/w500/kYiDhP2Lou52TjWDEYJEp5JHPJj.jpg,"Crime, Action",,"A 2008 Telugu film directed by Bharathiraja.",66500,,bommalattam-2008,2026-01-12,"No rating"
aa2aaf0e-7042-490c-8f10-8cc351f3f9bc,"Kuttrapathirikai","",2007,Telugu,Good,"Ramki","Ramya Krishnan","R K Selvamani","Ilaiyaraaja","Ravi Yadav","R K Selvamani","Ravi Yadav","",,,YES,https://image.tmdb.org/t/p/w500/hL7H9b2PjmnzOPp0vhD2Y79mNe0.jpg,"Crime, History, Thriller",,"A 2007 Telugu film directed by R K Selvamani.",502069,tt13667538,kuttrapathirikai-2007,2026-01-12,"No rating"
ee3dd893-677b-481a-98d8-fbe774df928f,"Kalloori","",2007,Telugu,Good,"Kalloori Vinoth","Tamannaah Bhatia","Balaji Sakthivel","Joshua Sreedhar","Shankar","Balaji Sakthivel","Chezhian Ra","",,,YES,https://image.tmdb.org/t/p/w500/hIjfUrVmZvKeULJMcuMSUxz8tq3.jpg,"Drama",,"A 2007 Telugu film directed by Balaji Sakthivel.",137888,tt1160328,kalloori-2007,2026-01-12,"No rating"
15f97b32-29cb-470d-8174-2a8ec4a2e33a,"Ghutan","",2007,Telugu,Good,"Aryan Vaid","","Shyam Ramsay","Kiran Ramsay","Shyam Ramsay","Ashwin Bharti","Gangu Ramsay","",,,YES,https://image.tmdb.org/t/p/w500/gutqECREVLxgeN5bf0MRWrgfOZR.jpg,"Horror",,"A 2007 Telugu film directed by Shyam Ramsay.",482203,,ghutan-2007,2026-01-12,"No rating; No heroine"
c1b12143-412a-4c03-869b-2864611b9c07,"Parijatham","",2006,Telugu,Good,"Prithviraj Sukumaran","","K. Bhagyaraj","Dharan Kumar","","K. Bhagyaraj","","",,,YES,https://image.tmdb.org/t/p/w500/knI6wi4F7ohNc3M3Hv0JqicqiUG.jpg,"Comedy, Drama, Family",,"A 2006 Telugu film directed by K. Bhagyaraj.",339978,tt1365496,parijatham-2006,2026-01-12,"No rating; No heroine"
6b1d24f6-c4c1-4bdb-8b59-7af0542e2ef0,"Sarhad Paar","",2006,Telugu,Good,"","Mahima Chaudhry","Raman Kumar","","","","","",,,YES,https://image.tmdb.org/t/p/w500/egldi6LfxpYN9muKw4eHPLVmBpq.jpg,"Drama, Romance",,"A 2006 Telugu film directed by Raman Kumar.",310298,,sarhad-paar-2006,2026-01-12,"No hero; No rating; No music director"
c212cbf8-5145-44b7-8740-a2928fa13c6b,"Hanuman","",2005,Telugu,Good,"Mukesh Khanna","","V.G. Samant","Tapas Relia","Shailendra Singh","Sulekha Bajpai","","",,,YES,https://image.tmdb.org/t/p/w500/lnGhItGVyiet1Um0y2qfgEHihg.jpg,"Animation, Fantasy, Family",,"A 2005 Telugu film directed by V.G. Samant.",16111,,hanuman-2005,2026-01-11,"No rating; No heroine"
8ad97b51-a82e-4a75-bed0-6ee3bc60e5a2,"Balu ABCDEFG","బాలు ABCDEFG",2005,Telugu,Good,"Pawan Kalyan","Shriya Saran","A. Karunakaran","Mani Sharma","C. Ashwini Dutt","","","",,,YES,https://image.tmdb.org/t/p/w500/xVTreXL4Q2fdDI6YM0mNfcbR5eu.jpg,"Action, Crime",,"",115268,tt0437084,balu-abcdefg-2005,2026-01-12,"No rating"
1d6288b0-5004-4eb6-8417-a98a34dfb9c3,"Kana Kandaen","కన కండేన్",2005,Telugu,Good,"Srikanth","Gopika","K. V. Anand","Vidyasagar","P.L. Thenappan","","","",,,YES,https://image.tmdb.org/t/p/w500/vMRBZ2kifGbhGCuYWQWYMGChR0e.jpg,"Romance, Drama",,"",99193,tt0455578,kana-kandaen-2005,2026-01-12,"No rating"
251f2ccc-2427-4db3-b255-9f463044ba6e,"Andaru Dongale Dorikithe","అందరూ దొంగలే దొరికితే",2004,Telugu,Good,"Rajendra Prasad","Kiran Rathod","Nidhi Prasad","Chakri","","Nidhi Prasad","","",,,YES,https://image.tmdb.org/t/p/w500/23Y5V51H1t7v85oUCq1ewtkpUtq.jpg,"Drama, Comedy",,"",1212033,tt1579726,andaru-dongale-dorikithe-2004,2026-01-12,"No rating"
034a4d8c-803d-43cd-9d89-4579074dfbad,"Maurya","",2004,Telugu,Good,"Puneeth Rajkumar","Meera Jasmine","S. Narayan","","Rockline Venkatesh","Puri Jagannadh","","",,,YES,https://image.tmdb.org/t/p/w500/pUGEzI4HbpkO73QZhshv1cPSzBL.jpg,"Drama, Romance",,"A 2004 Telugu film directed by S. Narayan.",627192,tt6536784,maurya-2004,2026-01-12,"No rating; No music director"
4b53b1bb-3a13-45a0-95ce-4d26cc38337e,"Kyun! Ho Gaya Na...","",2004,Telugu,Good,"Vivek Oberoi","Aishwarya Rai Bachchan","Samir Karnik","Ehsaan Noorani","Boney Kapoor","Milap Zaveri","Sudeep Chatterjee","",,,YES,https://image.tmdb.org/t/p/w500/kKJZqL53LhyTB5vuBj8dQ3JW9Wh.jpg,"Drama, Family, Romance",,"A 2004 Telugu film directed by Samir Karnik.",19491,,kyun-ho-gaya-na-2004,2026-01-12,"No rating"
6b8d7604-32fa-4127-bae3-ae00ed8dfafe,"Meri Biwi Ka Jawab Nahin","",2004,Telugu,Good,"Akshay Kumar","Sridevi","Pankaj Parashar","Laxmikant Shantaram Kudalkar","S.M. Iqbal","","","",,,YES,https://image.tmdb.org/t/p/w500/fU93Maklubbj3os0kCQ8dySTgen.jpg,"Action, Comedy, Romance",,"Ajay gets married to his childhood friend Durga; who is illiterate unable to differentiate between the style of these days and that of long time ago. When Ajay is given the post as police inspector he",344248,,meri-biwi-ka-jawab-nahin-2004,2026-01-12,"No rating"
b0f1d7d9-d8db-4192-8aa8-b9fe933b5814,"Arasu","",2003,Telugu,Good,"R. Sarathkumar","Simran","AR. Suresh","Mani Sharma","Baburaja","","","",,,YES,https://image.tmdb.org/t/p/w500/sStMufzt8EJZZ4RoDTfbW7nf2BD.jpg,"Action, Drama, Romance",,"A 2003 Telugu film directed by AR. Suresh.",78630,tt1479670,arasu-2003,2026-01-12,"No rating"
a4b6ba72-185b-435c-a481-1807fcad5197,"Joot","",2003,Telugu,Good,"Srikanth","Meera Jasmine","N. Azhagamperumal","Vidyasagar","","N. Azhagamperumal","S. D. Vijay Milton","",,,YES,https://image.tmdb.org/t/p/w500/bfYIh1MjyFL7tH2aZQrDj6e2zy6.jpg,"Action",,"A 2003 Telugu film directed by N. Azhagamperumal starring Srikanth.",322341,,joot-2003,2026-01-12,"No rating"
fcc781fe-7844-452c-9b9f-8b839838a538,"Chokka Thangam","",2003,Telugu,Good,"Vijayakanth","Soundarya","K. Bhagyaraj","Deva","G. Venkateswaran","","","",,,YES,https://image.tmdb.org/t/p/w500/stg4DioFDGDTB9Tbb7prlIYUw9D.jpg,"Family, Drama, Romance",,"A 2003 Telugu film directed by K. Bhagyaraj starring Soundarya and Soundarya.",78954,tt8938678,chokka-thangam-2003,2026-01-12,"No rating"
e2291068-2a52-4c56-8581-c534925a6f78,"LOC: Kargil","",2003,Telugu,Good,"Sanjay Dutt","","J. P. Dutta","Anu Malik","J. P. Dutta","J. P. Dutta","","",,,YES,https://image.tmdb.org/t/p/w500/8rwlGnSWgLJlveO4OoOJ2n2YZyv.jpg,"Action, History, War",,"A 2003 Telugu film directed by J. P. Dutta.",71920,tt0347416,loc-kargil-2003,2026-01-12,"No rating; No heroine"
bb9e4779-bf34-4187-8b6a-5eb92a833888,"All over the heart","",2003,Telugu,Good,"Srikanth","Trisha Krishnan","Santhosh","","","","","",,,YES,https://image.tmdb.org/t/p/w500/ukHgI985dJI24QtVahtgcliqQdl.jpg,"Drama",,"A 2003 Telugu film directed by Santhosh starring Srikanth.",275922,,all-over-the-heart-2003,2026-01-12,"No rating; No music director"
f5980a13-269b-433b-ad20-3ea3ebbd3480,"Parthiban Kanavu","",2003,Telugu,Good,"Srikanth","Sneha","Karu Pazhaniappan","Vidyasagar","","Karu Pazhaniappan","R. Diwakaran","",,,YES,https://image.tmdb.org/t/p/w500/dhyrahTvPlKKKwpOwfkzApa95W0.jpg,"Drama, Romance",,"A 2003 Telugu film directed by Karu Pazhaniappan.",79412,tt0388323,parthiban-kanavu-2003,2026-01-12,"No rating"
abf5c226-1f96-4d6e-b20c-d01b23f0421b,"Parthibhan Kanavu","",2003,Telugu,Good,"Srikanth","Sneha","Karu Pazhaniappan","Vidyasagar","","Karu Pazhaniappan","R. Diwakaran","",,,YES,https://image.tmdb.org/t/p/w500/dhyrahTvPlKKKwpOwfkzApa95W0.jpg,"Drama, Romance",,"A 2003 Telugu film directed by Karu Pazhaniappan starring Srikanth.",79412,,parthibhan-kanavu-2003,2026-01-12,"No rating"
80d9c7ef-ba6e-4555-8d5f-b30439f4415e,"April Maadhathil","",2002,Telugu,Good,"Srikanth","Sneha","S. S. Stanley","Yuvan Shankar Raja","V. Gnanavelu","","M. V. Panneerselvam","",,,YES,https://image.tmdb.org/t/p/w500/t5gU0HQJEZHwZgDJPaFY2t5suOC.jpg,"Romance",,"A 2002 Telugu film directed by S. S. Stanley starring Srikanth.",99116,tt1621767,april-maadhathil-2002,2026-01-12,"No rating"
1254b1ca-f3a3-4842-aec4-639903095342,"Roja Koottam","",2002,Telugu,Good,"Srikanth","Bhumika Chawla","Sasi","Bharadwaj","V. Ravichandran","Sasi","","",,,YES,https://image.tmdb.org/t/p/w500/1WVkOAXlEwI5wXm4qAxqupLu84u.jpg,"Romance",,"A 2002 Telugu film directed by Sasi starring Srikanth.",79409,,roja-koottam-2002,2026-01-12,"No rating"
bce426b2-bdf4-456c-af6b-0d28d653b1c9,"Premaku Swagatham","ప్రేమకు స్వాగతం",2002,Telugu,Good,"J. D. Chakravarthi","Soundarya","S. V. Krishna Reddy","","","","","",,,YES,https://image.tmdb.org/t/p/w500/80kiTQ2xWZ3Yt61XVNzSU27LqYs.jpg,"Romance",,"",566382,tt4899364,premaku-swagatham-2002,2026-01-12,"No rating; No music director"
