Slug,Title (English),Title (Telugu - FILL THIS),Release Year,Hero,Heroine,Director
malli-modalaindi-2022,"Malli Modalaindi",,2022,"Sumanth","Naina Ganguly","T. G. Keerthi Kumar"
highway-2022,"Highway",,2022,"Anand Deverakonda","Juliette Binoche","K. V. Guhan"
gurtunda-seetakalam-2022,"Gurtunda Seetakalam",,2022,"Satyadev Kancharana","Tamannaah Bhatia","Nagashekar"
muthayya-2022,"Muthayya",,2022,"K. Sudhakar Reddy","Akshatha Sreedhar Shastry","Bhaskar Maurya"
yashoda-2022,"Yashoda",,2022,"Samantha Ruth Prabhu","Samantha","K. Hari Shankar"
chittam-maharani-2022,"Chittam Maharani",,2022,"Yazurved Gurram","Rachana Inder","Akula Kasi Viswanath"
boyfriend-for-hire-2022,"Boyfriend for Hire",,2022,"Viswant Duddumpudi","Malavika Satheesan","Santosh Kambhampati"
like-share-subscribe-2022,"Like, Share & Subscribe",,2022,"Santosh Shoban","Faria Abdullah","Merlapaka Gandhi"
f3-fun-and-frustration-2022,"F3: Fun and Frustration",,2022,"Daggubati Venkatesh","Tamannaah Bhatia","Anil Ravipudi"
18-pages-2022,"18 Pages",,2022,"Nikhil Siddhartha","Anupama Parameswaran","Palnati Surya Pratap"
bloody-mary-2022,"Bloody Mary",,2022,"Kireeti Damaraju","Nivetha Pethuraj","Chandoo Mondeti"
urvasivo-rakshasivo-2022,"Urvasivo Rakshasivo",,2022,"Allu Sirish","Anu Emmanuel","Rakesh Shashi"
lucky-lakshman-2022,"Lucky Lakshman",,2022,"Syed Sohel Ryan","Mokksha","AR Abhi"
gaalodu-2022,"Gaalodu",,2022,"Sudigali Sudheer","Gehna Sippy","Raja Sekar Reddy Pulicharla"
nenevaru-2022,"Nenevaru",,2022,"Balakrishna Kola","Sakshi Chaudhary","Nirnay Palanti"
panchathantram-2022,"Panchathantram",,2022,"Brahmanandam","Swathi Reddy","Harsha Pulipaka"
nachindi-girl-friendu-2022,"Nachindi Girl Friendu",,2022,"Uday Shankar","Jenifer Emmanuel John","Guru Pawan"
bhala-thandanana-2022,"Bhala Thandanana",,2022,"Sree Vishnu","Catherine Tresa","Chaitanya Dantuluri"
virgin-story-2022,"Virgin Story",,2022,"Vikram Sahidev","Jayasri Rachakonda","Pradip Atluri"
plan-a-plan-b-2022,"Plan A Plan B",,2022,"Riteish Deshmukh","Tamannaah Bhatia","Shashanka Ghosh"
stand-up-rahul-2022,"Stand Up Rahul",,2022,"Raj Tarun","Varsha Bollamma","Santo Mohan Veeranki"
andaru-bagundali-andulo-nenundali-2022,"Andaru Bagundali Andulo Nenundali",,2022,"Ali Basha","Naresh","Kiran Sripuram"
ashoka-vanamlo-arjuna-kalyanam-2022,"Ashoka Vanamlo Arjuna Kalyanam",,2022,"Vishwak Sen","Rukshar Dhillon","Vidyasagar Chinta"
madhi-2022,"Madhi",,2022,"Sreeram Nimmala","Richa Joshi","Naga Dhanush"
jagamemaya-2022,"Jagamemaya",,2022,"Babloo Prithiveeraj","Dhanya Balakrishna","Sunil Puppala"
dream-boy-2022,"Dream Boy",,2022,"Rocking Rakesh","Hema","Rajesh Kannaparthi"
katha-kanchiki-manam-intiki-2022,"Katha Kanchiki Manam Intiki",,2022,"Thrigun","Pujita Ponnada","Chanakya Chinna"
darja-2022,"Darja",,2022,"Sunil Varma","Anasuya Bharadwaj","Saleem Malik"
mangalyam-2022,"Mangalyam",,2022,"Rohit","No Female Lead","Rasool Ellore"
uniki-2022,"Uniki",,2022,"Ashish Gandhi","Chitra Shukla","Rajkumar Bobby"
ghani-2022,"Ghani",,2022,"Varun Tej","Saiee Manjrekar","Kiran Korrapati"
veyi-subhamulu-kalugu-neeku-2022,"Veyi Subhamulu Kalugu Neeku",,2022,"Satyam Rajesh","Siddhiksha","Rathod Raams"
