Category,Severity,Title,Year,Genres,TMDB_ID,Slug,URL
"TMDB Available - Generic Genres","medium","Kill Shot",2023,"Action",1134055,"kill-shot-2023","http://localhost:3000/movies/kill-shot-2023"
"TMDB Available - Generic Genres","medium","12th Fail",2023,"Drama",1163258,"12th-fail-2023","http://localhost:3000/movies/12th-fail-2023"
"TMDB Available - Generic Genres","medium","Simón",2023,"Drama",1105832,"sim-n-2023","http://localhost:3000/movies/sim-n-2023"
"TMDB Available - Generic Genres","medium","Kaathal - The Core",2023,"Drama",1029947,"kaathal-the-core-2023","http://localhost:3000/movies/kaathal-the-core-2023"
"TMDB Available - Generic Genres","medium","Karna",2023,"Drama",680017,"karna-2023","http://localhost:3000/movies/karna-2023"
"TMDB Available - Generic Genres","medium","Panchatantra Kathalu",2022,"Drama",1006335,"panchatantra-kathalu-2022","http://localhost:3000/movies/panchatantra-kathalu-2022"
"TMDB Available - Generic Genres","medium","Mukundan Unni Associates™",2022,"Action",591926,"mukundan-unni-associates--2022","http://localhost:3000/movies/mukundan-unni-associates--2022"
"TMDB Available - Generic Genres","medium","Darja",2022,"Action",954512,"darja-2022","http://localhost:3000/movies/darja-2022"
"TMDB Available - Generic Genres","medium","Ranasthali",2022,"Action",1140883,"ranasthali-2022","http://localhost:3000/movies/ranasthali-2022"
"TMDB Available - Generic Genres","medium","Nikamma",2022,"Action",666243,"abhimanyu-2022","http://localhost:3000/movies/abhimanyu-2022"
"TMDB Available - Generic Genres","medium","Kadaisi Vivasayi",2022,"Drama",613703,"kadaisi-vivasayi-2022","http://localhost:3000/movies/kadaisi-vivasayi-2022"
"TMDB Available - Generic Genres","medium","Nenu C/o Nuvvu",2022,"Drama",1031948,"nenu-co-nuvvu-2022","http://localhost:3000/movies/nenu-co-nuvvu-2022"
"TMDB Available - Generic Genres","medium","Happy Birthday",2022,"Drama",1010403,"happy-birthday-2022","http://localhost:3000/movies/happy-birthday-2022"
"TMDB Available - Generic Genres","medium","Mad",2021,"Drama",881486,"mad-2021","http://localhost:3000/movies/mad-2021"
