Priority,Completeness,Year,Title,Issues,TMDB_ID,URL
Low,85%,2024,"Manamey","No English synopsis, No runtime, No Telugu title",1095889,http://localhost:3000/movies/manamey-2024
Low,85%,2024,"Inti Number - 13","No English synopsis, No runtime, No Telugu title",1251918,http://localhost:3000/movies/inti-number-13-2024
Low,85%,2024,"Shivam Bhaje","No English synopsis, No runtime, No Telugu title",1324173,http://localhost:3000/movies/shivam-bhaje-2024
Low,85%,2024,"Thalakona","No English synopsis, No runtime, No Telugu title",1196307,http://localhost:3000/movies/thalakona-2024
Low,85%,2024,"Bhamakalapam 2","No English synopsis, No runtime, No Telugu title",1238603,http://localhost:3000/movies/bhamakalapam-2-2024
Low,85%,2024,"Devaki Nandana Vasudeva","No English synopsis, No runtime, No Telugu title",1390695,http://localhost:3000/movies/devaki-nandana-vasudeva-2024
Low,85%,2024,"Uruku Patela","No English synopsis, No runtime, No Telugu title",1339992,http://localhost:3000/movies/uruku-patela-2024
Low,85%,2024,"Darling","No English synopsis, No runtime, No Telugu title",1315143,http://localhost:3000/movies/darling-2024
Low,85%,2024,"Viswam","No English synopsis, No runtime, No Telugu title",1273448,http://localhost:3000/movies/viswam-2024
Low,85%,2024,"Fear","No English synopsis, No runtime, No Telugu title",880100,http://localhost:3000/movies/fear-2024
Low,85%,2024,"A Goa Tripp...","No English synopsis, No runtime, No Telugu title",1295209,http://localhost:3000/movies/a-goa-tripp-2024
Low,85%,2024,"I Hate You","No English synopsis, No runtime, No Telugu title",1568593,http://localhost:3000/movies/i-hate-you-2024
Low,85%,2024,"35 - Chinna Katha Kaadu","No English synopsis, No runtime, No Telugu title",1329287,http://localhost:3000/movies/35-chinna-katha-kaadu-2024
Low,85%,2024,"Bhoothaddam Bhaskar Narayana","No English synopsis, No runtime, No Telugu title",1243485,http://localhost:3000/movies/bhoothaddam-bhaskar-narayana-2024
Low,85%,2024,"Gorre Puranam","No English synopsis, No runtime, No Telugu title",1357429,http://localhost:3000/movies/gorre-puranam-2024
Low,85%,2024,"Operation Valentine","No English synopsis, No runtime, No Telugu title",1034158,http://localhost:3000/movies/operation-valentine-2024
Low,85%,2024,"Drill","No English synopsis, No backdrop, No runtime, No Telugu title",1329802,http://localhost:3000/movies/drill-2024
Low,85%,2024,"Make a Wish","No English synopsis, No runtime, No Telugu title",1393891,http://localhost:3000/movies/make-a-wish-2024
Low,85%,2024,"Sam Anton","No English synopsis, No runtime, No Telugu title",608317,http://localhost:3000/movies/sam-anton-2024
Low,85%,2024,"Brahmavaram PS Paridilo","No English synopsis, No backdrop, No runtime, No Telugu title",1542730,http://localhost:3000/movies/brahmavaram-ps-paridilo-2024
Low,85%,2024,"Laggam","No English synopsis, No runtime, No Telugu title",1375193,http://localhost:3000/movies/laggam-2024
Low,85%,2024,"Utsavam","No English synopsis, No runtime, No Telugu title",1237537,http://localhost:3000/movies/utsavam-2024
Low,85%,2024,"100 Crores","No English synopsis, No runtime, No Telugu title",1364617,http://localhost:3000/movies/100-crores-2024
Low,85%,2024,"Akshara","No English synopsis, No runtime, No Telugu title",408097,http://localhost:3000/movies/akshara-2024
Low,85%,2024,"Narudi Brathuku Natana","No English synopsis, No runtime, No Telugu title",1376117,http://localhost:3000/movies/narudi-brathuku-natana-2024
Low,85%,2024,"Maruthi Nagar Subramanyam","No English synopsis, No runtime, No Telugu title",1336352,http://localhost:3000/movies/maruthi-nagar-subramanyam-2024
Low,85%,2024,"Prathinidhi 2","No English synopsis, No runtime, No Telugu title",1277697,http://localhost:3000/movies/prathinidhi-2-2024
Low,85%,2024,"Naa Saami Ranga","No English synopsis, No runtime, No Telugu title",1171804,http://localhost:3000/movies/naa-saami-ranga-2024
Low,85%,2024,"Pushpa 2 - The Rule","No English synopsis, No runtime, No Telugu title",857598,http://localhost:3000/movies/pushpa-2-the-rule-2024
Low,85%,2024,"Mr Bachchan","No English synopsis, No runtime, No Telugu title",1232219,http://localhost:3000/movies/mr-bachchan-2024
Low,85%,2024,"1980 Lo Radhekrishna","No English synopsis, No runtime, No Telugu title",1548765,http://localhost:3000/movies/1980-lo-radhekrishna-2024
Low,85%,2024,"Love Mouli","No English synopsis, No runtime, No Telugu title",1302585,http://localhost:3000/movies/love-mouli-2024
Low,85%,2024,"Kalinga","No English synopsis, No runtime, No Telugu title",1352962,http://localhost:3000/movies/kalinga-2024
Low,85%,2024,"Sikandar Ka Muqaddar","No English synopsis, No backdrop, No runtime, No Telugu title",1252470,http://localhost:3000/movies/sikandar-ka-muqaddar-2024
Low,85%,2024,"Anthima Theerpu","No English synopsis, No runtime, No Telugu title",1093029,http://localhost:3000/movies/anthima-theerpu-2024
Low,85%,2024,"Aranmanai 4","No English synopsis, No backdrop, No runtime",1140905,http://localhost:3000/movies/aranmanai-4-2024
Low,85%,2024,"My Dear Donga","No English synopsis, No runtime, No Telugu title",1254518,http://localhost:3000/movies/my-dear-donga-2024
Low,85%,2023,"Hunt","No English synopsis, No runtime, No Telugu title",938890,http://localhost:3000/movies/hunt-2023
Low,85%,2023,"Spark","No English synopsis, No runtime, No Telugu title",1191547,http://localhost:3000/movies/spark-2023
Low,85%,2023,"My Name Is Shruthi","No English synopsis, No runtime, No Telugu title",948990,http://localhost:3000/movies/my-name-is-shruthi-2023
Low,85%,2023,"Ala Ninnu Cheri","No English synopsis, No runtime, No Telugu title",1069928,http://localhost:3000/movies/ala-ninnu-cheri-2023
Low,85%,2023,"Vidhi","No English synopsis, No runtime, No Telugu title",1199878,http://localhost:3000/movies/vidhi-2023
Low,85%,2023,"Premadesam","No English synopsis, No runtime, No Telugu title",1026769,http://localhost:3000/movies/premadesam-2023
Low,85%,2023,"Mr. King","No English synopsis, No runtime, No Telugu title",1105261,http://localhost:3000/movies/mr-king-2023
Low,85%,2023,"O Saathiya","No English synopsis, No runtime, No Telugu title",1150097,http://localhost:3000/movies/o-saathiya-2023
Low,85%,2023,"Mangalavaaram","No English synopsis, No runtime, No Telugu title",1093012,http://localhost:3000/movies/mangalavaaram-2023
Low,85%,2023,"Maama Mascheendra","No English synopsis, No runtime, No Telugu title",974433,http://localhost:3000/movies/maama-mascheendra-2023
Low,85%,2023,"Her: Chapter 1","No English synopsis, No runtime, No Telugu title",1178689,http://localhost:3000/movies/her-chapter-1-2023
Low,85%,2023,"Ravanasura","No English synopsis, No runtime, No Telugu title",892269,http://localhost:3000/movies/ravanasura-2023
Low,85%,2023,"#MenToo","No English synopsis, No runtime, No Telugu title",1093983,http://localhost:3000/movies/mentoo-2023
Low,85%,2023,"Extra Ordinary Man","No English synopsis, No runtime, No Telugu title",1150622,http://localhost:3000/movies/extra-ordinary-man-2023
Low,85%,2023,"Peddha Kapu - 1","No English synopsis, No runtime, No Telugu title",1174110,http://localhost:3000/movies/peddha-kapu-1-2023
Low,85%,2023,"Case 30","No English synopsis, No runtime, No Telugu title",1194954,http://localhost:3000/movies/case-30-2023
Low,85%,2023,"Ustaad","No English synopsis, No runtime, No Telugu title",1031983,http://localhost:3000/movies/ustaad-2023
Low,85%,2023,"Suvarna Sundari","No English synopsis, No runtime, No Telugu title",1090546,http://localhost:3000/movies/suvarna-sundari-2023
Low,85%,2023,"Bhuvanavijayam","No English synopsis, No runtime, No Telugu title",1092386,http://localhost:3000/movies/bhuvanavijayam-2023
Low,85%,2023,"Chakravyuham","No English synopsis, No runtime, No Telugu title",1134790,http://localhost:3000/movies/chakravyuham-2023
Low,85%,2023,"7:11 PM","No English synopsis, No runtime, No Telugu title",1150089,http://localhost:3000/movies/711-pm-2023
Low,85%,2023,"Ahimsa","No English synopsis, No runtime, No Telugu title",1034181,http://localhost:3000/movies/ahimsa-2023
Low,85%,2023,"Bhaag Saale","No English synopsis, No runtime, No Telugu title",1032268,http://localhost:3000/movies/bhaag-saale-2023
Low,85%,2023,"Bubblegum","No English synopsis, No runtime, No Telugu title",1191554,http://localhost:3000/movies/bubblegum-2023
Low,85%,2023,"Waltair Veerayya","No English synopsis, No runtime, No Telugu title",989017,http://localhost:3000/movies/waltair-veerayya-2023
Low,85%,2023,"Kranthi","No English synopsis, No runtime, No Telugu title",1094483,http://localhost:3000/movies/kranthi-2023
Low,85%,2023,"Kousalya Supraja Rama","No English synopsis, No runtime, No Telugu title",1126677,http://localhost:3000/movies/kousalya-supraja-rama-2008
Low,85%,2023,"Vinaro Bhagyamu Vishnu Katha","No English synopsis, No runtime, No Telugu title",1001256,http://localhost:3000/movies/vinaro-bhagyamu-vishnu-katha-2023
Low,85%,2023,"Ramabanam","No English synopsis, No runtime, No Telugu title",1074641,http://localhost:3000/movies/ramabanam-2023
Low,85%,2023,"Maataraani Mounamidhi","No English synopsis, No runtime, No Telugu title",1095565,http://localhost:3000/movies/maataraani-mounamidhi-2023
Low,85%,2023,"Tiger Nageswara Rao","No English synopsis, No runtime, No Telugu title",893653,http://localhost:3000/movies/tiger-nageswara-rao-2023
Low,85%,2023,"Bhagavanth Kesari","No English synopsis, No runtime, No Telugu title",979669,http://localhost:3000/movies/bhagavanth-kesari-2023
Low,85%,2023,"Music School","No English synopsis, No runtime, No Telugu title",984975,http://localhost:3000/movies/music-school-2023
Low,85%,2023,"Miss. Shetty Mr. Polishetty","No English synopsis, No runtime, No Telugu title",1045385,http://localhost:3000/movies/miss-shetty-mr-polishetty-2023
Low,85%,2023,"Salaar: Part 1 - Ceasefire","No English synopsis, No runtime, No Telugu title",770906,http://localhost:3000/movies/salaar-part-1-ceasefire-2023
Low,85%,2023,"Nagumome Chaalu Le","No English synopsis, No runtime, No Telugu title",1160225,http://localhost:3000/movies/nagumome-chaalu-le-2023
Low,85%,2023,"Baby","No English synopsis, No runtime, No Telugu title",615777,http://localhost:3000/movies/baby-2023
Low,85%,2023,"Veera Simha Reddy","No English synopsis, No runtime, No Telugu title",896669,http://localhost:3000/movies/veera-simha-reddy-2023
Low,85%,2023,"Aadikeshava","No English synopsis, No runtime, No Telugu title",1069884,http://localhost:3000/movies/aadikeshava-2023
Low,85%,2023,"Spy","No English synopsis, No runtime, No Telugu title",1187840,http://localhost:3000/movies/spy-2023
Low,85%,2023,"Martin Luther King","No English synopsis, No runtime, No Telugu title",1186285,http://localhost:3000/movies/martin-luther-king-2023
Low,85%,2023,"Pindam","No English synopsis, No runtime, No Telugu title",1193626,http://localhost:3000/movies/pindam-2023
Low,85%,2023,"Amigos","No English synopsis, No runtime, No Telugu title",1034587,http://localhost:3000/movies/amigos-2023
Low,85%,2023,"Maya Petika","No English synopsis, No runtime, No Telugu title",1048309,http://localhost:3000/movies/maya-petika-2023
Low,85%,2023,"Asvins","No English synopsis, No runtime, No Telugu title",1103708,http://localhost:3000/movies/asvins-2023
Low,85%,2023,"Sathi Gani Rendu Ekaralu","No English synopsis, No runtime, No Telugu title",1096417,http://localhost:3000/movies/sathi-gani-rendu-ekaralu-2023
Low,85%,2023,"Das Ka Dhamki","No English synopsis, No runtime, No Telugu title",1043665,http://localhost:3000/movies/das-ka-dhamki-2023
Low,85%,2023,"Richie Gadi Pelli","No English synopsis, No runtime, No Telugu title",1095850,http://localhost:3000/movies/richie-gadi-pelli-2023
Low,85%,2023,"Hidimbha","No English synopsis, No runtime, No Telugu title",1154286,http://localhost:3000/movies/hidimbha-2023
Low,85%,2023,"Samajavaragamana","No English synopsis, No runtime, No Telugu title",1031218,http://localhost:3000/movies/samajavaragamana-2023
Low,85%,2023,"Balagam","No English synopsis, No runtime, No Telugu title",1092632,http://localhost:3000/movies/balagam-2023
Low,85%,2023,"Dochevaarevarura","No English synopsis, No runtime, No Telugu title",1184930,http://localhost:3000/movies/dochevaarevarura-2023
Low,85%,2023,"Atharva","No English synopsis, No runtime, No Telugu title",1034882,http://localhost:3000/movies/atharva-2023
Low,85%,2023,"Pop Corn","No English synopsis, No runtime, No Telugu title",1093015,http://localhost:3000/movies/pop-corn-2023
Low,85%,2023,"Katha Venuka Katha","No English synopsis, No runtime, No Telugu title",1101147,http://localhost:3000/movies/katha-venuka-katha-2023
Low,85%,2023,"Malli Pelli","No English synopsis, No runtime, No Telugu title",1104031,http://localhost:3000/movies/malli-pelli-2023
Low,85%,2023,"Rules Ranjann","No English synopsis, No runtime, No Telugu title",1001279,http://localhost:3000/movies/rules-ranjann-2023
Low,85%,2023,"Kalyanam Kamaneeyam","No English synopsis, No runtime, No Telugu title",1061197,http://localhost:3000/movies/kalyanam-kamaneeyam-2023
Low,85%,2023,"Rebels of Thupakula Gudem","No English synopsis, No runtime, No Telugu title",1080975,http://localhost:3000/movies/rebels-of-thupakula-gudem-2023
Low,85%,2023,"Slum Dog Husband","No English synopsis, No runtime, No Telugu title",1168772,http://localhost:3000/movies/slum-dog-husband-2023
Low,85%,2023,"Mr. Pregnant","No English synopsis, No runtime, No Telugu title",1166642,http://localhost:3000/movies/mr-pregnant-2023
Low,85%,2023,"Nenu Student Sir!","No English synopsis, No runtime, No Telugu title",1034164,http://localhost:3000/movies/nenu-student-sir-2023
Low,85%,2023,"The Trial","No hero, No English synopsis, No runtime, No Telugu title",1228548,http://localhost:3000/movies/the-trial-2023
Low,85%,2023,"Asalu","No English synopsis, No runtime, No Telugu title",1112373,http://localhost:3000/movies/asalu-2023
Low,85%,2023,"Shaakuntalam","No English synopsis, No runtime, No Telugu title",913046,http://localhost:3000/movies/shaakuntalam-2023
Low,85%,2023,"O Kala","No English synopsis, No runtime, No Telugu title",1112309,http://localhost:3000/movies/o-kala-2023
Low,85%,2023,"Raakshasa Kaavyam","No English synopsis, No runtime, No Telugu title",1182362,http://localhost:3000/movies/raakshasa-kaavyam-2023
Low,85%,2023,"Gandeevadhari Arjuna","No English synopsis, No runtime, No Telugu title",1034155,http://localhost:3000/movies/gandeevadhari-arjuna-2023
Low,85%,2023,"Kushi","No English synopsis, No runtime, No Telugu title",965489,http://localhost:3000/movies/kushi-2023
Low,85%,2023,"Keedaa Cola","No English synopsis, No runtime, No Telugu title",994333,http://localhost:3000/movies/keedaa-cola-2023
Low,85%,2023,"Sridevi Shoban Babu","No English synopsis, No runtime, No Telugu title",1088935,http://localhost:3000/movies/sridevi-shoban-babu-2023
Low,85%,2023,"Butta Bomma","No English synopsis, No runtime, No Telugu title",1045394,http://localhost:3000/movies/butta-bomma-2023
Low,85%,2023,"Agent","No English synopsis, No runtime, No Telugu title",1115760,http://localhost:3000/movies/agent-2023
Low,85%,2023,"Maa Oori Polimera 2","No English synopsis, No runtime, No Telugu title",1180236,http://localhost:3000/movies/maa-oori-polimera-2-2023
Low,85%,2023,"Vyooham","No English synopsis, No runtime, No Telugu title",1196322,http://localhost:3000/movies/vyooham-2023
Low,85%,2023,"Csi Sanatan","No English synopsis, No runtime, No Telugu title",901277,http://localhost:3000/movies/csi-sanatan-2023
Low,85%,2023,"Vimanam","No English synopsis, No runtime, No Telugu title",1114702,http://localhost:3000/movies/vimanam-2023
Low,85%,2023,"Rudramambapuram","No English synopsis, No runtime, No Telugu title",1148908,http://localhost:3000/movies/rudramambapuram-2023
Low,85%,2023,"Month of Madhu","No English synopsis, No runtime, No Telugu title",1188003,http://localhost:3000/movies/month-of-madhu-2023
Low,85%,2023,"Virupaksha","No English synopsis, No runtime, No Telugu title",1034590,http://localhost:3000/movies/virupaksha-2023
Low,85%,2023,"Rangamarthanda","No English synopsis, No runtime, No Telugu title",1064247,http://localhost:3000/movies/rangamarthanda-2023
Low,85%,2023,"Bedurulanka 2012","No English synopsis, No runtime, No Telugu title",1055200,http://localhost:3000/movies/bedurulanka-2012-2023
Low,85%,2023,"Rangabali","No English synopsis, No runtime, No Telugu title",1137914,http://localhost:3000/movies/rangabali-2023
Low,85%,2023,"The Great Indian Suicide","No English synopsis, No runtime, No Telugu title",1187637,http://localhost:3000/movies/the-great-indian-suicide-2023
Low,85%,2023,"Manu Charitra","No English synopsis, No runtime, No Telugu title",882020,http://localhost:3000/movies/manu-charitra-2023
Low,85%,2023,"#mayalo","No English synopsis, No runtime, No Telugu title",1215764,http://localhost:3000/movies/mayalo-2023
Low,85%,2023,"Writer Padmabhushan","No English synopsis, No runtime, No Telugu title",1072090,http://localhost:3000/movies/writer-padmabhushan-2023
Low,85%,2023,"Prema Vimanam","No English synopsis, No runtime, No Telugu title",1119091,http://localhost:3000/movies/prema-vimanam-2023
Low,85%,2023,"Custody","No English synopsis, No runtime, No Telugu title",965203,http://localhost:3000/movies/custody-2023
Low,85%,2023,"Skanda: The Attacker","No English synopsis, No runtime, No Telugu title",1031973,http://localhost:3000/movies/skanda-the-attacker-2023
Low,85%,2023,"Intinti Ramayanam","No English synopsis, No runtime, No Telugu title",1099450,http://localhost:3000/movies/intinti-ramayanam-2023
Low,85%,2023,"Mem Famous","No English synopsis, No runtime, No Telugu title",1130143,http://localhost:3000/movies/mem-famous-2023
Low,85%,2023,"Meter","No English synopsis, No runtime, No Telugu title",1001261,http://localhost:3000/movies/meter-2023
Low,85%,2023,"Phalana Abbayi Phalana Ammayi","No English synopsis, No runtime, No Telugu title",1069895,http://localhost:3000/movies/phalana-abbayi-phalana-ammayi-2023
Low,85%,2023,"Matti Katha","No English synopsis, No runtime, No Telugu title",1190487,http://localhost:3000/movies/matti-katha-2023
Low,85%,2023,"Upendra Gadi Adda","No English synopsis, No runtime, No Telugu title",1263017,http://localhost:3000/movies/upendra-gadi-adda-2023
Low,85%,2023,"Gammathu","No English synopsis, No runtime, No Telugu title",1177954,http://localhost:3000/movies/gammathu-2023
Low,85%,2023,"Two Souls","No English synopsis, No runtime, No Telugu title",1140530,http://localhost:3000/movies/two-souls-2023
Low,85%,2023,"Tantiram","No English synopsis, No runtime, No Telugu title",1181893,http://localhost:3000/movies/tantiram-2023
Low,85%,2023,"Thathsama Thathbhava","No English synopsis, No runtime, No Telugu title",1198607,http://localhost:3000/movies/thathsama-thathbhava-2023
Low,85%,2023,"Anni Manchi Sakunamule","No English synopsis, No runtime, No Telugu title",1032293,http://localhost:3000/movies/anni-manchi-sakunamule-2023
Low,85%,2023,"Devil","No English synopsis, No runtime, No Telugu title",938614,http://localhost:3000/movies/devil-2023
Low,85%,2023,"Kota Bommali Ps","No English synopsis, No runtime, No Telugu title",1205282,http://localhost:3000/movies/kota-bommali-ps-2023
Low,85%,2023,"Rudrangi","No English synopsis, No runtime, No Telugu title",1032302,http://localhost:3000/movies/rudrangi-2023
Low,85%,2023,"Mr. Kalyan","No English synopsis, No runtime, No Telugu title",1098249,http://localhost:3000/movies/mr-kalyan-2023
Low,85%,2023,"Bhola Shankar","No English synopsis, No runtime, No Telugu title",864221,http://localhost:3000/movies/bhola-shankar-2023
Low,85%,2023,"Hi Nanna","No English synopsis, No runtime, No Telugu title",1068452,http://localhost:3000/movies/hi-nanna-2023
Low,85%,2023,"Dasara","No English synopsis, No runtime, No Telugu title",885184,http://localhost:3000/movies/dasara-2023
Low,85%,2023,"Bhari Taraganam","No English synopsis, No runtime, No Telugu title",956204,http://localhost:3000/movies/bhari-taraganam-2023
Low,85%,2023,"Organic Mama Hybrid Alludu","No English synopsis, No runtime, No Telugu title",982875,http://localhost:3000/movies/organic-mama-hybrid-alludu-2023
Low,85%,2023,"Lust Stories 2","No English synopsis, No backdrop, No runtime, No Telugu title",1136736,http://localhost:3000/movies/lust-stories-2-2023
Low,85%,2023,"Karungaapiyam","No English synopsis, No backdrop, No runtime",1090518,http://localhost:3000/movies/karungaapiyam-2023
Low,85%,2023,"Karna","No English synopsis, No runtime, No Telugu title",680017,http://localhost:3000/movies/karna-2023
Low,85%,2022,"Karthikeya 2","No English synopsis, No runtime, No Telugu title",894762,http://localhost:3000/movies/karthikeya-2-2022
Low,85%,2022,"Krishna Vrinda Vihari","No English synopsis, No runtime, No Telugu title",930136,http://localhost:3000/movies/krishna-vrinda-vihari-2022
Low,85%,2022,"Ranga Ranga Vaibhavanga","No English synopsis, No runtime, No Telugu title",934772,http://localhost:3000/movies/ranga-ranga-vaibhavanga-2022
Low,85%,2022,"Nenu Meeku Baaga Kavalsinavaadini","No English synopsis, No runtime, No Telugu title",943301,http://localhost:3000/movies/nenu-meeku-baaga-kavalsinavaadini-2022
Low,85%,2022,"Bujji... Ila Raa","No English synopsis, No runtime, No Telugu title",1022396,http://localhost:3000/movies/bujji-ila-raa-2022
Low,85%,2022,"Good Luck Sakhi","No English synopsis, No runtime, No Telugu title",802166,http://localhost:3000/movies/good-luck-sakhi-2022
Low,85%,2022,"Panchatantra Kathalu","No English synopsis, No runtime, No Telugu title",1006335,http://localhost:3000/movies/panchatantra-kathalu-2022
Low,85%,2022,"Kalapuram","No English synopsis, No runtime, No Telugu title",1013726,http://localhost:3000/movies/kalapuram-2022
Low,85%,2022,"The Warriorr","No English synopsis, No runtime, No Telugu title",927909,http://localhost:3000/movies/the-warriorr-2022
Low,85%,2022,"Viraata Parvam","No English synopsis, No runtime, No Telugu title",609096,http://localhost:3000/movies/viraata-parvam-2022
Low,85%,2022,"Bhamakalapam","No English synopsis, No runtime, No Telugu title",933476,http://localhost:3000/movies/bhamakalapam-2022
Low,85%,2022,"Alluri","No English synopsis, No runtime, No Telugu title",995666,http://localhost:3000/movies/alluri-2022
Low,85%,2022,"Nathicharami","No English synopsis, No runtime, No Telugu title",953481,http://localhost:3000/movies/nathicharami-2022
Low,85%,2022,"Shikaaru","No English synopsis, No runtime, No Telugu title",943286,http://localhost:3000/movies/shikaaru-2022
Low,85%,2022,"DJ Tillu","No English synopsis, No runtime, No Telugu title",937036,http://localhost:3000/movies/dj-tillu-2022
Low,85%,2022,"Jayamma Panchayathi","No English synopsis, No runtime, No Telugu title",894749,http://localhost:3000/movies/jayamma-panchayathi-2022
Low,85%,2022,"Malli Modalaindi","No English synopsis, No runtime, No Telugu title",890960,http://localhost:3000/movies/malli-modalaindi-2022
Low,85%,2022,"Highway","No English synopsis, No runtime, No Telugu title",939979,http://localhost:3000/movies/highway-2022
Low,85%,2022,"Dhamaka","No English synopsis, No runtime, No Telugu title",888234,http://localhost:3000/movies/dhamaka-2022
Low,85%,2022,"Gurtunda Seetakalam","No English synopsis, No runtime, No Telugu title",804916,http://localhost:3000/movies/gurtunda-seetakalam-2022
Low,85%,2022,"Muthayya","No English synopsis, No runtime, No Telugu title",1013652,http://localhost:3000/movies/muthayya-2022
Low,85%,2022,"Yashoda","No English synopsis, No runtime, No Telugu title",900222,http://localhost:3000/movies/yashoda-2022
Low,85%,2022,"Chittam Maharani","No English synopsis, No runtime, No Telugu title",1076655,http://localhost:3000/movies/chittam-maharani-2022
Low,85%,2022,"Boyfriend for Hire","No English synopsis, No runtime, No Telugu title",1031577,http://localhost:3000/movies/boyfriend-for-hire-2022
Low,85%,2022,"Khiladi","No English synopsis, No runtime, No Telugu title",794417,http://localhost:3000/movies/khiladi-2022
Low,85%,2022,"Like, Share & Subscribe","No English synopsis, No runtime, No Telugu title",1032287,http://localhost:3000/movies/like-share-subscribe-2022
Low,85%,2022,"Acharya","No English synopsis, No runtime, No Telugu title",679919,http://localhost:3000/movies/acharya-2022
Low,85%,2022,"Cheppalani Undhi","No English synopsis, No runtime, No Telugu title",1048687,http://localhost:3000/movies/cheppalani-undhi-2022
Low,85%,2022,"Sita Ramam","No English synopsis, No runtime, No Telugu title",894803,http://localhost:3000/movies/sita-ramam-2022
Low,85%,2022,"Panchathantram","No English synopsis, No runtime, No Telugu title",891354,http://localhost:3000/movies/panchathantram-2022
Low,85%,2022,"Nachindi Girl Friendu","No English synopsis, No runtime, No Telugu title",1032698,http://localhost:3000/movies/nachindi-girl-friendu-2022
Low,85%,2022,"Bhala Thandanana","No English synopsis, No runtime, No Telugu title",889114,http://localhost:3000/movies/bhala-thandanana-2022
Low,85%,2022,"Virgin Story","No English synopsis, No runtime, No Telugu title",895973,http://localhost:3000/movies/virgin-story-2022
Low,85%,2022,"Nenevaru","No English synopsis, No runtime, No Telugu title",1046100,http://localhost:3000/movies/nenevaru-2022
Low,85%,2022,"Gaalodu","No English synopsis, No runtime, No Telugu title",1046083,http://localhost:3000/movies/gaalodu-2022
Low,85%,2022,"Lucky Lakshman","No English synopsis, No runtime, No Telugu title",1066738,http://localhost:3000/movies/lucky-lakshman-2022
Low,85%,2022,"Urvasivo Rakshasivo","No English synopsis, No runtime, No Telugu title",1033866,http://localhost:3000/movies/urvasivo-rakshasivo-2022
Low,85%,2022,"Bloody Mary","No English synopsis, No runtime, No Telugu title",938826,http://localhost:3000/movies/bloody-mary-2022
Low,85%,2022,"18 Pages","No English synopsis, No runtime, No Telugu title",894758,http://localhost:3000/movies/18-pages-2022
Low,85%,2022,"Major","No English synopsis, No runtime, No Telugu title",29715,http://localhost:3000/movies/major-2022
Low,85%,2022,"Odela Railway Station","No English synopsis, No runtime, No Telugu title",893597,http://localhost:3000/movies/odela-railway-station-2022
Low,85%,2022,"Gangster Gangaraju","No English synopsis, No runtime, No Telugu title",1012977,http://localhost:3000/movies/gangster-gangaraju-2022
Low,85%,2022,"Aa Ammayi Gurinchi Meeku Cheppali","No English synopsis, No runtime, No Telugu title",921106,http://localhost:3000/movies/aa-ammayi-gurinchi-meeku-cheppali-2022
Low,85%,2022,"Stand Up Rahul","No English synopsis, No runtime, No Telugu title",928618,http://localhost:3000/movies/stand-up-rahul-2022
Low,85%,2022,"Andaru Bagundali Andulo Nenundali","No English synopsis, No runtime, No Telugu title",1040258,http://localhost:3000/movies/andaru-bagundali-andulo-nenundali-2022
Low,85%,2022,"Ashoka Vanamlo Arjuna Kalyanam","No English synopsis, No runtime, No Telugu title",967796,http://localhost:3000/movies/ashoka-vanamlo-arjuna-kalyanam-2022
Low,85%,2022,"Madhi","No English synopsis, No runtime, No Telugu title",1074677,http://localhost:3000/movies/madhi-2022
Low,85%,2022,"Jagamemaya","No English synopsis, No runtime, No Telugu title",1061919,http://localhost:3000/movies/jagamemaya-2022
Low,85%,2022,"Bimbisara","No English synopsis, No runtime, No Telugu title",891445,http://localhost:3000/movies/bimbisara-2022
Low,85%,2022,"Katha Kanchiki Manam Intiki","No English synopsis, No runtime, No Telugu title",968122,http://localhost:3000/movies/katha-kanchiki-manam-intiki-2022
Low,85%,2022,"Darja","No English synopsis, No runtime, No Telugu title",954512,http://localhost:3000/movies/darja-2022
Low,85%,2022,"Mangalyam","No English synopsis, No runtime, No Telugu title",1042155,http://localhost:3000/movies/mangalyam-2022
Low,85%,2022,"Uniki","No English synopsis, No runtime, No Telugu title",925426,http://localhost:3000/movies/uniki-2022
Low,85%,2022,"Ghani","No English synopsis, No runtime, No Telugu title",790993,http://localhost:3000/movies/ghani-2022
Low,85%,2022,"Veyi Subhamulu Kalugu Neeku","No English synopsis, No runtime, No Telugu title",1098250,http://localhost:3000/movies/veyi-subhamulu-kalugu-neeku-2022
Low,85%,2022,"Atithi Devobhava","No English synopsis, No runtime, No Telugu title",890107,http://localhost:3000/movies/atithi-devobhava-2022
Low,85%,2022,"The American Dream","No English synopsis, No runtime, No Telugu title",926841,http://localhost:3000/movies/the-american-dream-2022
Low,85%,2022,"10th Class Diaries","No English synopsis, No runtime, No Telugu title",994386,http://localhost:3000/movies/10th-class-diaries-2022
Low,85%,2022,"Kotha Kothaga","No English synopsis, No runtime, No Telugu title",1024989,http://localhost:3000/movies/kotha-kothaga-2022
Low,85%,2022,"Macherla Niyojakavargam","No English synopsis, No runtime, No Telugu title",891010,http://localhost:3000/movies/macherla-niyojakavargam-2022
Low,85%,2022,"Masooda","No English synopsis, No runtime, No Telugu title",1047902,http://localhost:3000/movies/masooda-2022
Low,85%,2022,"Like Share & Subscribe","No English synopsis, No runtime, No Telugu title",1032287,http://localhost:3000/movies/like-share-and-subscribe-2022
Low,85%,2022,"Tees Maar Khan","No English synopsis, No runtime, No Telugu title",890195,http://localhost:3000/movies/tees-maar-khan-2022
