slug	title_en	title_te	year	director	tmdb_id	has_poster	has_synopsis	url
vamsodharakudu-2000	Vamsodharakudu		2000	Sarath	521440	YES	YES	http://localhost:3000/movies/vamsodharakudu-2000
nagadevathe-2000	Nagadevathe		2000	Om Saiprakash	1338442	YES	YES	http://localhost:3000/movies/nagadevathe-2000
maa-annayya-2000	Maa Annayya		2000	Ravi Raja Pinisetty		YES	YES	http://localhost:3000/movies/maa-annayya-2000
pelli-sambandham-2000	Pelli Sambandham		2000	Kondapalli Dasaradh		YES	YES	http://localhost:3000/movies/pelli-sambandham-2000
manasichanu-2000	Manasichanu		2000	Pramod Kumar	1511522	YES	YES	http://localhost:3000/movies/manasichanu-2000
goppinti-alludu-2000	Goppinti Alludu		2000	E.V.V. Satyanarayana	280334	YES	YES	http://localhost:3000/movies/goppinti-alludu-2000
manasunna-maaraju-2000	Manasunna Maaraju		2000	Muppalaneni Siva	1073095	YES	YES	http://localhost:3000/movies/manasunna-maaraju-2000
eazhaiyin-sirippil-2000	Eazhaiyin Sirippil		2000	K. Subash	280963	YES	YES	http://localhost:3000/movies/eazhaiyin-sirippil-2000
sandhitha-velai-2000	Sandhitha Velai		2000	Ravichandran	78471	NO	YES	http://localhost:3000/movies/sandhitha-velai-2000
thirunelveli-2000	Thirunelveli		2000	Bharathi Kannan	264173	YES	YES	http://localhost:3000/movies/thirunelveli-2000
devadoothan-2000	Devadoothan		2000	Sibi Malayil	240157	YES	YES	http://localhost:3000/movies/devadoothan-2000
nuvvu-vastavani-2000	Nuvvu Vastavani		2000	VR Pratap	137466	YES	YES	http://localhost:3000/movies/nuvvu-vastavani-2000
jayam-manadera-2000	Jayam Manadera		2000	N.Shankar	117417	YES	YES	http://localhost:3000/movies/jayam-manadera-2000
azad-2000	Azad		2000	Thirupathisamy	115265	YES	YES	http://localhost:3000/movies/azad-2000
antha-mana-manchike-2000	Antha Mana Manchike		2000	Veeru K.	725645	YES	NO	http://localhost:3000/movies/antha-mana-manchike-2000
kshemamga-velli-labhamga-randi-2000	Kshemamga Velli Labhamga Randi		2000	Raja Vannem Reddy	267350	YES	YES	http://localhost:3000/movies/kshemamga-velli-labhamga-randi-2000
hands-up-2000	Hands Up!		2000	Siva Nageswara Rao	369152	YES	YES	http://localhost:3000/movies/hands-up-2000
annayya-2000	Annayya		2000	Muthyala Subbaiah	115059	YES	YES	http://localhost:3000/movies/annayya-2000
kalisundam-raa-2000	Kalisundam Raa		2000	Udayasankar	81064	YES	YES	http://localhost:3000/movies/kalisundam-raa-2000
yuvaraju-2000	Yuvaraju		2000	Y. V. S. Chowdary	232304	YES	YES	http://localhost:3000/movies/yuvaraju-2000
sakutumba-saparivaara-sametam-2000	Sakutumba Saparivaara Sametam		2000	S. V. Krishna Reddy		YES	YES	http://localhost:3000/movies/sakutumba-saparivaara-sametam-2000
yuvakudu-2000	Yuvakudu		2000	Jayaraj	82316	YES	YES	http://localhost:3000/movies/yuvakudu-2000
dollar-dreams-2000	Dollar Dreams		2000	Sekhar Kammula	117066	YES	NO	http://localhost:3000/movies/dollar-dreams-2000
dollar-dreams-1999	Dollar Dreams		1999	Sekhar Kammula		YES	YES	http://localhost:3000/movies/dollar-dreams-1999
nee-kosam-1999	Nee Kosam		1999	Srinu Vaitla	137451	YES	YES	http://localhost:3000/movies/nee-kosam-1999
premaku-velayera-1999	Premaku Velayera		1999	S.V. Krishna Reddy	274569	YES	YES	http://localhost:3000/movies/premaku-velayera-1999
neti-gandhi-1999	Neti Gandhi		1999	E.V.V. Satyanarayana	988185	YES	YES	http://localhost:3000/movies/neti-gandhi-1999
rajakumarudu-1999	Rajakumarudu		1999	K Raghavendra Rao	281423	YES	YES	http://localhost:3000/movies/rajakumarudu-1999
sri-ramulayya-1999	Sri Ramulayya		1999	N. Shankar	1524612	YES	YES	http://localhost:3000/movies/sri-ramulayya-1999
panchadara-chilaka-1999	Panchadara Chilaka		1999	Dasari Narayana Rao		YES	YES	http://localhost:3000/movies/panchadara-chilaka-1999
preyasi-raave-1999	Preyasi Raave		1999	Chandra Mahesh	992813	YES	YES	http://localhost:3000/movies/preyasi-raave-1999
speed-dancer-1999	Speed Dancer		1999	Muppalaneni Shiva		NO	YES	http://localhost:3000/movies/speed-dancer-1999
postman-1999	Postman		1999	Muppalaneni Siva	521438	YES	YES	http://localhost:3000/movies/postman-1999
devi-1999	Devi		1999	Kodi Ramakrishna	417291	YES	YES	http://localhost:3000/movies/devi-1999
ammo-polisollu-1999	Ammo Polisollu		1999	E.V.V. Satyanarayana		NO	YES	http://localhost:3000/movies/ammo-polisollu-1999
manikyam-1999	Manikyam		1999	Kodandarami Reddy	40571	YES	YES	http://localhost:3000/movies/manikyam-1999
preminchedi-endukamma-1999	Preminchedi Endukamma		1999	John Mahendran	1022110	YES	YES	http://localhost:3000/movies/preminchedi-endukamma-1999
swayamvaram-1999	Swayamvaram		1999	K. Vijaya Bhaskar	82728	YES	YES	http://localhost:3000/movies/swayamvaram-1999
asala-sandadi-1999	Asala Sandadi		1999	Relangi Narasimha Rao		NO	YES	http://localhost:3000/movies/asala-sandadi-1999
prema-katha-1999	Prema Katha		1999	Ram Gopal Varma	281963	YES	NO	http://localhost:3000/movies/prema-katha-1999
english-pellam-east-godavari-mogudu-1999	English Pellam East Godavari Mogudu		1999	Rudraraju Suresh Varma	485788	YES	YES	http://localhost:3000/movies/english-pellam-east-godavari-mogudu-1999
samarasimha-reddy-1999	Samarasimha Reddy		1999	B	80827	YES	YES	http://localhost:3000/movies/samarasimha-reddy-1999
chala-bagundi-1999	Chala Bagundi		1999	E.V.V. Satyanarayana	531011	YES	YES	http://localhost:3000/movies/chala-bagundi-1999
alludugaaru-vachcharu-1999	Alludugaaru Vachcharu		1999	Ravi Raja Pinisetty	528904	YES	YES	http://localhost:3000/movies/alludugaaru-vachcharu-1999
anaganaga-oka-ammai-1999	Anaganaga Oka Ammai		1999	Ramesh Sarangan		YES	YES	http://localhost:3000/movies/anaganaga-oka-ammai-1999
pilla-nachindi-1999	Pilla Nachindi		1999	E.V.V. Satyanarayana	1485610	YES	YES	http://localhost:3000/movies/pilla-nachindi-1999
samudram-1999	Samudram		1999	Krishna Vamsi	303307	YES	YES	http://localhost:3000/movies/samudram-1999
ramasakkanodu-1999	Ramasakkanodu		1999	Kamal Haasan		NO	YES	http://localhost:3000/movies/ramasakkanodu-1999
a-k-47-1999	A. K. 47		1999	E. V. V. Satyanarayana		YES	YES	http://localhost:3000/movies/a-k-47-1999
sambayya-1999	Sambayya		1999	S V Krishna Reddy		YES	YES	http://localhost:3000/movies/sambayya-1999
ravoyi-chandamama-1999	Ravoyi Chandamama		1999	Jayanth C. Paranjee	214022	YES	YES	http://localhost:3000/movies/ravoyi-chandamama-1999
sneham-kosam-1999	Sneham Kosam		1999	K.S. Ravikumar	500189	YES	YES	http://localhost:3000/movies/sneham-kosam-1999
i-liked-the-girl-1999	I liked the girl		1999	E.V.V. Satyanarayana	1485610	YES	YES	http://localhost:3000/movies/i-liked-the-girl-1999
pedda-manushulu-1999	Pedda Manushulu		1999	Boyina Subba Rao	888112	YES	YES	http://localhost:3000/movies/pedda-manushulu-1999
vichitram-1999	Vichitram		1999	Jandhyala		NO	YES	http://localhost:3000/movies/vichitram-1999
raja-1999	Raja		1999	Muppalaneni Shiva	267779	YES	YES	http://localhost:3000/movies/raja-1999
seenu-1999	Seenu		1999	Sasi	279471	YES	YES	http://localhost:3000/movies/seenu-1999
krishna-babu-1999	Krishna Babu		1999	Muthyala Subbaiah	280341	YES	YES	http://localhost:3000/movies/krishna-babu-1999
thammudu-1999	Thammudu		1999	P.A. Arun Prasad	199808	YES	YES	http://localhost:3000/movies/thammudu-1999
iddaru-mitrulu-1999	Iddaru Mitrulu		1999	K. Raghavendra Rao	210055	YES	YES	http://localhost:3000/movies/iddaru-mitrulu-1999
raja-kumarudu-1999	Raja Kumarudu		1999	K. Raghavendra Rao		YES	YES	http://localhost:3000/movies/raja-kumarudu-1999
manavudu-danavudu-1999	Manavudu Danavudu		1999	K. Raghavendra Rao		YES	YES	http://localhost:3000/movies/manavudu-danavudu-1999
naanu-nanna-hendtheeru-1999	Naanu Nanna Hendtheeru		1999	V. S. Reddy	1511635	YES	YES	http://localhost:3000/movies/naanu-nanna-hendtheeru-1999
habba-1999	Habba		1999	D. Rajendra Babu	988210	YES	YES	http://localhost:3000/movies/habba-1999
preminche-manasu-1999	Preminche Manasu		1999	AVS Adi Narayana	1024935	YES	NO	http://localhost:3000/movies/preminche-manasu-1999
manasulo-maata-1999	Manasulo Maata		1999	S. V. Krishna Reddy	308048	YES	YES	http://localhost:3000/movies/manasulo-maata-1999
maa-balaji-1999	Maa Balaji		1999	Kodi Ramakrishna	447656	YES	NO	http://localhost:3000/movies/maa-balaji-1999
premaku-velayara-1999	Premaku Velayara		1999	S.V. Krishna Reddy	274569	YES	YES	http://localhost:3000/movies/premaku-velayara-1999
mannavaru-chinnavaru-1999	Mannavaru Chinnavaru		1999	P. N. Ramachandra Rao	66523	NO	YES	http://localhost:3000/movies/mannavaru-chinnavaru-1999
kohram-1999	Kohram		1999	Mehul Kumar	411832	YES	YES	http://localhost:3000/movies/kohram-1999
naa-hrudayamlo-nidurinche-cheli-1999	Naa Hrudayamlo Nidurinche Cheli		1999	AVS Adi Narayana		YES	YES	http://localhost:3000/movies/naa-hrudayamlo-nidurinche-cheli-1999
velugu-needalu-1999	Velugu Needalu		1999	K. Vasu		YES	YES	http://localhost:3000/movies/velugu-needalu-1999
veedu-samanyudu-kadhu-1999	Veedu Samanyudu Kadhu		1999	Uppalapati Narayana		NO	YES	http://localhost:3000/movies/veedu-samanyudu-kadhu-1999
harischandraa-1999	Harischandraa		1999	Suresh Krishna		NO	YES	http://localhost:3000/movies/harischandraa-1999
kaama-1999	Kaama		1999	Suresh Krissna		NO	YES	http://localhost:3000/movies/kaama-1999
swapnalokam-1999	Swapnalokam		1999	Bhimaneni Srinivasa Rao		YES	YES	http://localhost:3000/movies/swapnalokam-1999
yamajathakudu-1999	Yamajathakudu		1999	N Shankar		NO	YES	http://localhost:3000/movies/yamajathakudu-1999
aavide-syamala-1999	Aavide Syamala		1999	K Vasu		YES	YES	http://localhost:3000/movies/aavide-syamala-1999
gurupoornima-1999	Gurupoornima		1999	P. N. Ramachandra Rao		NO	YES	http://localhost:3000/movies/gurupoornima-1999
mechanic-mavayya-1999	Mechanic Mavayya		1999	Mutyala Subbaiah		YES	YES	http://localhost:3000/movies/mechanic-mavayya-1999
maanavudu-daanavudu-1999	Maanavudu Daanavudu		1999	Krishna Reddy		NO	YES	http://localhost:3000/movies/maanavudu-daanavudu-1999
independence-1999	Independence		1999	Vinayan	278172	YES	YES	http://localhost:3000/movies/independence-1999
rajasthan-1999	Rajasthan		1999	R K Selvamani	78606	YES	YES	http://localhost:3000/movies/rajasthan-1999
mugham-1999	Mugham		1999	Gnana Rajasekaran	535349	NO	YES	http://localhost:3000/movies/mugham-1999
chinna-durai-1999	Chinna Durai		1999	Chandra R	78608	YES	YES	http://localhost:3000/movies/chinna-durai-1999
chinna-raja-1999	Chinna Raja		1999	Chitra Lakshmanan	78762	NO	YES	http://localhost:3000/movies/chinna-raja-1999
mannavaru-sinnavaru-1999	Mannavaru Sinnavaru		1999	P. N. Ramachandra Rao	66523	NO	YES	http://localhost:3000/movies/mannavaru-sinnavaru-1999
anthapuram-1999	Anthapuram		1999	Pasupuleti Krishna Vamsi	281825	YES	YES	http://localhost:3000/movies/anthapuram-1999
sooryavansham-1999	Sooryavansham		1999	E.V.V. Satyanarayana	194136	YES	YES	http://localhost:3000/movies/sooryavansham-1999
bobbili-vamsam-1999	Bobbili Vamsam		1999	A. Kodandarami Reddy	259461	NO	YES	http://localhost:3000/movies/bobbili-vamsam-1999
seetharama-raju-1999	Seetharama Raju		1999	Y. V. S. Chowdary	303318	YES	YES	http://localhost:3000/movies/seetharama-raju-1999
sultan-1999	Sultan		1999	Claude Ventura	265162	YES	YES	http://localhost:3000/movies/sultan-1999
kanyadanam-1998	Kanyadanam		1998	Evani Sathya Prabhakar	1191052	YES	YES	http://localhost:3000/movies/kanyadanam-1998
priyuralu-1998	Priyuralu		1998	Muppalaneni Siva		NO	YES	http://localhost:3000/movies/priyuralu-1998
sivayya-1998	Sivayya		1998	Suresh Varma		YES	YES	http://localhost:3000/movies/sivayya-1998
aavida-maa-aavide-1998	Aavida Maa Aavide		1998	E.V.V. Satyanarayana	115048	YES	YES	http://localhost:3000/movies/aavida-maa-aavide-1998
w-o-v-vara-prasad-1998	W/o V. Vara Prasad		1998	Vamsy	419266	YES	YES	http://localhost:3000/movies/w-o-v-vara-prasad-1998
snehithulu-1998	Snehithulu		1998	Muthyala Subbaiah	1319036	YES	YES	http://localhost:3000/movies/snehithulu-1998
hello-yama-1999	Hello...yama!		1998	Pavithran		YES	YES	http://localhost:3000/movies/hello-yama-1999
manasichi-choodu-1998	Manasichi Choodu		1998	Manoj Kumar	137278	YES	YES	http://localhost:3000/movies/manasichi-choodu-1998
deergha-sumangali-bhava-1998	Deergha Sumangali Bhava		1998	S. V. Krishna Reddy		NO	YES	http://localhost:3000/movies/deergha-sumangali-bhava-1998
ulta-palta-1998	Ulta Palta		1998	Venky		YES	YES	http://localhost:3000/movies/ulta-palta-1998
daddy-daddy-1998	Daddy Daddy		1998	Kodi Ramakrishna		YES	YES	http://localhost:3000/movies/daddy-daddy-1998
ayanagaru-1998	Ayanagaru		1998	Muthyala Subbaiah		NO	YES	http://localhost:3000/movies/ayanagaru-1998
wo-vvaraprasad-1998	W/O V.Varaprasad		1998	Vamsy	765944	YES	YES	http://localhost:3000/movies/wo-vvaraprasad-1998
eshwar-alla-1998	Eshwar Alla		1998	Suresh Varma		YES	YES	http://localhost:3000/movies/eshwar-alla-1998
love-story-1999-1998	Love Story 1999		1998	K Raghavendra Rao	1089347	YES	YES	http://localhost:3000/movies/love-story-1999-1998
gillikajjalu-1998	Gillikajjalu		1998	Evani Sathya Prabhakar		NO	YES	http://localhost:3000/movies/gillikajjalu-1998
nenu-premisthunnanu-1998	Nenu Premisthunnanu		1998	E V V Satyanarayana		NO	YES	http://localhost:3000/movies/nenu-premisthunnanu-1998
sri-sitaramula-kalyanam-chutamu-rarandi-1998	Sri Sitaramula Kalyanam Chutamu Rarandi		1998	Y. V. S. Chowdary	82788	YES	YES	http://localhost:3000/movies/sri-sitaramula-kalyanam-chutamu-rarandi-1998
andaru-herole-1998	Andaru Herole		1998	Umamaheswara Rao		NO	YES	http://localhost:3000/movies/andaru-herole-1998
antahpuram-1998	Antahpuram		1998	Krishna Vamsi	80859	YES	YES	http://localhost:3000/movies/antahpuram-1998
prathista-1998	Prathista		1998	R. Maharshi		YES	YES	http://localhost:3000/movies/prathista-1998
kante-koothurne-kanu-1998	Kante Koothurne Kanu		1998	Dasari Narayana Rao		YES	YES	http://localhost:3000/movies/kante-koothurne-kanu-1998
aahaa-1998	Aahaa..!		1998	Suresh Krissna	806015	YES	YES	http://localhost:3000/movies/aahaa-1998
chandralekha-1998	Chandralekha		1998	Krishna Vamsi	281946	YES	YES	http://localhost:3000/movies/chandralekha-1998
o-panaipothundi-babu-1998	O Panaipothundi Babu		1998	Siva Nageswara Rao		NO	YES	http://localhost:3000/movies/o-panaipothundi-babu-1998
sri-ramulayya-1998	Sri Ramulayya		1998	Nimmala Shankar	1524612	YES	YES	http://localhost:3000/movies/sri-ramulayya-1998
pandaga-1998	Pandaga		1998	Sarath	528951	YES	YES	http://localhost:3000/movies/pandaga-1998
raayudu-1998	Raayudu		1998	Ravi Raja Pinisetty	755505	YES	YES	http://localhost:3000/movies/raayudu-1998
suryavamsam-1998	Suryavamsam		1998	Bhimaneni Srinivasa Rao	279473	YES	YES	http://localhost:3000/movies/suryavamsam-1998
pavitra-prema-1998	Pavitra Prema		1998	Muthyala Subbaiah	280344	YES	YES	http://localhost:3000/movies/pavitra-prema-1998
subhalekhalu-1998	Subhalekhalu		1998	Muthyala Subbaiah		YES	YES	http://localhost:3000/movies/subhalekhalu-1998
hyderabad-blues-1998	Hyderabad Blues		1998	Nagesh Kukunoor	97438	YES	YES	http://localhost:3000/movies/hyderabad-blues-1998
maavidaakulu-1998	Maavidaakulu		1998	E.V.V. Satyanarayana		YES	YES	http://localhost:3000/movies/maavidaakulu-1998
pelli-pandiri-1998	Pelli Pandiri		1998	Kodi Ramakrishna	528954	YES	YES	http://localhost:3000/movies/pelli-pandiri-1998
sambhavam-1998	Sambhavam		1998	A. Kodandarami Reddy		NO	YES	http://localhost:3000/movies/sambhavam-1998
paradesi-1998	Paradesi		1998	Bhagyaraj	413545	YES	YES	http://localhost:3000/movies/paradesi-1998
amma-rajinama-1998	Amma Rajinama		1998	Kodi Ramakrishna		YES	YES	http://localhost:3000/movies/amma-rajinama-1998
pelli-peetalu-1998	Pelli Peetalu		1998	Kodi Ramakrishna		YES	YES	http://localhost:3000/movies/pelli-peetalu-1998
abhishekam-1998	Abhishekam		1998	S.V. Krishna Reddy	1190361	YES	YES	http://localhost:3000/movies/abhishekam-1998
pelli-kanuka-1998	Pelli Kanuka		1998	Kodi Ramakrishna		YES	YES	http://localhost:3000/movies/pelli-kanuka-1998
suswagatham-1998	Suswagatham		1998	Bhimaneni Srinivasa Rao	199812	YES	YES	http://localhost:3000/movies/suswagatham-1998
bavagaru-bagunnara-1998	Bavagaru Bagunnara		1998	Jayanth C. Paranjee	80942	YES	YES	http://localhost:3000/movies/bavagaru-bagunnara-1998
padutha-theeyaga-1998	Padutha Theeyaga		1998	Kodanda Rami Reddy		YES	YES	http://localhost:3000/movies/padutha-theeyaga-1998
tholi-prema-1998	Tholi Prema		1998	A. Karunakaran	112846	YES	YES	http://localhost:3000/movies/tholi-prema-1998
anthahpuram-1998	Anthahpuram		1998	Pasupuleti Krishna Vamsi	80859	YES	YES	http://localhost:3000/movies/anthahpuram-1998
premante-ideraa-1998	Premante Ideraa		1998	Jayant Paranji	279472	YES	YES	http://localhost:3000/movies/premante-ideraa-1998
ganesh-1998	Ganesh		1998	Tirupathi Swamy	23782	YES	YES	http://localhost:3000/movies/ganesh-1998
all-rounder-1998	All Rounder		1998	E V V Satyanarayana		YES	YES	http://localhost:3000/movies/all-rounder-1998
aami-sei-meye-1998	Aami Sei Meye		1998	Prosenjit Chatterjee	989463	YES	YES	http://localhost:3000/movies/aami-sei-meye-1998
unnidathil-ennai-koduthen-1998	Unnidathil Ennai Koduthen		1998	Vikraman	78514	YES	YES	http://localhost:3000/movies/unnidathil-ennai-koduthen-1998
en-aasai-rasave-1998	En Aasai Rasave		1998	Kasthoori Raja	261831	NO	YES	http://localhost:3000/movies/en-aasai-rasave-1998
angaaray-1998	Angaaray		1998	Mahesh Bhatt	626708	YES	YES	http://localhost:3000/movies/angaaray-1998
zakhm-1998	Zakhm		1998	Mahesh Bhatt	155308	YES	YES	http://localhost:3000/movies/zakhm-1998
gunda-mawali-1998	Gunda Mawali		1998	Suresh Krissna	115074	NO	YES	http://localhost:3000/movies/gunda-mawali-1998
rana-1998	Rana		1998	A. Kodandarami Reddy	280346	YES	YES	http://localhost:3000/movies/rana-1998
auto-driver-1998	Auto Driver		1998	Longjam Meena Devi	1458574	YES	YES	http://localhost:3000/movies/auto-driver-1998
choodalani-vundi-1998	Choodalani Vundi		1998	Gunasekhar	267115	YES	YES	http://localhost:3000/movies/choodalani-vundi-1998
suprabhatam-1998	Suprabhatam	సుప్రభాతం	1998	Bhimaneni Srinivasa Rao		YES	NO	http://localhost:3000/movies/suprabhatam-1998
rajahamsa-1998	Rajahamsa	రాజహంస	1998	Singeetam Srinivasa Rao		YES	NO	http://localhost:3000/movies/rajahamsa-1998
judaai-1998	Judaai		1998	Raj Kanwar	108368	YES	YES	http://localhost:3000/movies/judaai-1998
prema-pallaki-1998	Prema Pallaki		1998	Kodandarami Reddy		YES	YES	http://localhost:3000/movies/prema-pallaki-1998
yuvaratna-raana-1998	Yuvaratna Raana		1998	A. Kodandarami Reddy	441018	YES	NO	http://localhost:3000/movies/yuvaratna-raana-1998
kadhala-kadhala-1998	Kadhala Kadhala		1998	Singeetam Srinivasa Rao	66349	YES	YES	http://localhost:3000/movies/kadhala-kadhala-1998
kaathala-kaathala-1998	Kaathala Kaathala		1998	Singeetam Srinivasa Rao	66349	YES	YES	http://localhost:3000/movies/kaathala-kaathala-1998
anthapuram-1998	Anthapuram		1998	Pasupuleti Krishna Vamsi	80859	YES	YES	http://localhost:3000/movies/anthapuram-1998
swami-vivekananda-1998	Swami Vivekananda	స్వామి వివేకానంద	1998	G. V. Iyer	353809	YES	YES	http://localhost:3000/movies/swami-vivekananda-1998
ooyala-1998	Ooyala		1998	S.V. Krishna Reddy	307928	YES	YES	http://localhost:3000/movies/ooyala-1998
subhavartha-1998	Subhavartha		1998	Krishna Vijay		YES	YES	http://localhost:3000/movies/subhavartha-1998
zulm-o-sitam-1998	Zulm-O-Sitam		1998	K. C. Bokadia	588993	YES	YES	http://localhost:3000/movies/zulm-o-sitam-1998
khaidi-garu-1998	Khaidi Garu		1998	Evani Shankar		YES	YES	http://localhost:3000/movies/khaidi-garu-1998
pape-naa-pranam-1998	Pape Naa Pranam		1998	B. V. Ramana		NO	YES	http://localhost:3000/movies/pape-naa-pranam-1998
suryudu-1998	Suryudu		1998	Muthyala Subbaiah		YES	YES	http://localhost:3000/movies/suryudu-1998
srimathi-vellostha-1998	Srimathi Vellostha		1998	Kodi Ramakrishna		YES	YES	http://localhost:3000/movies/srimathi-vellostha-1998
vaibhavam-1998	Vaibhavam		1998	A. Kodandarami Reddy		YES	YES	http://localhost:3000/movies/vaibhavam-1998
sri-sita-ramula-kalyanam-chootamu-raarandi-1998	Sri Sita Ramula Kalyanam Chootamu Raarandi		1998	Y. V. S. Chowdary		YES	YES	http://localhost:3000/movies/sri-sita-ramula-kalyanam-chootamu-raarandi-1998
vareva-moguda-1998	Vareva Moguda		1998	S. V. Krishna Reddy		NO	YES	http://localhost:3000/movies/vareva-moguda-1998
navvulata-1998	Navvulata		1998	Gopichand Nadella		NO	YES	http://localhost:3000/movies/navvulata-1998
mee-aayana-jagratha-1998	Mee Aayana Jagratha		1998	Muthyala Ramadas		YES	YES	http://localhost:3000/movies/mee-aayana-jagratha-1998
maavidakulu-1998	Maavidakulu		1998	E. V. V. Satyanarayana	308065	YES	YES	http://localhost:3000/movies/maavidakulu-1998
kallukondoru-pennu-1998	Kallukondoru Pennu		1998	Shyamaprasad	784415	YES	YES	http://localhost:3000/movies/kallukondoru-pennu-1998
premante-idera-1998	Premante Idera		1998	Jayant Paranji	279472	YES	YES	http://localhost:3000/movies/premante-idera-1998
priyaraagalu-1997	Priyaraagalu		1997	A. Kodandarami Reddy	1023430	YES	YES	http://localhost:3000/movies/priyaraagalu-1997
jai-bajarangabhali-1997	Jai Bajarangabhali		1997	Kodi Ramakrishna		NO	YES	http://localhost:3000/movies/jai-bajarangabhali-1997
one-small-word-1997	One Small Word		1997	Muthyala Subbaiah	812067	YES	YES	http://localhost:3000/movies/one-small-word-1997
super-heroes-1997	Super Heroes		1997	Amanchi Venkata Subrahmanyam	1214310	YES	YES	http://localhost:3000/movies/super-heroes-1997
maa-ayana-bangaram-1997	Maa Ayana Bangaram		1997	A. Mohan Gandhi	474754	YES	YES	http://localhost:3000/movies/maa-ayana-bangaram-1997
peddannayya-1997	Peddannayya		1997	Muthyala Subbaiah	280349	YES	YES	http://localhost:3000/movies/peddannayya-1997
sindhooram-1997	Sindhooram		1997	Pasupuleti Krishna Vamsi	82777	YES	YES	http://localhost:3000/movies/sindhooram-1997
aahvaanam-1997	Aahvaanam		1997	S. V. Krishna Reddy	528602	YES	YES	http://localhost:3000/movies/aahvaanam-1997
anaganaga-oka-roju-1997	Anaganaga Oka Roju		1997	Ram Gopal Varma	38887	YES	YES	http://localhost:3000/movies/anaganaga-oka-roju-1997
aahwanam-1997	Aahwanam		1997	S.V. Krishna Reddy	528602	YES	NO	http://localhost:3000/movies/aahwanam-1997
aaro-pranam-1997	Aaro Pranam		1997	Veeru K.		YES	YES	http://localhost:3000/movies/aaro-pranam-1997
priya-o-priya-1997	Priya O Priya		1997	Muppulaneni Shiva	1267163	YES	YES	http://localhost:3000/movies/priya-o-priya-1997
muddula-mogudu-1997	Muddula Mogudu		1997	Kodi Ramakrishna	308083	YES	YES	http://localhost:3000/movies/muddula-mogudu-1997
collector-garu-1997	Collector Garu		1997	B. Gopal	1044960	YES	YES	http://localhost:3000/movies/collector-garu-1997
bobbili-dora-1997	Bobbili Dora		1997	Sagar		NO	YES	http://localhost:3000/movies/bobbili-dora-1997
korukunna-priyudu-1997	Korukunna Priyudu		1997	K. Vasu		YES	YES	http://localhost:3000/movies/korukunna-priyudu-1997
thaali-1997	Thaali		1997	E. V. V. Satyanarayana	503620	YES	YES	http://localhost:3000/movies/thaali-1997
rowdy-durbar-1997	Rowdy Durbar		1997	Dasari Narayana Rao	503611	YES	YES	http://localhost:3000/movies/rowdy-durbar-1997
pelli-chesukundaam-1997	Pelli Chesukundaam		1997	Muthyala Subbaiah	279475	YES	YES	http://localhost:3000/movies/pelli-chesukundaam-1997
pelli-1997	Pelli		1997	Muthyala Subbaiah	308064	YES	YES	http://localhost:3000/movies/pelli-1997
egire-paavurama-1997	Egire Paavurama		1997	S. V. Krishna Reddy		YES	YES	http://localhost:3000/movies/egire-paavurama-1997
subhakankshalu-1997	Subhakankshalu		1997	Bhimaneni Srinivasa Rao	82752	YES	YES	http://localhost:3000/movies/subhakankshalu-1997
pattukondi-chuddam-1997	| Pattukondi Chuddam		1997	Sarath		YES	YES	http://localhost:3000/movies/pattukondi-chuddam-1997
dongaata-1997	Dongaata		1997	Kodi Ramakrishna	473894	YES	YES	http://localhost:3000/movies/dongaata-1997
pelli-pandiri-1997	Pelli Pandiri		1997	Kodi Ramakrishna	528954	YES	YES	http://localhost:3000/movies/pelli-pandiri-1997
abbayi-gari-pelli-1997	Abbayi Gari Pelli		1997	Sarath		NO	YES	http://localhost:3000/movies/abbayi-gari-pelli-1997
taraka-ramudu-1997	Taraka Ramudu		1997	R. V. Udayakumar	308078	YES	YES	http://localhost:3000/movies/taraka-ramudu-1997
suswagatham-1997	Suswagatham		1997	Bhimaneni Srinivasa Rao	199812	YES	YES	http://localhost:3000/movies/suswagatham-1997
surya-putrulu-1997	Surya Putrulu		1997	Uma Maheswara Rao	848404	YES	YES	http://localhost:3000/movies/surya-putrulu-1997
maa-nannaku-pelli-1997	Maa Nannaku Pelli		1997	E. V. V. Satyanarayana		YES	YES	http://localhost:3000/movies/maa-nannaku-pelli-1997
encounter-1997	Encounter		1997	Redge Mahaffey	451372	YES	YES	http://localhost:3000/movies/encounter-1997
ugadi-1997	Ugadi		1997	S V Krishna Reddy	1536511	YES	YES	http://localhost:3000/movies/ugadi-1997
thodu-1997	Thodu		1997	Akkineni Kutumba Rao	631192	YES	YES	http://localhost:3000/movies/thodu-1997
hitler-1997	Hitler		1997	Muthyala Subbaiah	279109	YES	YES	http://localhost:3000/movies/hitler-1997
master-1997	Master		1997	Suresh Krissna	279110	YES	YES	http://localhost:3000/movies/master-1997
maa-nanna-ki-pelli-1997	Maa Nanna Ki Pelli		1997	E. V. V. Satyanarayana	308064	YES	YES	http://localhost:3000/movies/maa-nanna-ki-pelli-1997
jeevan-yudh-1997	Jeevan Yudh		1997	Partho Ghosh	564985	YES	YES	http://localhost:3000/movies/jeevan-yudh-1997
gokulamlo-seeta-1997	Gokulamlo Seeta		1997	Muthyala Subbaiah		YES	YES	http://localhost:3000/movies/gokulamlo-seeta-1997
kurralla-rajyam-1997	Kurralla Rajyam		1997	Kadambari Kirankumar		NO	YES	http://localhost:3000/movies/kurralla-rajyam-1997
