slug	title_en	title_te	year	director	tmdb_id	has_poster	has_synopsis	url
agent-narasimha117-2024	Agent Narasimha‐117		2024	Lakshman Chaprala	1224562	YES	YES	http://localhost:3000/movies/agent-narasimha117-2024
purushothamudu-2024	Purushothamudu		2024	Rom Bhimana	1321718	YES	YES	http://localhost:3000/movies/purushothamudu-2024
double-ismart-2024	Double iSmart		2024	Puri Jagannadh	1127824	YES	YES	http://localhost:3000/movies/double-ismart-2024
indrani-epic1-dharam-vs-karam-2024	Indrani - Epic1: Dharam vs Karam		2024	Stephen Pallam	966900	YES	YES	http://localhost:3000/movies/indrani-epic1-dharam-vs-karam-2024
kalki-2898-ad-2024	Kalki 2898-AD		2024	Nag Ashwin	801688	YES	YES	http://localhost:3000/movies/kalki-2898-ad-2024
sriranga-neethulu-2024	Sriranga Neethulu		2024	Praveen Kumar VSS	1274480	YES	YES	http://localhost:3000/movies/sriranga-neethulu-2024
dheera-2024	Dheera		2024	Vikranth Srinivas	1034187	YES	YES	http://localhost:3000/movies/dheera-2024
aay-2024	Aay		2024	Anji K Maniputhra	1373129	YES	YES	http://localhost:3000/movies/aay-2024
alanaati-ramachandrudu-2024	Alanaati Ramachandrudu		2024	Chilukuri Akash Reddy	1325057	YES	YES	http://localhost:3000/movies/alanaati-ramachandrudu-2024
music-shop-murthy-2024	Music Shop Murthy		2024	Siva Paladugu	1304474	YES	YES	http://localhost:3000/movies/music-shop-murthy-2024
srikakulam-sherlock-holmes-2024	Srikakulam Sherlock Holmes		2024	Writer Mohan	1406816	YES	YES	http://localhost:3000/movies/srikakulam-sherlock-holmes-2024
dhoom-dhaam-2024	Dhoom Dhaam		2024	Sai Kishore Macha	1383695	YES	YES	http://localhost:3000/movies/dhoom-dhaam-2024
yevam-2024	Yevam		2024	Prakash Dantuluri	1052300	YES	YES	http://localhost:3000/movies/yevam-2024
raju-gari-ammayi-naidu-gari-abbayi-2024	Raju Gari Ammayi Naidu Gari Abbayi		2024	Satya Raj	1454579	YES	YES	http://localhost:3000/movies/raju-gari-ammayi-naidu-gari-abbayi-2024
ramnagar-bunny-2024	Ramnagar Bunny		2024	Srinivas Mahath	1365585	YES	YES	http://localhost:3000/movies/ramnagar-bunny-2024
razakar-the-silent-genocide-of-hyderabad-2024	Razakar: The Silent Genocide of Hyderabad		2024	Yaata Satyanarayana	1210466	YES	YES	http://localhost:3000/movies/razakar-the-silent-genocide-of-hyderabad-2024
janaka-aithe-ganaka-2024	Janaka Aithe Ganaka		2024	Sandeep Reddy Bandla	1357662	YES	YES	http://localhost:3000/movies/janaka-aithe-ganaka-2024
viraaji-2024	Viraaji		2024	Adhyanth Harsha	1324663	YES	YES	http://localhost:3000/movies/viraaji-2024
akkada-varu-ikkada-unnaru-2024	Akkada Varu Ikkada Unnaru		2024	Trivikram Rao Kundurthi	1288497	YES	YES	http://localhost:3000/movies/akkada-varu-ikkada-unnaru-2024
ground-2024	Ground		2024	Aakash Bikki	1302681	YES	YES	http://localhost:3000/movies/ground-2024
simbaa-2024	Simbaa		2024	Murali Manohar Reddy	984387	YES	YES	http://localhost:3000/movies/simbaa-2024
tiragabadara-saami-2024	Tiragabadara Saami		2024	A.S. Ravi Kumar Chowdary	1171732	YES	YES	http://localhost:3000/movies/tiragabadara-saami-2024
nindha-2024	Nindha		2024	Rajesh Jagannadham	1307065	YES	YES	http://localhost:3000/movies/nindha-2024
eesaraina-2024	Eesaraina!?		2024	Eshaku Dasari	1495040	YES	YES	http://localhost:3000/movies/eesaraina-2024
vidya-vasula-aham-2024	Vidya Vasula Aham		2024	Manikanth Gelli	1029449	YES	YES	http://localhost:3000/movies/vidya-vasula-aham-2024
palik-2024	Palik		2024	Neil Burger	1297860	YES	YES	http://localhost:3000/movies/palik-2024
alanaati-ramchandrudu-2024	Alanaati Ramchandrudu		2024	Chilukuri Akash	1325057	YES	YES	http://localhost:3000/movies/alanaati-ramchandrudu-2024
mathu-vadalara-2-2024	Mathu Vadalara 2		2024	Ritesh Rana	1249902	YES	YES	http://localhost:3000/movies/mathu-vadalara-2-2024
krishnamma-2024	Krishnamma		2024	V. V. Gopalakrishna	1001632	YES	YES	http://localhost:3000/movies/krishnamma-2024
guntur-kaaram-2024	Guntur Kaaram		2024	Trivikram Srinivas	868660	YES	YES	http://localhost:3000/movies/guntur-kaaram-2024
lucky-baskhar-2024	Lucky Baskhar		2024	Venky Atluri	1239511	YES	YES	http://localhost:3000/movies/lucky-baskhar-2024
sandeham-2024	Sandeham		2024	Sateesh Paramveda	1394454	YES	YES	http://localhost:3000/movies/sandeham-2024
bhaje-vaayu-vegam-2024	Bhaje Vaayu Vegam		2024	Prashanth Reddy	962108	YES	YES	http://localhost:3000/movies/bhaje-vaayu-vegam-2024
pailam-pilaga-2024	Pailam Pilaga		2024	Anand Gurram	1357437	YES	YES	http://localhost:3000/movies/pailam-pilaga-2024
parakramam-2024	Parakramam		2024	Bandi Saroj Kumar	1337831	YES	YES	http://localhost:3000/movies/parakramam-2024
srikakulam-sherlockholmes-2024	Srikakulam Sherlockholmes		2024	Writer Mohan	1406816	YES	YES	http://localhost:3000/movies/srikakulam-sherlockholmes-2024
aham-reboot-2024	Aham Reboot		2024	Prasanth Sagar	968571	YES	YES	http://localhost:3000/movies/aham-reboot-2024
omg-o-manchi-ghost-2024	OMG: O Manchi Ghost		2024	Marthand K Shankar	1329937	YES	YES	http://localhost:3000/movies/omg-o-manchi-ghost-2024
lifestories-2024	LifeStories		2024	Ujjwal Kashyap	1341441	YES	YES	http://localhost:3000/movies/lifestories-2024
tillu-2024	(Tillu)²		2024	Mallik Ram	1039482	YES	YES	http://localhost:3000/movies/tillu-2024
sit-special-investigation-team-2024	S.I.T Special Investigation Team		2024	Vijaya Bhaskar Reddy	1287603	YES	YES	http://localhost:3000/movies/sit-special-investigation-team-2024
market-mahalakshmi-2024	Market Mahalakshmi		2024	V. S. Mukkhesh	1259884	YES	YES	http://localhost:3000/movies/market-mahalakshmi-2024
usha-parinayam-2024	Usha Parinayam		2024	K. Vijaya Bhaskar	1329323	YES	YES	http://localhost:3000/movies/usha-parinayam-2024
yatra-2-2024	Yatra 2		2024	Mahi V. Raghav	1238535	YES	YES	http://localhost:3000/movies/yatra-2-2024
raajadhani-files-2024	Raajadhani Files		2024	Bhanu	1243124	YES	YES	http://localhost:3000/movies/raajadhani-files-2024
we-love-bad-boys-2024	We Love Bad Boys		2024	Raju Rajendra Prasad	1471367	YES	YES	http://localhost:3000/movies/we-love-bad-boys-2024
parijatha-parvam-2024	Parijatha Parvam		2024	Santosh Kambhampati	1276808	YES	YES	http://localhost:3000/movies/parijatha-parvam-2024
mechanic-rocky-2024	Mechanic Rocky		2024	Ravi Teja Mullapudi	1102353	YES	YES	http://localhost:3000/movies/mechanic-rocky-2024
operation-raavan-2024	Operation Raavan		2024	Venkata Satya	1381727	YES	YES	http://localhost:3000/movies/operation-raavan-2024
geethanjali-malli-vachindi-2024	Geethanjali Malli Vachindi		2024	Shiva Turlapati	1250852	YES	YES	http://localhost:3000/movies/geethanjali-malli-vachindi-2024
sundaram-master-2024	Sundaram Master		2024	Kalyan Santhosh	1247498	YES	YES	http://localhost:3000/movies/sundaram-master-2024
mercy-killing-2024	Mercy Killing		2024	Venkat Ramana S.	1363064	YES	YES	http://localhost:3000/movies/mercy-killing-2024
pekamedalu-2024	Pekamedalu		2024	Neelagiri Mamilla	1317583	YES	YES	http://localhost:3000/movies/pekamedalu-2024
chaari-111-2024	Chaari 111		2024	TG Keerthi Kumar	1242191	YES	YES	http://localhost:3000/movies/chaari-111-2024
pranaya-godari-2024	Pranaya Godari		2024	PL Vignesh	1382436	YES	YES	http://localhost:3000/movies/pranaya-godari-2024
love-me-if-you-dare-2024	Love Me If You Dare		2024	Arun Bhimavarapu	1293900	YES	YES	http://localhost:3000/movies/love-me-if-you-dare-2024
crime-reel-2024	Crime Reel		2024	Dadi Lokesh	1319148	YES	YES	http://localhost:3000/movies/crime-reel-2024
happy-ending-2024	Happy Ending		2024	Kowshik Bheemidi	1283764	YES	YES	http://localhost:3000/movies/happy-ending-2024
tantra-2024	Tantra		2024	Srinivas Gopisetti	1260435	YES	YES	http://localhost:3000/movies/tantra-2024
gaami-2024	Gaami		2024	Vidyadhar Kagita	886385	YES	YES	http://localhost:3000/movies/gaami-2024
siddharth-roy-2024	Siddharth Roy		2024	V. Yeshasvi	1191542	YES	YES	http://localhost:3000/movies/siddharth-roy-2024
bhale-unnade-2024	Bhale Unnade		2024	Vardhan Sivasai Jaladanki	1321944	YES	YES	http://localhost:3000/movies/bhale-unnade-2024
ooru-peru-bhairavakona-2024	Ooru Peru Bhairavakona		2024	Vi Anand	1030109	YES	YES	http://localhost:3000/movies/ooru-peru-bhairavakona-2024
sabari-2024	Sabari		2024	Anil Katz	1030060	YES	YES	http://localhost:3000/movies/sabari-2024
manamey-2024	Manamey		2024	Sriram Adittya	1095889	YES	YES	http://localhost:3000/movies/manamey-2024
inti-number-13-2024	Inti Number - 13		2024	Panna Royal	1251918	YES	YES	http://localhost:3000/movies/inti-number-13-2024
shivam-bhaje-2024	Shivam Bhaje		2024	Apsar	1324173	YES	YES	http://localhost:3000/movies/shivam-bhaje-2024
vey-dharuvey-2024	Vey Dharuvey		2024	D. Naveen Reddy	1262003	YES	YES	http://localhost:3000/movies/vey-dharuvey-2024
thalakona-2024	Thalakona		2024	Nagesh Naradasi	1196307	YES	YES	http://localhost:3000/movies/thalakona-2024
bhamakalapam-2-2024	Bhamakalapam 2		2024	Abhimanyu Tadimeti	1238603	YES	YES	http://localhost:3000/movies/bhamakalapam-2-2024
average-student-nani-2024	Average Student Nani		2024	Pawan Kumar Kothuri	1324235	YES	YES	http://localhost:3000/movies/average-student-nani-2024
rakshana-2024	Rakshana		2024	Prandeep Thakore	1302212	YES	YES	http://localhost:3000/movies/rakshana-2024
devaki-nandana-vasudeva-2024	Devaki Nandana Vasudeva		2024	Arjun Jandyala	1390695	YES	YES	http://localhost:3000/movies/devaki-nandana-vasudeva-2024
masthu-shades-unnai-ra-2024	Masthu Shades Unnai Ra		2024	Thirupathi Rao Indla	1249815	YES	YES	http://localhost:3000/movies/masthu-shades-unnai-ra-2024
uruku-patela-2024	Uruku Patela		2024	Vivek Reddy	1339992	YES	YES	http://localhost:3000/movies/uruku-patela-2024
mix-up-2024	Mix Up		2024	Aakash Bikki	1259399	YES	YES	http://localhost:3000/movies/mix-up-2024
gangs-of-godavari-2024	Gangs of Godavari		2024	Krishna Chaitanya	1171693	YES	YES	http://localhost:3000/movies/gangs-of-godavari-2024
bootcut-balaraju-2024	Bootcut Balaraju		2024	Sree Koneti	1238031	YES	YES	http://localhost:3000/movies/bootcut-balaraju-2024
bharathanatyam-2024	Bharathanatyam		2024	KVR Mahendra	1192006	YES	YES	http://localhost:3000/movies/bharathanatyam-2024
harom-hara-2024	Harom Hara		2024	Gnanasagar Dwaraka	1040718	YES	YES	http://localhost:3000/movies/harom-hara-2024
darling-2024	Darling		2024	Aswin Raam	1315143	YES	YES	http://localhost:3000/movies/darling-2024
viswam-2024	Viswam		2024	Sreenu Vaitla	1273448	YES	YES	http://localhost:3000/movies/viswam-2024
aarambham-2024	Aarambham		2024	Ajay Nag	1288304	YES	YES	http://localhost:3000/movies/aarambham-2024
mukhya-gamanika-2024	Mukhya Gamanika		2024	Venu Muralidhar Vadnala	1246981	YES	YES	http://localhost:3000/movies/mukhya-gamanika-2024
the-family-star-2024	The Family Star		2024	Parasuram Petla	1141320	YES	YES	http://localhost:3000/movies/the-family-star-2024
fear-2024	Fear		2024	Haritha Gogineni	880100	YES	YES	http://localhost:3000/movies/fear-2024
a-goa-tripp-2024	A Goa Tripp...		2024	Rohithh Dhruvan	1295209	YES	YES	http://localhost:3000/movies/a-goa-tripp-2024
hanu-man-2024	Hanu-man		2024	Prasanth Varma	869760	YES	YES	http://localhost:3000/movies/hanu-man-2024
i-hate-you-2024	I Hate You		2024	Anji Ram	1568593	YES	YES	http://localhost:3000/movies/i-hate-you-2024
pottel-2024	Pottel		2024	Sahit Mothkhuri	1375013	YES	YES	http://localhost:3000/movies/pottel-2024
35-chinna-katha-kaadu-2024	35 - Chinna Katha Kaadu		2024	Nanda Kishore	1329287	YES	YES	http://localhost:3000/movies/35-chinna-katha-kaadu-2024
bhoothaddam-bhaskar-narayana-2024	Bhoothaddam Bhaskar Narayana		2024	Purushotham Raaj	1243485	YES	YES	http://localhost:3000/movies/bhoothaddam-bhaskar-narayana-2024
raju-yadav-2024	Raju Yadav		2024	K. Krishnamachary	1318310	YES	YES	http://localhost:3000/movies/raju-yadav-2024
gorre-puranam-2024	Gorre Puranam		2024	Bobby	1357429	YES	YES	http://localhost:3000/movies/gorre-puranam-2024
operation-valentine-2024	Operation Valentine		2024	Shakti Pratap Singh Hada	1034158	YES	YES	http://localhost:3000/movies/operation-valentine-2024
kangaroo-2024	Kangaroo		2024	Kishore Megalamane	1285843	YES	YES	http://localhost:3000/movies/kangaroo-2024
drill-2024	Drill		2024	Haranath Policherla	1329802	YES	YES	http://localhost:3000/movies/drill-2024
make-a-wish-2024	Make a Wish		2024	Sandhya Bayireddy	1393891	YES	YES	http://localhost:3000/movies/make-a-wish-2024
sam-anton-2024	Sam Anton		2024	Giorgio Diritti	608317	YES	YES	http://localhost:3000/movies/sam-anton-2024
brahmavaram-ps-paridilo-2024	Brahmavaram PS Paridilo		2024	Imran Sastry	1542730	YES	YES	http://localhost:3000/movies/brahmavaram-ps-paridilo-2024
laggam-2024	Laggam		2024	Ramesh Cheppala	1375193	YES	YES	http://localhost:3000/movies/laggam-2024
utsavam-2024	Utsavam		2024	Arjun Sai	1237537	YES	YES	http://localhost:3000/movies/utsavam-2024
100-crores-2024	100 Crores		2024	Virat Chakravarthy	1364617	YES	YES	http://localhost:3000/movies/100-crores-2024
sheeshmahal-2024	Sheeshmahal		2024	Camp Sasi	563152	YES	YES	http://localhost:3000/movies/sheeshmahal-2024
gam-gam-ganesha-2024	Gam Gam Ganesha		2024	Uday Bommisetty	956704	YES	YES	http://localhost:3000/movies/gam-gam-ganesha-2024
eagle-2024	Eagle		2024	Karthik Ghattamaneni	1047988	YES	YES	http://localhost:3000/movies/eagle-2024
rush-2024	Rush		2024	Sathish Poloju	1292641	YES	YES	http://localhost:3000/movies/rush-2024
akshara-2024	Akshara		2024	Chinni Krishna	408097	YES	YES	http://localhost:3000/movies/akshara-2024
narudi-brathuku-natana-2024	Narudi Brathuku Natana		2024	Rishikeshwar Yogi	1376117	YES	YES	http://localhost:3000/movies/narudi-brathuku-natana-2024
sarkaaru-noukari-2024	Sarkaaru Noukari		2024	Shekar Ganganamoni	1229853	YES	YES	http://localhost:3000/movies/sarkaaru-noukari-2024
kismat-2024	Kismat		2024	Srinath Badineni	1192004	YES	YES	http://localhost:3000/movies/kismat-2024
committee-kurrollu-2024	Committee Kurrollu		2024	Yadhu Vamsi	1327213	YES	YES	http://localhost:3000/movies/committee-kurrollu-2024
maruthi-nagar-subramanyam-2024	Maruthi Nagar Subramanyam		2024	Lakshman Karya	1336352	YES	YES	http://localhost:3000/movies/maruthi-nagar-subramanyam-2024
prathinidhi-2-2024	Prathinidhi 2		2024	Murthy Devagupthapu	1277697	YES	YES	http://localhost:3000/movies/prathinidhi-2-2024
naa-saami-ranga-2024	Naa Saami Ranga		2024	Vijay Binni	1171804	YES	YES	http://localhost:3000/movies/naa-saami-ranga-2024
105-minuttess-2024	105 Minuttess		2024	Raju Dussa	922636	YES	YES	http://localhost:3000/movies/105-minuttess-2024
bachhala-malli-2024	Bachhala Malli		2024	Subbu Mangadevi	1399790	YES	YES	http://localhost:3000/movies/bachhala-malli-2024
drinker-sai-2024	Drinker Sai		2024	Kiran Tirumalasetti	1407473	YES	YES	http://localhost:3000/movies/drinker-sai-2024
pushpa-2-the-rule-2024	Pushpa 2 - The Rule		2024	Sukumar	857598	YES	YES	http://localhost:3000/movies/pushpa-2-the-rule-2024
mr-bachchan-2024	Mr Bachchan		2024	Harish Shankar	1232219	YES	YES	http://localhost:3000/movies/mr-bachchan-2024
rrr-behind-and-beyond-2024	RRR: Behind & Beyond		2024	S. S. Rajamouli	1400515	YES	YES	http://localhost:3000/movies/rrr-behind-and-beyond-2024
devara-part-1-2024	Devara: Part 1		2024	Koratala Siva	811941	YES	YES	http://localhost:3000/movies/devara-part-1-2024
buddy-2024	Buddy		2024	Sam Anton	1230407	YES	YES	http://localhost:3000/movies/buddy-2024
double-engine-2024	Double Engine		2024	Camp Sasi	1026439	YES	YES	http://localhost:3000/movies/double-engine-2024
aa-okkati-adakku-2024	Aa Okkati Adakku		2024	Malli Ankam	1240173	YES	YES	http://localhost:3000/movies/aa-okkati-adakku-2024
saripodhaa-sanivaaram-2024	Saripodhaa Sanivaaram		2024	Vivek Athreya	1194915	YES	YES	http://localhost:3000/movies/saripodhaa-sanivaaram-2024
saindhav-2024	Saindhav		2024	Sailesh Kolanu	1089737	YES	YES	http://localhost:3000/movies/saindhav-2024
1980-lo-radhekrishna-2024	1980 Lo Radhekrishna		2024	Ismail Shaik	1548765	YES	YES	http://localhost:3000/movies/1980-lo-radhekrishna-2024
theppa-samudram-2024	Theppa Samudram		2024	Sateesh Rapolu	1281743	YES	YES	http://localhost:3000/movies/theppa-samudram-2024
leela-vinodam-2024	Leela Vinodam		2024	Pavan Sunkara	1396917	YES	YES	http://localhost:3000/movies/leela-vinodam-2024
love-mouli-2024	Love Mouli		2024	Avaneendra	1302585	YES	YES	http://localhost:3000/movies/love-mouli-2024
kalinga-2024	Kalinga		2024	Dhruva Vaayu	1352962	YES	YES	http://localhost:3000/movies/kalinga-2024
modern-masters-ss-rajamouli-2024	Modern Masters: SS Rajamouli		2024	Raghav Khanna	1313130	YES	YES	http://localhost:3000/movies/modern-masters-ss-rajamouli-2024
vedaa-2024	Vedaa		2024	Nikkhil Advani	1148486	YES	YES	http://localhost:3000/movies/vedaa-2024
zebra-2024	Zebra		2024	Eashvar Karthic	1407977	YES	YES	http://localhost:3000/movies/zebra-2024
ruslaan-2024	Ruslaan		2024	Karan Lalit Butani	1196940	YES	YES	http://localhost:3000/movies/ruslaan-2024
operation-laila-2024	Operation Laila		2024	A. Venkatesh	1245864	YES	YES	http://localhost:3000/movies/operation-laila-2024
sathamindri-mutham-tha-2024	Sathamindri Mutham Tha		2024	Rajdev	1248209	YES	YES	http://localhost:3000/movies/sathamindri-mutham-tha-2024
sikandar-ka-muqaddar-2024	Sikandar Ka Muqaddar		2024	Neeraj Pandey	1252470	YES	YES	http://localhost:3000/movies/sikandar-ka-muqaddar-2024
anthima-theerpu-2024	Anthima Theerpu		2024	A. Abhiramu	1093029	YES	YES	http://localhost:3000/movies/anthima-theerpu-2024
maya-puthagam-2024	Maya Puthagam		2024	Rama Jayaprakash	956103	YES	YES	http://localhost:3000/movies/maya-puthagam-2024
anandapuram-diaries-2024	Anandapuram Diaries		2024	Jaya Jose Raj	1177652	YES	YES	http://localhost:3000/movies/anandapuram-diaries-2024
brahmmavaram-p-s-paridhilo-2024	Brahmmavaram P.S. Paridhilo		2024	Imran Sastry	1338870	YES	YES	http://localhost:3000/movies/brahmmavaram-p-s-paridhilo-2024
leela-vinodham-2024	Leela Vinodham		2024	Pavan Sunkara	1396917	YES	YES	http://localhost:3000/movies/leela-vinodham-2024
bhavanam-2024	Bhavanam		2024	Balachary Kurella	1278149	YES	YES	http://localhost:3000/movies/bhavanam-2024
tom-and-jerry-2024	Tom And Jerry		2024	Raghav Vinay Shivamani	1401224	YES	YES	http://localhost:3000/movies/tom-and-jerry-2024
satyabhama-2024	Satyabhama		2024	Suman Chikkala	1177157	YES	YES	http://localhost:3000/movies/satyabhama-2024
prasannavadanam-2024	Prasannavadanam		2024	Sukumar Bandreddi	1275990	YES	YES	http://localhost:3000/movies/prasannavadanam-2024
bench-life-2024	Bench Life		2024	Manasa Sharma	264024	YES	YES	http://localhost:3000/movies/bench-life-2024
nayanthara-beyond-the-fairy-tale-2024	Nayanthara: Beyond the Fairy Tale		2024	Amith Krishnan	1382447	YES	YES	http://localhost:3000/movies/nayanthara-beyond-the-fairy-tale-2024
prasanna-vadanam-2024	Prasanna Vadanam		2024	Arjun Y.K.	1283166	YES	NO	http://localhost:3000/movies/prasanna-vadanam-2024
aranmanai-4-2024	Aranmanai 4	బాక్	2024	Sundar C	1140905	YES	YES	http://localhost:3000/movies/aranmanai-4-2024
my-dear-donga-2024	My Dear Donga		2024	B. S. Sarwagna Kumar	1254518	YES	YES	http://localhost:3000/movies/my-dear-donga-2024
hunt-2023	Hunt		2023	Mahesh Surapaneni	938890	YES	YES	http://localhost:3000/movies/hunt-2023
spark-2023	Spark		2023	Vikranth Reddy	1191547	YES	YES	http://localhost:3000/movies/spark-2023
my-name-is-shruthi-2023	My Name Is Shruthi		2023	Srinivas Omkhar	948990	YES	YES	http://localhost:3000/movies/my-name-is-shruthi-2023
ala-ninnu-cheri-2023	Ala Ninnu Cheri		2023	Maresh Shivan	1069928	YES	YES	http://localhost:3000/movies/ala-ninnu-cheri-2023
sagiletikatha-2023	Sagiletikatha		2023	Rajshekar	1192420	YES	YES	http://localhost:3000/movies/sagiletikatha-2023
mangalavaaram-2023	Mangalavaaram		2023	Ajay Bhupathi	1093012	YES	YES	http://localhost:3000/movies/mangalavaaram-2023
o-saathiya-2023	O Saathiya		2023	Divya Bhavana	1150097	YES	YES	http://localhost:3000/movies/o-saathiya-2023
madhurapudi-granam-ane-nenu-2023	Madhurapudi Granam Ane Nenu		2023	Kalyan Chakravarthy	1210464	YES	YES	http://localhost:3000/movies/madhurapudi-granam-ane-nenu-2023
vidhi-2023	Vidhi		2023	Srikanth Ranganathan	1199878	YES	YES	http://localhost:3000/movies/vidhi-2023
subramanyam-chigurupati-2023	Salam Sainika		2023	Subramanyam Chigurupati	1381313	YES	YES	http://localhost:3000/movies/subramanyam-chigurupati-2023
premadesam-2023	Premadesam		2023	Srikanth Siddham	1026769	YES	YES	http://localhost:3000/movies/premadesam-2023
mr-king-2023	Mr. King		2023	Sasiidhar	1105261	YES	YES	http://localhost:3000/movies/mr-king-2023
sindhooram-2023	Sindhooram		2023	Shyam Tummalapalli	1077101	YES	NO	http://localhost:3000/movies/sindhooram-2023
maama-mascheendra-2023	Maama Mascheendra		2023	Harsha Vardhan	974433	YES	YES	http://localhost:3000/movies/maama-mascheendra-2023
her-chapter-1-2023	Her: Chapter 1		2023	Sreedhar Swaraghav	1178689	YES	YES	http://localhost:3000/movies/her-chapter-1-2023
ravanasura-2023	Ravanasura		2023	Sudheer Varma	892269	YES	YES	http://localhost:3000/movies/ravanasura-2023
saachi-2023	Saachi		2023	Vivek Pothagoni	1228860	YES	NO	http://localhost:3000/movies/saachi-2023
mentoo-2023	#MenToo		2023	Srikanth G. Reddy	1093983	YES	YES	http://localhost:3000/movies/mentoo-2023
extra-ordinary-man-2023	Extra Ordinary Man		2023	Vakkantham Vamsi	1150622	YES	YES	http://localhost:3000/movies/extra-ordinary-man-2023
geetasakshigaa-2023	Geetasakshigaa		2023	Anthony Mattipalli	1097586	YES	NO	http://localhost:3000/movies/geetasakshigaa-2023
