Actor,Title,Year,Sources,Confidence,Role,In Database,Was Added,Reason
"Nandamuri Balakrishna","Bhanumati Gari Mogudu",1987,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Allari Krishnaiah",1987,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Talli Tandrulu",1991,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bharyabhartala Bandham",1985,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Sri Krishnarjuna Vijayam",1996,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Nippulanti Manishi",1986,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Maatho Pettukoku",1995,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Devudu",1997,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Janani Janmabhoomi",1984,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Muddula Menalludu",1990,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Ramu",1987,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Kathanayakudu",1984,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Muvva Gopaludu",1987,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Brahmarshi Vishwamitra",1991,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Ramudu Bheemudu",1988,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bhale Donga",1989,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Donga Ramudu",1988,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Rakthabishekam",1988,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","President Gari Abbayi",1987,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Deshoddharakudu",1986,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Babai Abbai",1985,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Narthanasala",2020,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Akhanda",2021,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Lakshmi Narasimha",2004,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Akhanda 2: Thaandavam",2025,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Padma Bhushan",2025,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Ram Raheem",1974,"child_actor",0,"",No,No,"Added"
"Nandamuri Balakrishna","Tatamma Kala",1974,"child_actor",0,"",No,No,"Added"
"Nandamuri Balakrishna","Mangammagari Manavadu",1984,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Disco King",1984,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Palnati Puli",1984,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Sahasame Jeevitham",1984,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Pattabhishekam",1985,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Babayi-Abbayi",1985,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Aatmabalam",1985,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Bhale Thammudu",1985,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Kattula Kondaiah",1985,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Kaliyuga Krishnudu",1986,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Muddula Krishnaiah",1986,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Sita Rama Kalyanam",1986,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","President Gari Abbai",1987,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Inspector Pratap",1988,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Raktabhishekam",1988,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Tiragabadda Telugubidda",1988,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Prananiki Pranam",1990,"supporting",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Aswamedham",1992,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Maato Pettukoku",1995,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Shri Krishnarjuna Vijayam",1996,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Vamsoddarakudu",2000,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Chennakeshava Reddy",2002,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Panduranga",2008,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","N.T.R: Kathanayukudu",2019,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Akhanda 2",2025,"supporting",0,"",No,No,"Added"
"Prabhas","Billa",2009,"lead",0,"",No,No,"Exists"
"Prabhas","Ek Niranjan",2009,"lead",0,"",No,No,"Exists"
"Prabhas","Mr. Perfect",2011,"lead",0,"",No,No,"Exists"
"Prabhas","Darling",2010,"lead",0,"",No,No,"Exists"
"Prabhas","Varsham",2004,"lead",0,"",No,No,"Exists"
"Prabhas","Chatrapathi",2005,"lead",0,"",No,No,"Exists"
"Prabhas","Chakram",2005,"lead",0,"",No,No,"Exists"
"Prabhas","Bujjigaadu: Made in Chennai",2008,"lead",0,"",No,No,"Exists"
"Prabhas","Eeshwar",2002,"lead",0,"",No,No,"Exists"
"Prabhas","Rebel",2012,"lead",0,"",No,No,"Exists"
"Prabhas","Raghavendra",2003,"lead",0,"",No,No,"Exists"
"Prabhas","Mirchi",2013,"lead",0,"",No,No,"Exists"
"Prabhas","Munna",2007,"lead",0,"",No,No,"Exists"
"Prabhas","Pournami",2006,"lead",0,"",No,No,"Added"
"Prabhas","Salaar: Part 1 - Ceasefire",2023,"lead",0,"",No,No,"Exists"
"Prabhas","Adavi Ramudu",2004,"lead",0,"",No,No,"Exists"
"Prabhas","Yogi",2007,"lead",0,"",No,No,"Exists"
"Prabhas","Bāhubali: The Beginning",2015,"lead",0,"",No,No,"Exists"
"Prabhas","Kannappa",2025,"supporting",0,"",No,No,"Added"
"Prabhas","Action Jackson",2014,"cameo",0,"",No,No,"Added"
"Prabhas","Fauzi",2026,"lead",0,"",No,No,"Added"
"Prabhas","Bāhubali 2: The Conclusion",2017,"lead",0,"",No,No,"Exists"
"Prabhas","Modern Masters: SS Rajamouli",2024,"supporting",0,"",No,No,"Added"
"Prabhas","Saaho",2019,"lead",0,"",No,No,"Exists"
"Prabhas","Radhe Shyam",2022,"lead",0,"",No,No,"Exists"
"Prabhas","Adipurush",2023,"lead",0,"",No,No,"Exists"
"Prabhas","Kalki 2898-AD",2024,"lead",0,"",No,No,"Exists"
"Prabhas","The Rajasaab",2026,"lead",0,"",No,No,"Exists"
"Prabhas","Bāhubali: The Epic",2025,"lead",0,"",No,No,"Exists"
"Prabhas","Mirai",2025,"voice",0,"",No,No,"Added"
"Prabhas","Baahubali: The Eternal War – Part 1",2027,"voice",0,"",No,No,"Exists"
"Prabhas","Filmfare Awards South",2004,"lead",0,"",No,No,"Exists"
"Prabhas","Filmfare Awards South",2005,"lead",0,"",No,No,"Exists"
"Prabhas","CineMAA Awards",2010,"lead",0,"",No,No,"Exists"
"Prabhas","Filmfare Awards South",2011,"lead",0,"",No,No,"Exists"
"Prabhas","Filmfare Awards South",2013,"lead",0,"",No,No,"Exists"
"Prabhas","IIFA Utsavam",2015,"lead",0,"",No,No,"Exists"
"Prabhas","Filmfare Awards South",2017,"lead",0,"",No,No,"Exists"
"Prabhas","Chhatrapati",2005,"supporting",0,"",No,No,"Exists"
"Prabhas","Bujjigadu",2008,"supporting",0,"",No,No,"Added"
"Prabhas","Baahubali: The Beginning",2015,"supporting",0,"",No,No,"Added"
"Prabhas","Baahubali: The Beginning",2016,"supporting",0,"",No,No,"Added"
"Prabhas","Baahubali: The Beginning",2017,"supporting",0,"",No,No,"Added"
"Prabhas","Baahubali 2: The Conclusion",2017,"supporting",0,"",No,No,"Exists"
"Prabhas","Baahubali 2: The Conclusion",2018,"supporting",0,"",No,No,"Exists"
"Prabhas","Jack & Daniel",2019,"supporting",0,"",No,No,"Added"
"Prabhas","'Salaar: Part 2 – Shouryanga Parvam",2023,"supporting",0,"",No,No,"Added"
"Prabhas","Kalki 2898 AD",2024,"supporting",0,"",No,No,"Added"
"Prabhas","Mirai (2025 film)",2025,"supporting",0,"",No,No,"Added"
"Ram Charan","Chirutha",2007,"supporting",0,"",No,No,"Exists"
"Ram Charan","Magadheera",2009,"supporting",0,"",No,No,"Exists"
"Ram Charan","Orange",2010,"supporting",0,"",No,No,"Exists"
"Ram Charan","Rachcha",2012,"supporting",0,"",No,No,"Added"
"Ram Charan","Naayak",2013,"supporting",0,"",No,No,"Added"
"Ram Charan","Zanjeer",2013,"supporting",0,"",No,No,"Exists"
"Ram Charan","Yevadu",2014,"supporting",0,"",No,No,"Exists"
"Ram Charan","Govindudu Andarivadele",2014,"supporting",0,"",No,No,"Exists"
"Ram Charan","Bruce Lee - The Fighter",2015,"supporting",0,"",No,No,"Exists"
"Ram Charan","Dhruva",2016,"supporting",0,"",No,No,"Added"
"Ram Charan","Rangasthalam",2018,"supporting",0,"",No,No,"Exists"
"Ram Charan","Vinaya Vidheya Rama",2019,"supporting",0,"",No,No,"Exists"
"Ram Charan","RRR",2022,"supporting",0,"",No,No,"Added"
"Ram Charan","Game Changer",2025,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Balupu",2013,"lead",0,"",No,No,"Exists"
"Ravi Teja","Power",2014,"lead",0,"",No,No,"Exists"
"Ravi Teja","Raja the Great",2017,"lead",0,"",No,No,"Exists"
"Ravi Teja","Disco Raja",2020,"lead",0,"",No,No,"Exists"
"Ravi Teja","Ravanasura",2023,"lead",0,"",No,No,"Exists"
"Ravi Teja","Nee Kosam",1999,"lead",0,"",No,No,"Exists"
"Ravi Teja","Khadgam",2002,"lead",0,"",No,No,"Added"
"Ravi Teja","Krishna",2008,"lead",0,"",No,No,"Exists"
"Ravi Teja","Kick",2009,"lead",0,"",No,No,"Exists"
"Ravi Teja","Neninthe",2010,"lead",0,"",No,No,"Exists"
"Ravi Teja","Waltair Veerayya",2023,"lead",0,"",No,No,"Added"
"Ravi Teja","Allari Priyudu",1993,"supporting",0,"",No,No,"Added"
"Ravi Teja","Sindhooram",1997,"supporting",0,"",No,No,"Added"
"Ravi Teja","Samudram",1999,"supporting",0,"",No,No,"Added"
"Ravi Teja","Premaku Velayara",1999,"supporting",0,"",No,No,"Added"
"Ravi Teja","Annayya",2000,"supporting",0,"",No,No,"Added"
"Ravi Teja","Itlu Sravani Subramanyam",2001,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Avunu Valliddaru Ista Paddaru!",2002,"supporting",0,"",No,No,"Added"
"Ravi Teja","Idiot",2002,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Amma Nanna O Tamila Ammayi",2003,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Dongodu",2003,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Ee Abbai Chala Manchodu",2003,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Veede",2003,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Oka Raju Oka Rani",2003,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Chanti",2004,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Venky",2004,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Naa Autograph",2004,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Bhadra",2005,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Bhageeratha",2005,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Khatarnak",2006,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Shock",2006,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Vikramarkudu",2006,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Dubai Seenu",2007,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Baladur",2008,"supporting",0,"",No,No,"Added"
"Ravi Teja","Neninthe",2008,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Anjaneyulu",2009,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Shambo Shiva Shambo",2010,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Don Seenu",2010,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Dongala Mutha",2011,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Mirapakay",2011,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Veera",2011,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Devudu Chesina Manushulu",2012,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Sarocharu",2012,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Daruvu",2012,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Nippu",2012,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Romeo",2014,"supporting",0,"",No,No,"Added"
"Ravi Teja","Kick 2",2015,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Bengal Tiger",2015,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Touch Chesi Chudu",2018,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Nela Ticket",2018,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Amar Akbar Anthony",2018,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Tiger Nageswara Rao",2023,"supporting",0,"",No,No,"Exists"
"Ravi Teja","Hanu Man",2024,"supporting",0,"",No,No,"Added"
"Roja","Chembaruthi",1992,"supporting",0,"",No,No,"Added"
"Roja","Uzhaippali",1993,"supporting",0,"",No,No,"Added"
"Roja","Indhu",1994,"supporting",0,"",No,No,"Added"
"Roja","Athiradi Padai",1994,"supporting",0,"",No,No,"Added"
"Roja","Bhairava Dweepam",1994,"supporting",0,"",No,No,"Exists"
"Roja","Bobbili Simham",1994,"supporting",0,"",No,No,"Exists"
"Roja","Shubha Lagnam",1994,"supporting",0,"",No,No,"Added"
"Roja","Mugguru Monagallu",1994,"supporting",0,"",No,No,"Exists"
"Roja","Asuran",1995,"supporting",0,"",No,No,"Added"
"Roja","Big Boss",1995,"supporting",0,"",No,No,"Exists"
"Roja","Makkal Aatchi",1995,"supporting",0,"",No,No,"Added"
"Roja","Pokiri Raja",1995,"supporting",0,"",No,No,"Exists"
"Roja","Raja Muthirai",1995,"supporting",0,"",No,No,"Added"
"Roja","Ghatotkachudu",1995,"supporting",0,"",No,No,"Exists"
"Roja","Tamizh Selvan",1996,"supporting",0,"",No,No,"Added"
"Roja","Adimai Changili",1997,"supporting",0,"",No,No,"Added"
"Roja","Annamayya",1997,"supporting",0,"",No,No,"Added"
"Roja","Peddannayya",1997,"supporting",0,"",No,No,"Exists"
"Roja","Kadavul",1997,"supporting",0,"",No,No,"Added"
"Roja","En Aasai Rasave",1998,"supporting",0,"",No,No,"Added"
"Roja","Unnidathil Ennai Koduthen",1998,"supporting",0,"",No,No,"Added"
"Roja","Chinna Durai",1999,"supporting",0,"",No,No,"Added"
"Roja","Chinna Raja",1999,"supporting",0,"",No,No,"Added"
"Roja","Sultan",1999,"supporting",0,"",No,No,"Exists"
"Roja","Mugham",1999,"supporting",0,"",No,No,"Added"
"Roja","Eazhaiyin Sirippil",2000,"supporting",0,"",No,No,"Added"
"Roja","Sandhitha Velai",2000,"supporting",0,"",No,No,"Added"
"Roja","Thirunelveli",2000,"supporting",0,"",No,No,"Added"
"Roja","Mitta Miraasu",2001,"supporting",0,"",No,No,"Added"
"Roja","Sonnal Thaan Kaadhala",2001,"supporting",0,"",No,No,"Added"
"Roja","Kottai Mariamman",2001,"supporting",0,"",No,No,"Added"
"Roja","Family Circus",2001,"supporting",0,"",No,No,"Exists"
"Roja","Angala Parameswari",2002,"supporting",0,"",No,No,"Added"
"Roja","Malayali Mamanu Vanakkam",2002,"supporting",0,"",No,No,"Added"
"Roja","Kottai Mariamman",2002,"supporting",0,"",No,No,"Added"
"Roja","Arasu",2003,"supporting",0,"",No,No,"Added"
"Roja","Maurya",2004,"supporting",0,"",No,No,"Added"
"Roja","Pasa Kiligal",2006,"supporting",0,"",No,No,"Added"
"Roja","Parijatham",2006,"supporting",0,"",No,No,"Added"
"Roja","Kuttrapathirikai",2007,"supporting",0,"",No,No,"Added"
"Roja","Golimaar",2010,"supporting",0,"",No,No,"Added"
"Roja","Sri Rama Rajyam",2011,"supporting",0,"",No,No,"Added"
"Roja","Kaavalan",2011,"supporting",0,"",No,No,"Added"
"Roja","Mogudu",2011,"supporting",0,"",No,No,"Exists"
"Roja","Pavitra",2013,"supporting",0,"",No,No,"Added"
"Savitri","Samsaram",1950,"supporting",0,"",No,No,"Added"
"Savitri","Patala Bhairavi",1951,"supporting",0,"",No,No,"Added"
"Savitri","Palletooru",1952,"supporting",0,"",No,No,"Added"
"Savitri","Pelli Chesi Choodu",1952,"supporting",0,"",No,No,"Exists"
"Savitri","Adarsham",1952,"supporting",0,"",No,No,"Added"
"Savitri","Shanti",1952,"supporting",0,"",No,No,"Added"
"Savitri","Devadasu",1953,"supporting",0,"",No,No,"Exists"
"Savitri","Bratuku Theruvu",1953,"supporting",0,"",No,No,"Added"
"Savitri","Chandraharam",1954,"supporting",0,"",No,No,"Added"
"Savitri","Parivartana",1954,"supporting",0,"",No,No,"Added"
"Savitri","Ardhangi",1955,"supporting",0,"",No,No,"Added"
"Savitri","Donga Ramudu",1955,"supporting",0,"",No,No,"Added"
"Savitri","Kanyasulkam",1955,"supporting",0,"",No,No,"Exists"
"Savitri","Vadina",1955,"supporting",0,"",No,No,"Exists"
"Savitri","Missamma",1955,"supporting",0,"",No,No,"Exists"
"Savitri","Amara Deepam",1956,"supporting",0,"",No,No,"Exists"
"Savitri","Bhale Ramudu",1956,"supporting",0,"",No,No,"Added"
"Savitri","Pennin Perumai",1956,"supporting",0,"",No,No,"Added"
"Savitri","Mayabazar",1957,"supporting",0,"",No,No,"Exists"
"Savitri","M.L.A.",1957,"supporting",0,"",No,No,"Added"
"Savitri","Thodi Kodallu",1957,"supporting",0,"",No,No,"Exists"
"Savitri","Vanangamudi",1957,"supporting",0,"",No,No,"Added"
"Savitri","Pathini Deivam",1957,"supporting",0,"",No,No,"Added"
"Savitri","Annaiyin Aanai",1958,"supporting",0,"",No,No,"Added"
"Savitri","Kaathavaraayan",1958,"supporting",0,"",No,No,"Added"
"Savitri","Padhi Bhakti",1958,"supporting",0,"",No,No,"Added"
"Savitri","Appu Chesi Pappu Koodu",1959,"supporting",0,"",No,No,"Exists"
"Savitri","Kalathur Kannamma",1960,"supporting",0,"",No,No,"Added"
"Savitri","Kuravanji",1960,"supporting",0,"",No,No,"Added"
"Savitri","Nammina Bantu",1960,"supporting",0,"",No,No,"Added"
"Savitri","Sri Venkateswara Mahatyam",1960,"supporting",0,"",No,No,"Added"
"Savitri","Chivaraku Migiledi",1960,"supporting",0,"",No,No,"Added"
"Savitri","Abhimanam",1960,"supporting",0,"",No,No,"Exists"
"Savitri","Pasamalar",1961,"supporting",0,"",No,No,"Added"
"Savitri","Pava Mannippu",1961,"supporting",0,"",No,No,"Added"
"Savitri","Velugu Needalu",1961,"supporting",0,"",No,No,"Exists"
"Savitri","Aradhana",1962,"supporting",0,"",No,No,"Exists"
"Savitri","Manchi Manasulu",1962,"supporting",0,"",No,No,"Exists"
"Savitri","Nartanasala",1962,"supporting",0,"",No,No,"Added"
"Savitri","Paarthaal Pasi Theerum",1962,"supporting",0,"",No,No,"Added"
"Savitri","Gundamma Katha",1962,"supporting",0,"",No,No,"Added"
"Savitri","Chaduvukunna Ammayilu",1963,"supporting",0,"",No,No,"Added"
"Savitri","Doctor Chakravarthy",1963,"supporting",0,"",No,No,"Exists"
"Savitri","Karpagam",1963,"supporting",0,"",No,No,"Added"
"Savitri","Apne Huye Paraye",1964,"supporting",0,"",No,No,"Added"
"Savitri","Karnan",1964,"supporting",0,"",No,No,"Added"
"Savitri","Ganga Ki Lahren",1964,"supporting",0,"",No,No,"Added"
"Savitri","Kai Koduttha Dheivam",1964,"supporting",0,"",No,No,"Added"
"Savitri","Mooga Manasulu",1964,"supporting",0,"",No,No,"Added"
"Savitri","Pandava Vanavasam",1965,"supporting",0,"",No,No,"Added"
"Savitri","Vallavanukku Vallavan",1965,"supporting",0,"",No,No,"Added"
"Savitri","Thiruvilayadal",1965,"supporting",0,"",No,No,"Added"
"Savitri","Poojaikku Vandha Malar",1965,"supporting",0,"",No,No,"Added"
"Savitri","Ummadi Kutumbam",1967,"supporting",0,"",No,No,"Exists"
"Savitri","Bandhavyalu",1968,"supporting",0,"",No,No,"Added"
"Savitri","Varakatnam",1968,"supporting",0,"",No,No,"Added"
"Savitri","Thalli Prema",1968,"supporting",0,"",No,No,"Added"
"Savitri","Kodalu Diddina Kapuram",1970,"supporting",0,"",No,No,"Exists"
"Savitri","Allude Menalludu",1970,"supporting",0,"",No,No,"Added"
"Savitri","Amma Mata",1972,"supporting",0,"",No,No,"Added"
"Savitri","Chuzhi",1973,"supporting",0,"",No,No,"Added"
"Savitri","Pooja",1975,"supporting",0,"",No,No,"Exists"
"Savitri","Amar Deep",1979,"supporting",0,"",No,No,"Added"
"Savitri","Gorintaku",1979,"supporting",0,"",No,No,"Added"
"Savitri","Punadhirallu",1979,"supporting",0,"",No,No,"Added"
"Savitri","Ashwadhamavu",1979,"supporting",0,"",No,No,"Added"
"Savitri","Varakatnam",2007,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Luck",2009,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Veera Simha Reddy",2023,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Hey Ram",2000,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Hi Nanna",2023,"cameo",0,"",No,No,"Added"
"Shruti Haasan","Once Upon a Warrior",2011,"lead",0,"",No,No,"Added"
"Shruti Haasan","Dil Toh Baccha Hai Ji",2011,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Oh My Friend",2011,"lead",0,"",No,No,"Exists"
"Shruti Haasan","7Aum Arivu",2011,"lead",0,"",No,No,"Added"
"Shruti Haasan","3",2012,"lead",0,"",No,No,"Added"
"Shruti Haasan","Gabbar Singh",2012,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Balupu",2013,"lead",0,"",No,No,"Added"
"Shruti Haasan","D-Day",2013,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Ramaiya Vastavaiya",2013,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Yevadu",2014,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Salaar: Part 1 - Ceasefire",2023,"lead",0,"",No,No,"Added"
"Shruti Haasan","Ramayya Vasthavayya",2013,"lead",0,"",No,No,"Added"
"Shruti Haasan","Race Gurram",2014,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Waltair Veerayya",2023,"lead",0,"",No,No,"Exists"
"Shruti Haasan","The Eye",2023,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Poojai",2014,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Tevar",2015,"cameo",0,"",No,No,"Added"
"Shruti Haasan","Puli",2015,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Gabbar Is Back",2015,"lead",0,"",No,No,"Added"
"Shruti Haasan","Srimanthudu",2015,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Vedalam",2015,"lead",0,"",No,No,"Added"
"Shruti Haasan","Welcome Back",2015,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Aagadu",2014,"cameo",0,"",No,No,"Added"
"Shruti Haasan","Si 3",2017,"lead",0,"",No,No,"Added"
"Shruti Haasan","Rocky Handsome",2016,"lead",0,"",No,No,"Added"
"Shruti Haasan","Premam",2016,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Katamarayudu",2017,"lead",0,"",No,No,"Added"
"Shruti Haasan","Behen Hogi Teri",2017,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Laabam",2021,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Devi",2020,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Yaara",2020,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Putham Pudhu Kaalai",2020,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Vakeel Saab",2021,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Krack",2021,"lead",0,"",No,No,"Exists"
"Shruti Haasan","The Power",2021,"lead",0,"",No,No,"Exists"
"Shruti Haasan","Coolie",2025,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Aakasam Lo Oka Tara",2026,"supporting",0,"",No,No,"Added"
"Shruti Haasan","D Day",2013,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Ramaiya Vasta Vaiya",2013,"supporting",0,"",No,No,"Added"
"Shruti Haasan","Vedhalam",2015,"supporting",0,"",No,No,"Added"
"Shruti Haasan","'Salaar: Part 2 – Shouryanga Parvam",2023,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Sravana Sandhya",1986,"lead",0,"",No,No,"Added"
"Sobhan Babu","Punyavathi",1967,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Kalam Marindi",1972,"lead",0,"",No,No,"Added"
"Sobhan Babu","Jeevana Jyothi",1975,"lead",0,"",No,No,"Added"
"Sobhan Babu","Gorintaku",1979,"lead",0,"",No,No,"Exists"
"Sobhan Babu","Doshi Nirdoshi",1990,"lead",0,"",No,No,"Exists"
"Sobhan Babu","Naa Thammudu",1971,"lead",0,"",No,No,"Added"
"Sobhan Babu","Lava Kusa",1963,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Illali Korikalu",1982,"lead",0,"",No,No,"Exists"
"Sobhan Babu","Evandi Aavida Vachindi",1993,"lead",0,"",No,No,"Exists"
"Sobhan Babu","Iddaru Dongalu",1984,"lead",0,"",No,No,"Added"
"Sobhan Babu","Bangaru Chellelu",1979,"lead",0,"",No,No,"Added"
"Sobhan Babu","Desa Drohulu",1964,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Daiva Balam",1959,"lead",0,"",No,No,"Added"
"Sobhan Babu","Jagath Kantrilu",1971,"lead",0,"",No,No,"Exists"
"Sobhan Babu","Sarpayagam",1991,"lead",0,"",No,No,"Exists"
"Sobhan Babu","Mosagadu",1980,"lead",0,"",No,No,"Exists"
"Sobhan Babu","Ajeyudu",1987,"lead",0,"",No,No,"Added"
"Sobhan Babu","Girija Kalyanam",1990,"lead",0,"",No,No,"Added"
"Sobhan Babu","Swayamvaram",1982,"lead",0,"",No,No,"Added"
"Sobhan Babu","Seetha Rama Kalyanam",1961,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Veerabhimanyu",1965,"lead",0,"",No,No,"Added"
"Sobhan Babu","Sri Krishna Pandaveeyam",1966,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Desa Drohulu",1973,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Paramanandayya Sishyula Katha",1966,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Sri Krishnavataram",1967,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Mahamantri Thimmarusu",1962,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Maayani Mamata",1970,"lead",0,"",No,No,"Added"
"Sobhan Babu","Chandipriya",1980,"lead",0,"",No,No,"Added"
"Sobhan Babu","Desamante Manushuloyi",1970,"lead",0,"",No,No,"Added"
"Sobhan Babu","Narthanasala",1963,"supporting",0,"",No,No,"Added"
"Sobhan Babu","Nindu Hrudayalu",1969,"lead",0,"",No,No,"Added"
"Sobhan Babu","Sampoorna Ramayanam",1972,"lead",0,"",No,No,"Added"
