slug,title_en,year,hero,director,title_te
rushi-2012,"Rushi",2012,"Arvind Krishna","Raj Madiraju",
sarocharu-2012,"Sarocharu",2012,"Ravi Teja","Parasuram starring Ravi Teja and Kajal Aggarwal in the lead roles",
shirdi-sai-2012,"Shirdi Sai",2012,"Akkineni Nagarjuna","K Raghavendra Rao",
siva-manasulo-sruthi-2012,"Siva Manasulo Sruthi",2012,"Sudheer Babu","Tatineni Satya",
sms-2012,"SMS",2012,"Sudheer Babu","Vijaya Bhaskar",
srimannarayana-2012,"Srimannarayana",2012,"Nandamuri Balakrishna","Ravi Chavali",
sudigaadu-2012,"Sudigaadu",2012,"Allari Naresh","Bhimaneni Srinivasa Rao",
sudigadu-2012,"Sudigadu",2012,"Allari Naresh","Bhimaneni Srinivasa Rao",
tuneega-tuneega-2012,"Tuneega Tuneega",2012,"Sumanth Ashwin","M.S. Raju",
uu-kodathara-ulikki-padathara-2012,"Uu Kodathara Ulikki Padathara",2012,"Manchu Manoj","Sekhar Raja",
vennela-1-1-2-2012,"Vennela 1 1/2",2012,"Chaitanya Krishna","Vennela Kishore",
yamaho-yama-in-america-2012,"Yamaho Yama: in America",2012,"Sai Ram Shankar","Y. Jitender",
yamudiki-mogudu-2012,"Yamudiki Mogudu",2012,"Allari Naresh","E Sattibabu",
aakasame-haddu-2011,"Aakasame Haddu",2011,"Navdeep","Ravicharan Reddy",
aha-naa-pellanta-2011,"Aha Naa Pellanta",2011,"Allari Naresh","Veerabhadram",
anaganaga-o-dheerudu-2011,"Anaganaga O Dheerudu",2011,"Siddharth","Prakash Kovelamudi",
babloo-2011,"Babloo",2011,"Varun Sandesh","G. Ravicharan Reddy",
badrinadh-2011,"Badrinadh",2011,"Allu Arjun","V. V. Vinayak",
bejawada-2011,"Bejawada",2011,"Naga Chaitanya Akkineni","Vivek Krishna",
brahmi-gadi-katha-2011,"Brahmi Gadi Katha",2011,"Eeshwar Reddy","Brahmi Gadi Katha",
chattam-2011,"Chattam",2011,"Jagapathi Babu","P.A. Arun Prasad",
cricket-girls-beer-2011,"Cricket Girls & Beer",2011,"Adarsh Balakrishna","Umesh Kumar",
daggaraga-dooranga-2011,"Daggaraga Dooranga",2011,"Sumanth","Ravi Chavali",
dhada-2011,"Dhada",2011,"Naga Chaitanya Akkineni","Ajay Bhuyan",
dongala-mutha-2011,"Dongala Mutha",2011,"Ravi Teja","Ram Gopal Varma",
dushasana-2011,"Dushasana",2011,"Srikanth","Posani Krishna Murali",
gaganam-2011,"Gaganam",2011,"Akkineni Nagarjuna","Radha Mohan",
galli-kurrolu-2011,"Galli Kurrolu",2011,"Naga Varma","Sai Kishore",
golconda-high-school-2011,"Golconda High School",2011,"Sumanth","Mohana Krishna Indraganti",
graduate-2011,"Graduate",2011,"Aslag Guttormsgaard","Kenneth Olaf Hjellum",
its-my-love-story-2011,"It's My Love Story",2011,"Arvind Krishna","Madhura Sridhar Reddy",
jai-bolo-telangana-2011,"Jai Bolo Telangana",2011,"Jagapathi Babu","Nimmala Shankar",
kalabha-mazha-2011,"Kalabha Mazha",2011,"Sreejith Vijay","P. Bhaskaran",
kandireega-2011,"Kandireega",2011,"Brahmanandam","Santosh Srinivas",
karalu-miriyalu-2011,"Karalu Miriyalu",2011,"Sai Kiran","Mohan Prasad",
katha-screenplay-darsakatvam-appalaraju-2011,"Katha Screenplay Darsakatvam Appalaraju",2011,"Sunil Varma","Ram Gopal Varma",
keratam-2011,"Keratam",2011,"Jithesh","Gautham Patnaik",
key-2011,"Key",2011,"Jagapathi Babu","Nagendra Prasad",
kodipunju-2011,"Kodipunju",2011,"Tanish","B. V. V. Choudary",
koffi-bar-2011,"Koffi Bar",2011,"Shashank","Geetha Krishna",
kshetram-2011,"Kshetram",2011,"Jagapathi Babu","T Venugopal",
kudirithe-kappu-coffee-2011,"Kudirithe Kappu Coffee",2011,"Varun Sandesh","Ramana Salwa",
lbw-life-before-wedding-2011,"Lbw: Life Before Wedding",2011,"Abijeet Duddala","Praveen Sattaru",
lokame-kothaga-2011,"Lokame Kothaga",2011,"Navdeep","Bharath",
maaro-2011,"Maaro",2011,"Srinivas","Sidharth",
madatha-kaaja-2011,"Madatha Kaaja",2011,"Allari Naresh","Seetaramaraju Dantuluri",
madatha-kaja-2011,"Madatha Kaja",2011,"Allari Naresh","Sathyam Bellamkonda",
manchivadu-2011,"Manchivadu",2011,"Tanish","Lakshman",
mangala-2011,"Mangala",2011,"Harshavardhan","Osho Tulasi Ram",
marana-porali-2011,"Marana Porali",2011,"Sasikumar","Samuthirakani",
mogudu-2011,"Mogudu",2011,"Shraddha Das","Krishna Vamsi",
money-money-more-money-2011,"Money Money, More Money",2011,"J. D. Chakravarthi","J D Chakravarthy, Gajala, Brahmanandam, Asha Saini",
mugguru-2011,"Mugguru",2011,"Navdeep","V.N. Aditya",
nenu-naa-rakshasi-2011,"Nenu Naa Rakshasi",2011,"Rana Daggubati","Puri Jagannadh",
nitya-pellikoduku-2011,"Nitya Pellikoduku",2011,"Posani Krishna Murali","Murali Krishna",
nuvvila-2011,"Nuvvila",2011,"Yami Gautam Dhar","Ravi Babu",
oh-my-friend-2011,"Oh My Friend",2011,"Siddharth","Venu Sriram",
once-upon-a-warrior-2011,"Once Upon a Warrior",2011,"Siddharth","Prakash Kovelamudi",
panjaa-2011,"Panjaa",2011,"Pawan Kalyan","Vishnuvardhan",
parama-veera-chakra-2011,"Parama Veera Chakra",2011,"Nandamuri Balakrishna","Dasari Narayana Rao",
payanam-2011,"Payanam",2011,"Nagarjuna","Radha Mohan",
poraali-2011,"Poraali",2011,"Allari Naresh","Samuthirakani",
poru-telangana-2011,"Poru Telangana",2011,"R. Narayana Murthy","R. Narayana Murthy",
pranayam-2011,"Pranayam",2011,"Anupam Kher","Blessy",
prema-kavali-2011,"Prema Kavali",2011,"Brahmanandam","K. Vijaya Bhaskar",
priyudu-2011,"Priyudu",2011,"Varun Sandesh","Shravan",
raaj-2011,"Raaj",2011,"Sumanth","V. N. Aditya",
rajanna-2011,"Rajanna",2011,"Akkineni Nagarjuna","V. Vijayendra Prasad",
rakshana-2011,"Rakshana",2011,"Jagapathi Babu","Ramesh Puppala",
sadhurangam-2011,"Sadhurangam",2011,"Srikanth","Karu Pazhaniappan",
sakthi-2011,"Sakthi",2011,"Jr NTR","Meher Ramesh",
sanchalanam-2011,"Sanchalanam",2011,"Kamalakar","Kranthi Kumar",
sangharshana-2011,"Sangharshana",2011,"Sasikumar","Samuthirakani",
seema-tapakai-2011,"Seema Tapakai",2011,"Allari Naresh","G. Nageswara Reddy",
solo-2011,"Solo",2011,"Nara Rohith","Parasuram",
teen-maar-2011,"Teen Maar",2011,"Sonu Sood","Jayanth C. Paranjee",
the-desire-a-journey-of-a-woman-2011,"The Desire: A Journey of a Woman",2011,"Jaya Prada","R Sarath",
thimmaraju-2011,"Thimmaraju",2011,"Sai Kumar","Vijay Krishna",
uppukandam-brothers-back-in-action-2011,"Uppukandam Brothers Back In Action",2011,"Srikanth","T S Suresh Babu",
vaanam-2011,"Vaanam",2011,"Anushka Shetty","Radha Krishna Jagarlamudi",
vankaya-fry-2011,"Vankaya Fry",2011,"Sumit Arora","Chandu",
vara-prasad-potti-prasad-2011,"Vara Prasad Potti Prasad",2011,"Srinivas Avasarala","Satya Varanasi",
vastadu-naa-raju-2011,"Vastadu Naa Raju",2011,"Vishnu Manchu","Hemant Madhukar",
veedu-theda-2011,"Veedu Theda",2011,"Nicole","Chinni Krishna",
veera-2011,"Veera",2011,"Ravi Teja","Ramesh Varma",
venghai-2011,"Venghai",2011,"Tamannaah Bhatia","Hari",
virodhi-2011,"Virodhi",2011,"Srikanth","Neelakanta",
wanted-2011,"Wanted",2011,"Gopichand","B. V. S. Ravi",
yellow-flowers-2011,"Yellow Flowers",2011,"Chaitanya","Mallikharjun",
1940-lo-oka-gramam-2010,"1940 Lo Oka Gramam",2010,"Baladitya","Narasimha Nandi",
aakasa-ramanna-2010,"Aakasa Ramanna",2010,"Rajiv Kanakala","Ashok G.",
aalasyam-amrutam-2010,"Aalasyam Amrutam",2010,"Ananth","Chandra Mahesh",
adurs-2010,"Adurs",2010,"N. T. Rama Rao Jr","V. V. Vinayak",
anaganaga-oka-aranyam-2010,"Anaganaga Oka Aranyam",2010,"Sai Kumar","V.K. Prakash",
andari-bandhuvaya-2010,"Andari Bandhuvaya",2010,"Sharwanand","Chandra Siddhartha",
aunty-uncle-nandagopal-2010,"Aunty Uncle Nandagopal",2010,"Srikanth","Satyam",
baava-2010,"Baava",2010,"Siddharth","Rambubu",
betting-bangaraju-2010,"Betting Bangaraju",2010,"Allari Naresh","E. Sattibabu",
betting-bangarraju-2010,"Betting Bangarraju",2010,"Allari Naresh","E. Sathi Babu",
bhairava-ips-2010,"Bhairava Ips",2010,"Srihari","Polur Ghatikachalam",
bheemili-kabaddi-jattu-2010,"Bheemili Kabaddi Jattu",2010,"Nani","Tatineni Satya",
bindaas-2010,"Bindaas",2010,"Manchu Manoj","Veeru Potla",
brahmalokam-to-yamalokam-via-bhulokam-2010,"Brahmalokam to Yamalokam via Bhulokam",2010,"Rajendra Prasad","Gollapati Nageswara Rao",
broker-2010,"Broker",2010,"Gollapudi Maruti Rao","R. P. Patnaik",
buridi-2010,"Buridi",2010,"Aishwarya Bhaskar","E. V. V. Satyanarayana",
chalaki-2010,"Chalaki",2010,"Sai Ram Shankar","M. Mahadev",
collector-gari-bharya-2010,"Collector Gari Bharya",2010,"Prakash Raj","Tekula Kripakar Reddy",
comedy-express-2010,"Comedy Express",2010,"Kaushal Manda","E. V. V. Satyanarayana",
dasanna-2010,"Dasanna",2010,"Srikanth","D.S. Rao",
don-seenu-2010,"Don Seenu",2010,"Ravi Teja","Gopichand Malineni",
drohi-2010,"Drohi",2010,"Srikanth","Sudha Kongara Prasad",
em-pillo-em-pillado-2010,"Em Pillo Em Pillado",2010,"Tanish","Chowdary",
gaayam-2-2010,"Gaayam 2",2010,"Jagapathi Babu","Praveen Sri",
golimaar-2010,"Golimaar",2010,"Gopichand","Puri Jagannadh",
gudu-gudu-gunjam-2010,"Gudu Gudu Gunjam",2010,"Rajendra Prasad","Veeru Potla",
high-school-2010,"High School",2010,"Ram","Narasimha Nandi",
inkosaari-2010,"Inkosaari",2010,"Raja","Suman Pathuri",
inkosari-2010,"Inkosari",2010,"Raja","Suman Pathuri",
jhummandi-naadam-2010,"Jhummandi Naadam",2010,"Manchu Manoj","K. Raghavendra Rao",
joy-2010,"Joy",2010,"Dragan Bakema","Mijke de Jong",
kalavar-king-2010,"Kalavar King",2010,"Baladitya","Lakshman",
kaluva-2010,"Kaluva",2010,"Sumanth","Balaji Sakthivel",
kalyan-ram-kathi-2010,"Kalyan Ram Kathi",2010,"Nandamuri Kalyan Ram","Mallikarjun",
kalyanram-kathi-2010,"Kalyanram Kathi",2010,"Brahmanandam","Mallikarjun",
karma-2010,"Karma",2010,"Adivi Sesh","Adivi Sesh",
kathi-kanta-rao-2010,"Kathi Kanta Rao",2010,"Allari Naresh","E. V. V. Satyanarayana",
kathi-kantha-rao-2010,"Kathi Kantha Rao",2010,"Allari Naresh","E V V Satyanarayana",
kedi-2010,"Kedi",2010,"Akkineni Nagarjuna","Kiran Kumar",
komaram-bheem-2010,"Komaram Bheem",2010,"Bhoopal Reddy","Allani Sridhar",
komaram-puli-2010,"Komaram Puli",2010,"Pawan Kalyan","S.J. Surya",
kothi-mooka-2010,"Kothi Mooka",2010,"Shraddha Arya","Amanchi Venkata Subrahmanyam",
leader-2010,"Leader",2010,"Rana Daggubati","Wataru Oku",
maa-annayya-bangaram-2010,"Maa Annayya Bangaram",2010,"Rajasekhar","Jonnalagadda S.",
maa-nanna-chiranjeevi-2010,"Maa Nanna Chiranjeevi",2010,"Jagapathi Babu","Arun Prasad",
madhanudu-2010,"Madhanudu",2010,"Sunil","B. V. Ramana",
manasara-2010,"Manasara...",2010,"Vikram","Ravi Babu",
maro-charitra-2010,"Maro Charitra",2010,"Varun Sandesh","Ravi Yadav",
mouna-ragam-2010,"Mouna Ragam",2010,"Tanish","Vijay Balaji",
my-name-is-amrutha-2010,"My Name Is Amrutha",2010,"Bhanuchander","Venkat Gouni",
nagavalli-2010,"Nagavalli",2010,"Daggubati Venkatesh","P. Vasu",
namo-venkatesa-2010,"Namo Venkatesa",2010,"Ali","Srinu Vaitla",
neninthe-2010,"Neninthe",2010,"Ravi Teja","Puri Jagannadh",
om-shanti-2010,"Om Shanti",2010,"Navdeep","Prakash Dantuluri",
panchakshari-2010,"Panchakshari",2010,"Brahmanandam","V. Samudra",
police-police-2010,"Police Police",2010,"Sriram","Manmohan",
prasthanam-2010,"Prasthanam",2010,"Sharwanand","Deva Katta",
prema-rajyam-2010,"Prema Rajyam",2010,"Ramkiran","Moolapati",
puli-2010,"Puli",2010,"Pawan Kalyan","S.J. Surya",
ragada-2010,"Ragada",2010,"Akkineni Nagarjuna","Veeru Potla",
raghavendra-2010,"Raghavendra",2010,"Prabhas","Suresh Krishna",
rakta-charitra-2010,"Rakta Charitra",2010,"Vivek Oberoi","Ram Gopal Varma",
rakta-charitra-2-2010,"Rakta Charitra 2",2010,"Rgv Film Factory","Vivek Oberoi, Sudeep, Radhika Apte",
rama-rama-krishna-krishna-2010,"Rama Rama Krishna Krishna",2010,"Ram Pothineni","Sriwass",
rambabu-gadi-pellam-2010,"Rambabu Gadi Pellam",2010,"Allari Naresh","Kapuganti Rajendra",
ramdev-2010,"Ramdev",2010,"Abbas, Jai Akash","SK Basheed",
ranga-the-donga-2010,"Ranga the Donga",2010,"Srikanth","G V Sudhakar Naidu",
rasikkum-seemane-2010,"Rasikkum Seemane",2010,"Srikanth","RK Vidhyaadharan",
sadhyam-2010,"Sadhyam",2010,"Jagapathi Babu","Karri Balaji",
sandadi-2010,"Sandadi",2010,"Raja","Jagadish",
saradaga-kasepu-2010,"Saradaga Kasepu",2010,"Allari Naresh","Vamsi",
seeta-ramula-kalyanam-lankalo-2010,"Seeta Ramula Kalyanam Lankalo",2010,"Nithiin","Eeshwar",
shambo-shiva-shambo-2010,"Shambo Shiva Shambo",2010,"Ravi Teja","Samuthirakani",
shubhapradam-2010,"Shubhapradam",2010,"Allari Naresh","K. Viswanath",
shubhapradham-2010,"Shubhapradham",2010,"Allari Naresh","K. Viswanath",
srimathi-kalyanam-2010,"Srimathi Kalyanam",2010,"Vadde Naveen","Sivalenka Krishna Prasad",
subhapradam-2010,"Subhapradam",2010,"Allari Naresh","K. Viswanath",
sye-aata-2010,"Sye Aata",2010,"Ajay","K.R.K. Pavan",
taj-mahal-2010,"Taj Mahal",2010,"Sivaji","Arjun",
thakita-thakita-2010,"Thakita Thakita",2010,"Harshvardhan Rane","Sreehari Nanu",
the-desire-2010,"The Desire",2010,"Zsolt László","József Pacskovszky",
thillalangadi-2010,"Thillalangadi",2010,"Tamannaah Bhatia","Mohan Raja",
tik-tik-tik-2010,"Tik Tik Tik",2010,"Yuvan","G. Murali",
udatha-udatha-ooch-2010,"Udatha Udatha Ooch",2010,"Chitram Seenu","Murali Ganesh",
varudu-2010,"Varudu",2010,"Allu Arjun","Gunasekhar",
veera-telangana-2010,"Veera Telangana",2010,"R. Narayana Murthy","R. Narayana Murthy",
yemaindi-ee-vela-2010,"Yemaindi Ee Vela",2010,"Varun Sandesh","Sampath Nandi",
young-india-2010,"Young India",2010,"Sandeep, Arvind","Dasari Narayana Rao",
