"Actor","Wikipedia Title","Wikipedia Year","Role","Verification Status","DB Title (EN)","DB Title (TE)","DB Year","Match Score","DB Movie ID","Action Required"
"latha","Andala Ramudu","1973","Actor (Supporting)","✓ EXISTS","Andala Ramudu","ానడాలా రాముడు","1973","100","162a355b-2e51-4dfb-9aab-b23933f83c0b","Add latha to cast/crew"
"latha","Nippulanti Manishi","1974","Actor (Supporting)","✓ EXISTS","Nippulanti Manishi","నిపపులానటి మనిషి","1974","100","b56c96c0-5938-429d-86e3-b92cc71722f2","Add latha to cast/crew"
"latha","Magaadu","1976","Actor (Supporting)","✓ EXISTS","Magaadu","ఒక్క మగాడు","1976","100","79b3792a-22fb-44cd-9139-1a15fa091779","Add latha to cast/crew"
"latha","Kurukshetram","1977","Actor (Supporting)","✓ EXISTS","Kurukshetram","కురుకసహెటరామ","1977","100","704edb69-90f9-4d4f-a61e-ea105e06e853","Add latha to cast/crew"
"latha","Kumara Raja","1978","Actor (Supporting)","✓ EXISTS","Kumara Raja","కుమారా రాజా","1978","100","72d3754b-c76d-48f3-baec-637f0f29a895","Add latha to cast/crew"
"latha","Aayiram Jenmangal","1978","Actor (Supporting)","✓ EXISTS","Aayiram Jenmangal","ాాయిరామ జెనమానగాల","1978","100","9ef2cbb8-46ef-497e-96c4-222c199a1535","Add latha to cast/crew"
"latha","Andadu Aagadu","1979","Actor (Supporting)","✓ EXISTS","Andadu Aagadu","అండ్undefined ాాగాడు","1979","100","2aa5e58d-bd9e-49a1-893a-fb8afbd397f3","Add latha to cast/crew"
"latha","Srungara Ramudu","1979","Actor (Supporting)","✓ EXISTS","Srungara Ramudu","సరునగారా రాముడు","1979","100","83d4374e-bed4-40fb-a575-7e4002541ab3","Add latha to cast/crew"
"latha","Pancha Bhoothalu","1979","Actor (Supporting)","✓ EXISTS","Pancha Bhoothalu","పానకహా బహోోటహాలు","1979","100","e70f5bb2-4c8b-4349-a6ab-5f93b5331c12","Add latha to cast/crew"
"latha","Love in Singapore","1980","Actor (Supporting)","✓ EXISTS","Love In Singapore","లవ్ ిన సినగాపోరె","1980","100","276cc383-03c2-4001-b1fa-6b16f3dcd07a","Add latha to cast/crew"
"latha","Love in Singapore","1980","Actor (Supporting)","✓ EXISTS","Love In Singapore","లవ్ ిన సినగాపోరె","1980","100","276cc383-03c2-4001-b1fa-6b16f3dcd07a","Add latha to cast/crew"
"madhavi","Thoorpu Padamara","1976","Actor (Supporting)","✓ EXISTS","Thoorpu Padamara","తూర్పు పడమర","1976","100","20d54d69-7eb6-4a50-93e3-8ec84c6a8205","Add madhavi to cast/crew"
"madhavi","Amara Deepam","1977","Actor (Supporting)","✓ EXISTS","Amara Deepam","ామారా డెెపామ","1977","100","2e301f33-e0c6-4869-9c68-f5df57d93e8f","Add madhavi to cast/crew"
"madhavi","Iddaru Asadhyule","1979","Actor (Supporting)","✓ EXISTS","Iddaru Asadhyule","ఇద్దరు ాసాడహయులె","1979","100","20e59aa7-a5c9-477e-bc9b-2ae946def935","Add madhavi to cast/crew"
"madhavi","Agni Sanskaram","1980","Actor (Supporting)","✓ EXISTS","Agni Samskaram","అగ్ని సామసకారామ","1980","92","2da04073-cedc-4de1-8c81-9e00ac0adc95","Add madhavi to cast/crew"
"madhavi","Intlo Ramayya Veedilo Krishnayya","1982","Actor (Supporting)","✓ EXISTS","Intlo Ramayya Veedhilo Krishnayya","ఇంట్లో రామాయయా వెెడహిలో కరిసహనాయయా","1982","96","32ce5be3-665e-4e1f-b7ac-9c07f8e57ffb","Add madhavi to cast/crew"
"madhavi","Big Boss","1995","Actor (Supporting)","✓ EXISTS","Big Boss","బిగ్ బోసస","1995","100","83f26a10-59e9-4366-92b5-4980dc7ff428","Add madhavi to cast/crew"
"madhavi","Andha Kanoon","1983","Actor (Supporting)","✓ EXISTS","Andhaa Kaanoon","","1983","85","6fb9e33a-495c-4244-9df1-7c001592f28f","Add madhavi to cast/crew"
"madhavi","Geraftaar","1985","Actor (Supporting)","✓ EXISTS","Geraftaar","","1985","100","9c1e8fee-6054-49a9-9680-6b730eea3d35","Add madhavi to cast/crew"
"madhavi","Paraya Ghar","1989","Actor (Supporting)","✓ EXISTS","Paraya Ghar","","1989","100","688efd66-5e24-4a35-8410-50f4519988eb","Add madhavi to cast/crew"
"madhavi","Agneepath","1990","Actor (Supporting)","✓ EXISTS","Agneepath","","1990","100","da14f94c-db47-4063-8e49-730ef87a9f10","Add madhavi to cast/crew"
"mohan babu","Alluri Seetarama Raju","1974","Actor (Supporting)","✓ EXISTS","Alluri Seetarama Raju","ాలలురి సెెటారామా రాజు","1974","100","40ef5083-636f-47ed-834d-21188a41222d","Add mohan babu to cast/crew"
"mohan babu","Swargam Narakam","1975","Actor (Supporting)","✓ EXISTS","Swargam Narakam","సవారగామ నారాకామ","1975","100","cd0d15a6-36fb-4f81-9c65-654d392a87a3","Add mohan babu to cast/crew"
"mohan babu","Shri Rama Bantu","1979","Actor (Supporting)","✓ EXISTS","Shri Rama Bantu","సహరి రామ బానటు","1979","100","df549993-f861-45e5-a3e4-4e113e343276","Add mohan babu to cast/crew"
"mohan babu","Kottapeta Rowdy","1980","Actor (Supporting)","✓ EXISTS","Kottapeta Rowdy","కోటటాపెటా రౌడీ","1980","100","a1c8a8c8-e5f4-41bb-a4f0-bc3faab09e5e","Add mohan babu to cast/crew"
"mohan babu","Kirayi Rowdylu","1981","Actor (Supporting)","✓ EXISTS","Kirayi Rowdylu","కిరాయి రౌడీలు","1981","100","61b5e968-f1c0-4171-8f1a-c4f3cca66f50","Add mohan babu to cast/crew"
"mohan babu","Srinivasa Kalyanam","1987","Actor (Supporting)","✓ EXISTS","Srinivasa Kalyanam","సరినివాసా కల్యాణం","1987","100","6eebe2f5-1979-4074-9013-70e7b9e76b01","Add mohan babu to cast/crew"
"mohan babu","Lankeswarudu","1989","Actor (Supporting)","✓ EXISTS","Lankeswarudu","లానకెసవారుడు","1989","100","deb456fb-0883-4a09-82c5-c66ed3287bf2","Add mohan babu to cast/crew"
"mohan babu","Kodama Simham","1990","Actor (Supporting)","✓ EXISTS","Kodama Simham","కొదమ సింహం","1990","100","f9bba0dc-ab55-49ea-b75b-afaab5165f63","Add mohan babu to cast/crew"
"mohan babu","Rowdy Gari Pellam","1991","Also producer","✓ EXISTS","Rowdy Gari Pellam","రౌడీ గారి పెళ్ళాం","1991","100","9b92b0a3-0f2a-45f0-84f3-8c8229f9d689","Add mohan babu to cast/crew"
"mohan babu","Adirindi Alludu","1996","Actor (Supporting)","✓ EXISTS","Adirindi Alludu","ాడిరినడి అల్లుడు","1996","100","c513fda3-dc31-4c75-b54a-87f2ddcbbe15","Add mohan babu to cast/crew"
"mohan babu","Raayudu","1998","Actor (Supporting)","✓ EXISTS","Raayudu","రాాయుడు","1998","100","c88f9772-0b49-4df2-a064-ba163ed6c5d9","Add mohan babu to cast/crew"
"mohan babu","Sri Ramulayya","1999","Actor (Supporting)","✓ EXISTS","Sri Ramulayya","శ్రీ రాములాయయా","1999","100","25df181a-7aa9-46bd-a42b-47e24fadcf14","Add mohan babu to cast/crew"
"mohan babu","Postman","2000","Actor (Supporting)","✓ EXISTS","Postman","పోసటమాన","2000","100","77233c6a-2498-460f-98d0-3c19d6875240","Add mohan babu to cast/crew"
"mohan babu","Adhipathi","2001","Actor (Supporting)","✓ EXISTS","Adhipathi","ాడహిపాటహి","2001","100","88bc0ad8-1789-44ea-a5d2-001f812af486","Add mohan babu to cast/crew"
"mohan babu","Tappu Chesi Pappu Koodu","2002","Also producerAlso sang a song: """"Intannadantannade Gangaraju"" (Supporting)","✓ EXISTS","Tappu Chesi Pappu Koodu","టాపపు కహెసి పాపపు కోోడు","2002","100","c4832e03-f173-45f1-94e0-47ce85d6ba80","Add mohan babu to cast/crew"
"mohan babu","Suryam","2004","Also producerSpecial appearance (Supporting)","✓ EXISTS","Suryam","సురయామ","2004","100","d0669561-43c3-4a61-acb8-15b049cf5a6b","Add mohan babu to cast/crew"
"mohan babu","Game","2006","Actor (Supporting)","✓ EXISTS","Game","గేమ్","2006","100","959ecbb8-fd67-486e-9bcd-88871f2a407c","Add mohan babu to cast/crew"
"mohan babu","Yamadonga","2007","Actor (Supporting)","✓ EXISTS","Yamadonga","యమదొంగ","2007","100","4648b2bd-4872-4470-958f-e646296f5b1b","Add mohan babu to cast/crew"
"mohan babu","Pandurangadu","2008","Actor (Supporting)","✓ EXISTS","Pandurangadu","పానడురానగాడు","2008","100","a8560dc2-450a-4669-a7f9-a25aaa3384ae","Add mohan babu to cast/crew"
"mohan babu","Jhummandi Naadam","2010","Actor (Supporting)","✓ EXISTS","Jhummandi Naadam","జహుమమానడి నాాడామ","2010","100","ce52a896-7006-4230-9efc-b932c7304787","Add mohan babu to cast/crew"
"mohan babu","Jagadguru Adi Shankara","2013","Actor (Supporting)","✓ EXISTS","Jagadguru Adi Shankara","జాగాడగురు అది సహానకారా","2013","100","71ae0f23-62ca-472a-9215-ce85d1d0841a","Add mohan babu to cast/crew"
"mohan babu","Pandavulu Pandavulu Tummeda","2014","Actor (Supporting)","✓ EXISTS","Pandavulu Pandavulu Tummeda","పానడావులు పానడావులు టుమమెడా","2014","100","57f88672-024d-4e34-b575-1fea135d96a7","Add mohan babu to cast/crew"
"mohan babu","Mama Manchu Alludu Kanchu","2015","Actor (Supporting)","✓ EXISTS","Mama Manchu Alludu Kanchu","మామా మానకహు అల్లుడు కానకహు","2015","100","26e8f6de-3a09-4bae-97aa-c5499142fd76","Add mohan babu to cast/crew"
"mohan babu","Luckunnodu","2017","Actor (Supporting)","✓ EXISTS","Luckunnodu","లుకకుననోడు","2017","100","8224e268-60a7-41a4-88ed-0633596c046c","Add mohan babu to cast/crew"
"mohan babu","Shaakuntalam","2023","Actor (Supporting)","✓ EXISTS","Shaakuntalam","శాకుంతలం","2023","100","80cd6a4a-ba90-48a3-ae4e-1c0060f259ef","Add mohan babu to cast/crew"
"mohan babu","Kannappa","2025","Also producer &amp; Special appearance&#91;10&#93;","✓ EXISTS","Kannappa","కన్నప్ప","2025","100","eb082268-e3bc-4fd3-856d-223803ff01c5","Add mohan babu to cast/crew"
"n.t. rama rao","Seetharama Kalyanam","1961","Actor (Supporting)","✓ EXISTS","Seetha Rama Kalyanam","సెెటహా రామ కల్యాణం","1961","95","45a8eb36-c0d7-4d64-baec-c178a77737dd","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Gulebakavali Katha","1962","Actor (Supporting)","✓ EXISTS","Gulebakavali Katha","గులెబాకావాలి కథ","1962","100","c78ffe87-4ab5-4d13-a7e0-d7abef4e1280","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Sri Krishna Pandaveeyam","1966","Actor (Supporting)","✓ EXISTS","Sri Krishna Pandaveeyam","శ్రీ కృష్ణ పానడావెెయామ","1966","100","2eb37c6e-17ba-4594-a0c3-9e76e66a986b","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Ummadi Kutumbam","1967","Actor (Supporting)","✓ EXISTS","Ummadi Kutumbam","ుమమాడి కుటుమబామ","1967","100","4d6f219c-354d-4260-b3fe-6434d32680de","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Varakatnam","1969","Actor (Supporting)","✓ EXISTS","Varakatnam","వారాకాటనామ","1969","100","2d97f41a-b367-4705-b93b-eb769e06d86d","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Kodalu Diddina Kapuram","1970","Actor (Supporting)","✓ EXISTS","Kodalu Diddina Kapuram","కోడలు డిడడినా కాపురామ","1970","100","6282cf55-7c86-40d8-8d6e-1f9494d8cce6","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Kannan Karunai","1971","Actor (Supporting)","✓ EXISTS","Kannan Karunai","","1971","100","c8aac18d-6c0b-4d9c-90aa-6d1e2422bf87","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Kula Gowravam","1972","Actor (Supporting)","✓ EXISTS","Kula Gowravam","కులా గోవరావామ","1972","100","f22f476e-ca78-46ce-b3d9-9d2f3d4672cb","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Tatamma Kala","1974","Actor (Supporting)","✓ EXISTS","Tatamma Kala","టాటామమా కాలా","1974","100","9d91a5fc-35a5-4ae3-a2bb-a9ba4d546742","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Daana Veera Soora Karna","1977","Actor (Supporting)","✓ EXISTS","Daana Veera Soora Karna","దాన వీర శూర కర్ణ","1977","100","e13ffedf-c47b-4143-8de7-d678ad19db89","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Chanakya Chandragupta","1977","Actor (Supporting)","✓ EXISTS","Chanakya Chandragupta","కహానాకయా కహానడరాగుపటా","1977","100","3a55173b-a360-46d7-ac2e-c7233a82e626","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Akbar Salim Anarkali","1978","Actor (Supporting)","✓ EXISTS","Akbar Saleem Anarkali","ాకబార సాలెెమ ానారకాలి","1978","90","9807a152-23e5-4c40-9dae-53b618c2fa26","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Sri Rama Pattabhishekam","1978","Actor (Supporting)","✓ EXISTS","Sri Rama Pattabhishekam","శ్రీ రామ పాటటాబహిసహెకామ","1978","100","9c9f1ec9-897a-43d4-aafe-e7453a7ee094","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Sri Madvirata Parvam","1979","Actor (Supporting)","✓ EXISTS","Sri Madvirata Parvam","శ్రీ మాడవిరాటా పారవామ","1979","100","c313175a-918f-4739-81b2-333ee4aa3859","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Sri Tirupati Venkateswara Kalyanam","1979","Actor (Supporting)","✓ EXISTS","Sri Tirupati Venkateswara Kalyanam","శ్రీ టిరుపాటి వెంకటేశ్వర కల్యాణం","1979","100","c3e78b2b-ba79-4c48-a431-a6bb5a7b37ce","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Chanda Sasanudu","1983","Actor (Supporting)","✓ EXISTS","Chanda Sasanudu","కహానడా సాసానుడు","1983","100","af97dc31-c78c-4da7-bd70-935fef558c2c","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Srimadvirat Veerabrahmendra Swami Charitra","1984","Actor (Supporting)","✓ EXISTS","Srimadvirat Veerabrahmendra Swami Charitra","సరిమాడవిరాట వెెరాబరాహమెనడరా స్వామి చరిత్ర","1984","100","ae9cabcc-9f3a-4557-9743-f67589ba7376","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Brahmarshi Viswamitra","1991","Actor (Supporting)","✓ EXISTS","Brahmarshi Vishwamitra","బరాహమారసహి విసహవామిటరా","1991","95","ea904a06-7785-4118-bd05-0273a1ae9dc5","Add n.t. rama rao to cast/crew"
"n.t. rama rao","Samrat Ashoka","1992","Actor (Supporting)","✓ EXISTS","Samrat Ashoka","సామరాట ాసహోకా","1992","100","54462014-98a5-4c37-9bac-8aaccd871c65","Add n.t. rama rao to cast/crew"
"pawan kalyan","Akkada Ammayi Ikkada Abbayi","1996","Actor (Supporting)","✓ EXISTS","Akkada Ammayi Ikkada Abbayi","అక్కడ అమ్మాయి ఇక్కడ ాబబాయి","1996","100","900ea4f8-9542-417d-aacf-86c6731c01c4","Add pawan kalyan to cast/crew"
"pawan kalyan","Gokulamlo Seeta","1997","Actor (Supporting)","✓ EXISTS","Gokulamlo Seetha","గోకులామలో సెెటహా","1997","93","a88d93b2-6efc-4948-83cc-20aefc0c1caf","Add pawan kalyan to cast/crew"
"pawan kalyan","Suswagatham","1998","Actor (Supporting)","✓ EXISTS","Suswagatham","సుస్వాగతం","1998","100","992a60ef-0efd-4c60-ad2a-cb0c324db84d","Add pawan kalyan to cast/crew"
"pawan kalyan","Thammudu","1999","Actor (Supporting)","✓ EXISTS","Thammudu","టహామముడు","1999","100","08943c98-51aa-456f-910f-ecc7e12a005f","Add pawan kalyan to cast/crew"
"pawan kalyan","Badri","2000","Actor (Supporting)","✓ EXISTS","Badri","బద్రి","2000","100","ca2f3e1a-960a-4c41-806c-3c6390d4c708","Add pawan kalyan to cast/crew"
"pawan kalyan","Kushi","2001","Actor (Supporting)","✓ EXISTS","Kushi","ఖుషీ","2001","100","882aed35-fcfe-47ec-8a51-cd55066c23ae","Add pawan kalyan to cast/crew"
"pawan kalyan","Johnny","2003","Actor (Supporting)","✓ EXISTS","Johnny","జోహననయ","2003","100","76c549b3-06eb-43f7-b455-906405d170e9","Add pawan kalyan to cast/crew"
"pawan kalyan","Gudumba Shankar","2004","Actor (Supporting)","✓ EXISTS","Gudumba Shankar","గుడుమబా సహానకార","2004","100","f3d28d2f-7231-462e-aaf6-a12aeecae68a","Add pawan kalyan to cast/crew"
"pawan kalyan","Balu","2005","Actor (Supporting)","✓ EXISTS","Balu","బాలు","2005","100","7c99ccbf-6c7d-4c1c-a110-b7a88146f1cf","Add pawan kalyan to cast/crew"
"pawan kalyan","Bangaram","2006","Actor (Supporting)","✓ EXISTS","Bangaram","బంగారం","2006","100","8414663a-aaa9-441d-a350-e82954e639ac","Add pawan kalyan to cast/crew"
"pawan kalyan","Shankar Dada Zindabad","2007","Cameo appearance (Cameo)","✓ EXISTS","Shankar Dada Zindabad","సహానకార డాడా జినడాబాడ","2007","100","19e67d12-291b-4ba3-82ab-8d592a5a220b","Add pawan kalyan to cast/crew"
"pawan kalyan","Jalsa","2008","Actor (Supporting)","✓ EXISTS","Jalsa","జల్సా","2008","100","5dff0417-b0c0-48af-85ee-097ffd3aa432","Add pawan kalyan to cast/crew"
"pawan kalyan","Teen Maar","2011","Actor (Supporting)","✓ EXISTS","Teen Maar","టెెన మాార","2011","100","e2f5ba02-740e-4b3c-9ef3-f678bc8ddcb1","Add pawan kalyan to cast/crew"
"pawan kalyan","Gabbar Singh","2012","Actor (Supporting)","✓ EXISTS","Gabbar Singh","గబ్బర్ సింగ్","2012","100","1d00e512-b688-4300-add9-86554a49ca91","Add pawan kalyan to cast/crew"
"pawan kalyan","Attarintiki Daredi","2013","Actor (Supporting)","✓ EXISTS","Atharintiki Daaredi","ాటహారినటికి డాారెడి","2013","89","e340b679-da05-4adf-bcf2-fda5502574b3","Add pawan kalyan to cast/crew"
"pawan kalyan","Gopala Gopala","2015","Actor (Supporting)","✓ EXISTS","Gopala Gopala","గోపాల గోపాల","2015","100","4bd89cc9-1ad0-44fc-8a42-69ebc4a2fd5a","Add pawan kalyan to cast/crew"
"pawan kalyan","Sardaar Gabbar Singh","2016","Actor (Supporting)","✓ EXISTS","Sardar Gabbar Singh","సారడార గాబబార సినగహ","2016","95","d45166d6-8c93-455a-b425-6ee67a496ecb","Add pawan kalyan to cast/crew"
"pawan kalyan","Katamarayudu","2017","Actor (Supporting)","✓ EXISTS","Katamarayudu","కాటామారాయుడు","2017","100","3e3e5391-a219-491d-8085-d49e1811f131","Add pawan kalyan to cast/crew"
"pawan kalyan","Agnyaathavaasi","2018","Actor (Supporting)","✓ EXISTS","Agnyaathavaasi","అజ్ఞాతవాసి","2018","100","ec2d15d3-fafd-4b1f-8c7b-7e46cfb32e84","Add pawan kalyan to cast/crew"
"pawan kalyan","Vakeel Saab","2021","Actor (Supporting)","✓ EXISTS","Vakeel Saab","వకీల్ సాబ్","2021","100","7686e9fe-1aba-4ec1-af7e-eaed0d72c19b","Add pawan kalyan to cast/crew"
"pawan kalyan","Bheemla Nayak","2022","Actor (Supporting)","✓ EXISTS","Bheemla Nayak","భీమ్లా నాయక్","2022","100","341937e5-04fc-4158-a266-19bb1df402cf","Add pawan kalyan to cast/crew"
"pawan kalyan","Johnny","2003","Actor (Supporting)","✓ EXISTS","Johnny","జోహననయ","2003","100","76c549b3-06eb-43f7-b455-906405d170e9","Add pawan kalyan to cast/crew"
"pawan kalyan","Gudumba Shankar","2004","Actor (Supporting)","✓ EXISTS","Gudumba Shankar","గుడుమబా సహానకార","2004","100","f3d28d2f-7231-462e-aaf6-a12aeecae68a","Add pawan kalyan to cast/crew"
"pawan kalyan","Sardaar Gabbar Singh","2016","Actor (Supporting)","✓ EXISTS","Sardar Gabbar Singh","సారడార గాబబార సినగహ","2016","95","d45166d6-8c93-455a-b425-6ee67a496ecb","Add pawan kalyan to cast/crew"
"pawan kalyan","Chal Mohan Ranga","2018","Actor (Supporting)","✓ EXISTS","Chal Mohan Ranga","చల్ మోహన్ రంగ","2018","100","d31357d8-a6af-4a58-94ec-c69eaf9251d6","Add pawan kalyan to cast/crew"
"pawan kalyan","Thammudu","1999","Actor (Supporting)","✓ EXISTS","Thammudu","టహామముడు","1999","100","08943c98-51aa-456f-910f-ecc7e12a005f","Add pawan kalyan to cast/crew"
"pawan kalyan","Badri","2000","Actor (Supporting)","✓ EXISTS","Badri","బద్రి","2000","100","ca2f3e1a-960a-4c41-806c-3c6390d4c708","Add pawan kalyan to cast/crew"
"pawan kalyan","Kushi","2001","Actor (Supporting)","✓ EXISTS","Kushi","ఖుషీ","2001","100","882aed35-fcfe-47ec-8a51-cd55066c23ae","Add pawan kalyan to cast/crew"
"pawan kalyan","Gudumba Shankar","2004","Actor (Supporting)","✓ EXISTS","Gudumba Shankar","గుడుమబా సహానకార","2004","100","f3d28d2f-7231-462e-aaf6-a12aeecae68a","Add pawan kalyan to cast/crew"
"pawan kalyan","Sardaar Gabbar Singh","2016","Actor (Supporting)","✓ EXISTS","Sardar Gabbar Singh","సారడార గాబబార సినగహ","2016","95","d45166d6-8c93-455a-b425-6ee67a496ecb","Add pawan kalyan to cast/crew"
"pawan kalyan","Agnyaathavaasi","2018","Actor (Supporting)","✓ EXISTS","Agnyaathavaasi","అజ్ఞాతవాసి","2018","100","ec2d15d3-fafd-4b1f-8c7b-7e46cfb32e84","Add pawan kalyan to cast/crew"
"pawan kalyan","Sye Raa Narasimha Reddy","2019","Actor (Supporting)","✓ EXISTS","Sye Raa Narasimha Reddy","సైరా నరసింహారెడ్డి","2019","100","b9e7a12e-cf10-4fec-afe5-584fe19b7077","Add pawan kalyan to cast/crew"
"pawan kalyan","Kushi","2001","Actor (Supporting)","✓ EXISTS","Kushi","ఖుషీ","2001","100","882aed35-fcfe-47ec-8a51-cd55066c23ae","Add pawan kalyan to cast/crew"
"pawan kalyan","Gudumba Shankar","2004","Actor (Supporting)","✓ EXISTS","Gudumba Shankar","గుడుమబా సహానకార","2004","100","f3d28d2f-7231-462e-aaf6-a12aeecae68a","Add pawan kalyan to cast/crew"
"pawan kalyan","Panjaa","2011","Actor (Supporting)","✓ EXISTS","Panjaa","పానజాా","2011","100","c06aa00b-8b63-4232-9185-f2ff8c3c19df","Add pawan kalyan to cast/crew"
"pawan kalyan","Thammudu","1999","Actor (Supporting)","✓ EXISTS","Thammudu","టహామముడు","1999","100","08943c98-51aa-456f-910f-ecc7e12a005f","Add pawan kalyan to cast/crew"
"pawan kalyan","Kushi","2001","Actor (Supporting)","✓ EXISTS","Kushi","ఖుషీ","2001","100","882aed35-fcfe-47ec-8a51-cd55066c23ae","Add pawan kalyan to cast/crew"
"pawan kalyan","Johnny","2003","Actor (Supporting)","✓ EXISTS","Johnny","జోహననయ","2003","100","76c549b3-06eb-43f7-b455-906405d170e9","Add pawan kalyan to cast/crew"
"pawan kalyan","Gudumba Shankar","2004","Actor (Supporting)","✓ EXISTS","Gudumba Shankar","గుడుమబా సహానకార","2004","100","f3d28d2f-7231-462e-aaf6-a12aeecae68a","Add pawan kalyan to cast/crew"
"pawan kalyan","Panjaa","2011","Actor (Supporting)","✓ EXISTS","Panjaa","పానజాా","2011","100","c06aa00b-8b63-4232-9185-f2ff8c3c19df","Add pawan kalyan to cast/crew"
"pawan kalyan","Attarintiki Daredi","2013","Actor (Supporting)","✓ EXISTS","Atharintiki Daaredi","ాటహారినటికి డాారెడి","2013","89","e340b679-da05-4adf-bcf2-fda5502574b3","Add pawan kalyan to cast/crew"
"pawan kalyan","Agnyaathavaasi","2018","Actor (Supporting)","✓ EXISTS","Agnyaathavaasi","అజ్ఞాతవాసి","2018","100","ec2d15d3-fafd-4b1f-8c7b-7e46cfb32e84","Add pawan kalyan to cast/crew"
"pawan kalyan","Hari Hara Veera Mallu: Part 1 – Sword vs Spirit","2025","Actor (Supporting)","✓ EXISTS","Hari Hara Veera Mallu: Part 1 – Sword vs Spirit","హరి హర వీర మల్లు: పార్ట్ 1","2025","100","061e48a7-85c5-4bd9-af6c-afc7da7a0f4e","Add pawan kalyan to cast/crew"
"prabhu deva","Mouna Raagam","1986","Actor (Supporting)","✓ EXISTS","Mouna Raagam","","1986","100","6a9fc918-268d-44c6-9cd2-6dfc5c82d345","Add prabhu deva to cast/crew"
"prakash raj","Sneham Kosam","1999","Actor (Supporting)","✓ EXISTS","Sneham Kosam","సనెహామ కోసం","1999","100","eb064580-1df0-4771-b23c-72543235cc17","Add prakash raj to cast/crew"
"prakash raj","Sammakka Sarakka","2000","Actor (Supporting)","✓ EXISTS","Sammakka Sarakka","సామమాకకా సారాకకా","2000","100","f40ddc1a-40fb-4c87-a5c1-e08dee08c9e6","Add prakash raj to cast/crew"
"prakash raj","Mrugaraju","2001","Actor (Supporting)","✓ EXISTS","Mrugaraju","మరుగారాజు","2001","100","63f34908-9170-46cc-8545-feb7c2858d7f","Add prakash raj to cast/crew"
"prakash raj","Premaku Swagatam","2002","Actor (Supporting)","✓ EXISTS","Premaku Swagatham","ప్రేమకు స్వాగతం","2002","94","bce426b2-bdf4-456c-af6b-0d28d653b1c9","Add prakash raj to cast/crew"
"prakash raj","Chokka Thangam","2003","Nominated, Filmfare Best Tamil Supporting Actor Award (Supporting)","✓ EXISTS","Chokka Thangam","కహోకకా టహానగామ","2003","100","fcc781fe-7844-452c-9b9f-8b839838a538","Add prakash raj to cast/crew"
"prakash raj","Varsham","2004","Actor (Supporting)","✓ EXISTS","Varsham","వర్షం","2004","100","ca1df5b3-b522-4f23-b0e6-38d8e2eba3af","Add prakash raj to cast/crew"
"prakash raj","Pokkiri","2007","Actor (Supporting)","✓ EXISTS","Pokkiri","","2007","100","f929c9c5-1701-4ce6-98c6-4774e83ec2df","Add prakash raj to cast/crew"
"prakash raj","Villu","2009","Actor (Supporting)","✓ EXISTS","Villu","","2009","100","07535921-f899-47ea-8b41-11db63ec72f4","Add prakash raj to cast/crew"
"prakash raj","Mirapakaay","2011","Actor (Supporting)","✓ EXISTS","Mirapakay","మిరపకాయ","2011","90","edcb31b5-3a06-4995-8d27-a4139e7c9ae6","Add prakash raj to cast/crew"
"prakash raj","Seethamma Vakitlo Sirimalle Chettu","2013","Actor (Supporting)","✓ EXISTS","Seethamma Vakitlo Sirimalle Chettu","సీతమ్మ వాకిట్లో సిరిమల్లె చెట్టు","2013","100","4c2df4cd-489b-4f1d-afc8-d77e19c008a6","Add prakash raj to cast/crew"
"prakash raj","Heart Attack","2014","Cameo (Cameo)","✓ EXISTS","Heart Attack","హెారట ాటటాకక","2014","100","e2210698-329b-4e12-bad9-aaeae0dbd987","Add prakash raj to cast/crew"
"prakash raj","Temper","2015","Actor (Supporting)","✓ EXISTS","Temper","టెంపర్","2015","100","5544a61d-d2b2-4c27-a426-8aed0c484971","Add prakash raj to cast/crew"
"prakash raj","Bangalore Naatkal","2016","Actor (Supporting)","✓ EXISTS","Bangalore Naatkal","","2016","100","a0390b6c-f4d8-42c6-81d6-5805394a2717","Add prakash raj to cast/crew"
"prakash raj","Shatamanam Bhavati","2017","Actor (Supporting)","✓ EXISTS","Shatamanam Bhavati","సహాటామానామ బహావాటి","2017","100","653d3e8f-1321-486f-8c08-0f57f7bf5478","Add prakash raj to cast/crew"
"prakash raj","Jai Simha","2018","Actor (Supporting)","✓ EXISTS","Jai Simha","జై సింహా","2018","100","71a2ce7f-953f-40a8-a40f-06b5ce57e0fa","Add prakash raj to cast/crew"
