slug,title_en,year,hero,director,title_te
naa-style-veru-2009,"Naa Style Veru",2009,"Dr. Rajasekhar","Rajasekhar, Bhumika Chawla",
neramu-siksha-2009,"Neramu Siksha",2009,"Krishna","Vijaya Nirmala",
ninnu-kalisaka-2009,"Ninnu Kalisaka",2009,"Santosh Samrat","Bhaskar",
oy-2009,"Oy!",2009,"Siddharth","Anand Ranga",
padikathavan-2009,"Padikathavan",2009,"Tamannaah Bhatia","Suraj",
pistha-2009,"Pistha",2009,"Vishal","Sabha Ayyappan",
posani-gentleman-2009,"Posani Gentleman",2009,"Posani Krishna Murali","Posani Krishna Murali",
pravarakyudu-2009,"Pravarakyudu",2009,"Jagapathi Babu","Madan Ramigani",
prayanam-2009,"Prayanam",2009,"Manchu Manoj","Chandra Sekhar Yelati",
punnami-naagu-2009,"Punnami Naagu",2009,"Meka Srikanth","A Kodandarami Reddy",
punnami-nagu-2009,"Punnami Nagu",2009,"Mumaith Khan","A. Kodandarami Reddy",
quick-gun-murugan-2009,"Quick Gun Murugan",2009,"Rajendra Prasad","Shashanka Ghosh",
quick-gun-murugun-2009,"Quick Gun Murugun",2009,"Rajendra Prasad","Shashanka Ghosh",
raaj-2009,"Raaj",2009,"Puneeth Rajkumar","Prem",
raju-maharaju-2009,"Raju Maharaju",2009,"Mohan Babu","Durga Shankaranadh",
rechipo-2009,"Rechipo",2009,"Nithiin","Paruchuri Murali",
ride-2009,"Ride",2009,"Tanish Alladi","Ramesh Varma",
samardhudu-2009,"Samardhudu",2009,"Krishnam Raju","Arjun",
sankham-2009,"Sankham",2009,"Gopichand","Siva",
sasirekha-parinayam-2009,"Sasirekha Parinayam",2009,"Tarun","Pasupuleti Krishna Vamsi",
satyameva-jayathe-2009,"Satyameva Jayathe",2009,"Rajasekhar","Jeevitha Rajasekhar",
sesh-sanghat-2009,"Sesh Sanghat",2009,"Ashish Vidyarthi","Ashoke Viswanathan",
shankam-2009,"Shankam",2009,"Sai Ram Shankar","Siva",
siddham-2009,"Siddham",2009,"Jagapati Babu","J. D. Chakravarthi",
snehituda-2009,"Snehituda",2009,"Nani","Satyam Bellamkonda",
soldier-2009,"Soldier",2009,"Krishna","Konosuke Uda",
sontha-ooru-2009,"Sontha ooru",2009,"Raja","P. Sunil Kumar Reddy",
swetha-5-10-wellington-road-2013,"Swetha 5/10 Wellington Road",2009,"Sanjay","Swetha 5/10 Wellington Road",
villagelo-vinayakudu-2009,"Villagelo Vinayakudu",2009,"Krishnudu","Sai Kiran Adivi",
aalayam-2008,"Aalayam",2008,"Sivaji","Muthyala Subbaiah",
aapada-mokkulavaadu-2008,"Aapada Mokkulavaadu",2008,"Nagendra Babu","Posani Krishna Murali",
aatadista-2008,"Aatadista",2008,"Jayasudha","A.S. Ravi Kumar Chowdary",
abbo-aadavallu-2008,"Abbo Aadavallu",2008,"Sailesh","T.N. Raju",
adhyakshaa-2008,"Adhyakshaa",2008,"Brahmaji","Marudhuri Raja",
adivishnu-2008,"Adivishnu",2008,"Dasari Arun Kumar","Bharat Parepalli",
andamaina-manasulo-2008,"Andamaina manasulo",2008,"Rajiv","R.P. Patnaik",
ankit-pallavi-friends-2008,"Ankit, Pallavi & Friends",2008,"Nikhil Siddharth","Hari Yelleti",
ankith-pallavi-and-friends-2008,"Ankith Pallavi and Friends",2008,"Nikhil Siddhartha","Hari Yelleti",
appu-chesi-pappu-koodu-2008,"Appu Chesi Pappu Koodu",2008,"N. T. Rama Rao","L. V. Prasad",
ashta-chamma-2008,"Ashta Chamma",2008,"Nani","M. K. Indraganti",
avakai-biryani-2008,"Avakai Biryani",2008,"Kamal Kamaraju","Anish Kuruvilla",
baladur-2008,"Baladur",2008,"Krishna","Jonnalagadda Srinivasa Rao",
bhadradri-2008,"Bhadradri",2008,"Srihari","Mallikarjun",
bhale-dongalu-2008,"Bhale Dongalu",2008,"Tarun","K. Vijaya Bhaskar",
black-white-2008,"Black & White",2008,"Rajeev Kanakala","Aditi Roy",
blade-babji-2008,"Blade Babji",2008,"Allari Naresh","Devi Prasad",
bommalattam-2008,"Bommalattam",2008,"Nana Patekar","Bharathiraja",
bommana-brothers-chandana-sisters-2008,"Bommana Brothers Chandana Sisters",2008,"Allari Naresh","Srinivas Reddy",
brahmanandam-drama-company-2008,"Brahmanandam Drama Company",2008,"Sivaji Sontineni","E. Srikanth Nahatha",
buddha-2008,"Buddha",2008,"Suresh Gopi","Prakash",
bujjigaadu-made-in-chennai-2008,"Bujjigaadu: Made in Chennai",2008,"Prabhas","Puri Jagannadh",
bujjigadu-2008,"Bujjigadu",2008,"Prabhas","Puri Jagannadh",
call-center-2008,"Call Center",2008,"Vamsi Krishna","Kanmani",
chintakayala-ravi-2008,"Chintakayala Ravi",2008,"Daggubati Venkatesh","Yogie",
dasavathaaram-2008,"Dasavathaaram",2008,"Jaya Prada","K. S. Ravikumar",
deepavali-2008,"Deepavali",2008,"Vishnu","Raghuram",
donga-sachinollu-2008,"Donga Sachinollu",2008,"Sivaji, Krishna Bhagavan","Raghu Ram",
dongala-bandi-2008,"Dongala Bandi",2008,"Allari Naresh","Satish Vegesna",
ekaloveyudu-2008,"Ekaloveyudu",2008,"Uday Kiran","K. Ramakrishna",
gajibiji-2008,"Gajibiji",2008,"Ali","K. Vasu",
gamyam-2008,"Gamyam",2008,"Sharwanand","Radha Krishna Jagarlamudi",
gorintaku-2008,"Gorintaku",2008,"Arun","Viji",
gunde-jallumandi-2008,"Gunde Jallumandi",2008,"Uday Kiran","Madhura Sreedhar",
gunde-jhallumandi-2008,"Gunde Jhallumandi",2008,"Uday Kiran","Madan",
halla-bol-2008,"Halla Bol",2008,"Ajay Devgn","Rajkumar Santoshi",
hare-ram-2008,"Hare Ram",2008,"Nandamuri Kalyan Ram","Swarna Subba Rao",
hero-2008,"Hero",2008,"Nithiin","G V Sudhakar Naidu",
highway-2008,"Highway",2008,"Aditya Om","Kovvi Kalya Krishna",
homam-2008,"Homam",2008,"Jagapathi Babu","J. D. Chakravarthy",
idhi-sangathi-2008,"Idhi Sangathi",2008,"Abbas","Chandra Siddhartha",
idi-sangathi-2008,"Idi Sangathi",2008,"Abbas","Chandra Siddhartha",
john-appa-rao-40-plus-2008,"John Appa Rao 40 Plus",2008,"Krishna Bhagawan","Kuchipudi Venkat",
kalidasu-2008,"Kalidasu",2008,"Jayasudha","Reddy Ravicharan",
kathanayakudu-2008,"Kathanayakudu",2008,"Jagapati Babu","P. Vasu",
keka-2008,"Keka",2008,"Raja","Teja",
konchem-kothaga-2008,"Konchem Kothaga",2008,"Venkat","Raju Rajendra Prasad",
kotha-bangaru-lokam-2008,"Kotha Bangaru Lokam",2008,"Varun Sandesh","Srikanth Addala",
krishnarjuna-2008,"Krishnarjuna",2008,"Manchu Vishnu","P. Vasu",
kshudra-2008,"Kshudra",2008,"Priyanka","Nagul",
kuberulu-2008,"Kuberulu",2008,"Sivaji Sontineni","Srinivas Reddy",
maa-ayana-chanti-pilladu-2008,"Maa Ayana Chanti Pilladu",2008,"Sivaji","Raja Vannem Reddy",
mallepuvvu-2008,"Mallepuvvu",2008,"Murali Krishna","V. Samudra",
mangatayaru-tiffin-centre-2008,"Mangatayaru Tiffin Centre",2008,"Mumaith Khan","Venki",
mangathaayaru-tiffin-centre-2008,"Mangathaayaru Tiffin Centre",2008,"Surya Tej","Venkat",
michael-madana-kamaraju-2008,"Michael Madana Kamaraju",2008,"Srinivas Avasarala","Prabhu Deva, Charmy Kaur, Meka Srikanth, Sunil",
mr-medhavi-2008,"Mr. Medhavi",2008,"Genelia D'Souza","Neelakanta",
nachavule-2008,"Nachavule",2008,"Tanish","Ravi Babu",
nagaram-2008,"Nagaram",2008,"Srikanth","Srinivas C.C.",
nee-sukhame-ne-koruthunna-2008,"Nee Sukhame Ne Koruthunna",2008,"Kota Srinivasa Rao","Raja, Sneha",
neninthe-2008,"Neninthe",2008,"Ravi Teja","Puri Jagannadh",
nenu-meeku-telusa-2008,"Nenu Meeku Telusa...?",2008,"Manchu Manoj","Ajay Sastri",
netru-indru-naalai-2008,"Netru Indru Naalai",2008,"Ravi Krishna","Lakshmikanth Chenna",
ninna-nedu-repu-2008,"Ninna Nedu Repu",2008,"Ravi Krishna","Lakshmikanth Chenna",
okka-magadu-2008,"Okka Magadu",2008,"Nandamuri Balakrishna","Y.V.S. Chowdary",
ontari-2008,"Ontari",2008,"Gopichand","B.V. Ramana",
panduranga-2008,"Panduranga",2008,"Nandamuri Balakrishna","K Raghavendra Rao",
pandurangadu-2008,"Pandurangadu",2008,"Nandamuri Balakrishna","K. Raghavendra Rao",
pazhani-2008,"Pazhani",2008,"Bharath Srinivasan","Perarasu",
pelli-kani-prasad-2008,"Pelli Kani Prasad",2008,"Allari Naresh","Satyam Dwarapudi",
poo-2008,"Poo",2008,"Srikanth","Sasi",
pourudu-2008,"Pourudu",2008,"Sumanth","Raj Aditya",
premabandham-2008,"Premabandham",2008,"Varun Sandesh","Siva Nagu",
premabhishekam-2008,"Premabhishekam",2008,"Venu Madhav","S. V. Krishna Reddy",
rainbow-2008,"Rainbow",2008,"Raahul","V.N. Aditya",
raksha-2008,"Raksha",2008,"Jagapathi Babu","Vamsikrishna Akella",
ready-2008,"Ready",2008,"Ram Pothineni","Sreenu Vaitla",
salute-2008,"Salute",2008,"Vishal","Babu Suresh",
sangamam-2008,"Sangamam",2008,"Rohit","Rasool Ellore",
siddu-from-sikakulam-2008,"Siddu from Sikakulam",2008,"Allari Naresh","Eashwar",
siddu-from-srikakulam-2008,"Siddu from Srikakulam",2008,"Allari Naresh","Eashwar",
souryam-2008,"Souryam",2008,"Gopichand","Siva",
sundara-kanda-2008,"Sundara Kanda",2008,"Allari Naresh","S. V. Krishna Reddy",
sundarakanda-2008,"Sundarakanda",2008,"Allari Naresh","Bapu",
swagatam-2008,"Swagatam",2008,"Jagapathi Babu","Dasarath",
ullasamga-utsahamga-2008,"Ullasamga Utsahamga",2008,"|","Yasho Sagar, Sneha Ullal, Sunil",
ullasanga-utsahanga-2008,"Ullasanga Utsahanga",2008,"Yasho Sagar","A. Karunakaran",
vaana-2008,"Vaana",2008,"Vinay Rai","M.S. Rajashekar",
vallamai-tharayo-2008,"Vallamai Tharayo",2008,"R. Parthiban","Madhumita",
veedu-mamoolodu-kadu-2008,"Veedu Mamoolodu Kadu",2008,"Rishi","Ravi Sarma",
victory-2008,"Victory",2008,"Nithiin","Ravi C. Kumar",
vinayakudu-2008,"Vinayakudu",2008,"Krishnudu","Sai Kiran Adivi",
vishaka-express-2008,"Vishaka Express",2008,"Allari Naresh","C. Ramakrishna",
yuvatha-2008,"Yuvatha",2008,"Nikhil Siddhartha","Parasuram Petla",
aadavari-matalaku-ardhalu-verule-2007,"Aadavari Matalaku Ardhalu Verule",2007,"Srikanth","Selvaraghavan",
aadavari-matalaku-arthale-verule-2007,"Aadavari Matalaku Arthale Verule",2007,"Daggubati Venkatesh","Selvaraghavan",
aata-2007,"Aata",2007,"Siddharth","V. N. Aditya",
allare-allari-2007,"Allare Allari",2007,"Allari Naresh","Muppalaneni Siva",
amma-nanna-lekunte-2007,"Amma Nanna Lekunte",2007,"Krishna","Y. Ramakrishna",
anasuya-2007,"Anasuya",2007,"Bhumika Chawla","Ravi Babu",
anumanaspadam-2007,"Anumanaspadam",2007,"Aryan Rajesh","Vamsi",
athidhi-2007,"Athidhi",2007,"Mahesh Babu","Surender Reddy",
athidi-2007,"Athidi",2007,"Mahesh Babu","Surender Reddy",
athili-sathibabu-lkg-2007,"Athili Sathibabu LKG",2007,"Allari Naresh","E. V. V. Satyanarayana",
athili-sattibabu-lkg-2007,"Athili Sattibabu Lkg",2007,"E V V Satyanarayana","Athili Sattibabu Lkg",
bhajantrilu-2007,"Bhajantrilu",2007,"Sivaji","Jayaraj",
bhookailas-2007,"Bhookailas",2007,"Venu","Srinivasa Reddy",
brahma-the-creator-2007,"Brahma",2007,"Srikanth","Srinivasa Rao",
chandamama-2007,"Chandamama",2007,"Kajal Aggarwal","Krishna Vamsi",
chandrahas-2007,"Chandrahas",2007,"Srihari","Roja",
classmates-2007,"Classmates",2007,"Sumanth","K. Vijaya Bhaskar",
daughters-destiny-2007,"Daughters' Destiny",2007,"Savitri","May Gauffin",
deha-2007,"Deha",2007,"Mahesh Manjrekar","Mahesh Manjrekar",
dhee-2007,"Dhee",2007,"Vishnu Manchu","Sreenu Vaitla",
don-2007,"Don",2007,"David Fernández","Jose Pozo",
ee-bandhana-2007,"Ee Bandhana",2007,"Vishnuvardhan","Vijayalakshmi Singh",
ghutan-2007,"Ghutan",2007,"Aryan Vaid","Shyam Ramsay",
godava-2007,"Godava",2007,"Vaibhav","A. Kodandarami Reddy",
gundamma-gaari-manavadu-2007,"Gundamma Gaari Manavadu",2007,"Ali","B Jaya",
hello-premistara-2007,"Hello Premistara",2007,"Santosh","Sharwanand",
jagadam-2007,"Jagadam",2007,"Ram Pothineni","Sukumar",
kalloori-2007,"Kalloori",2007,"Kalloori Vinoth","Balaji Sakthivel",
kaloori-2007,"Kaloori",2007,"Tamannaah Bhatia","Balaji Sakthivel",
kuttrapathirikai-2007,"Kuttrapathirikai",2007,"Ramki","R K Selvamani",
lakshmi-kalyanam-2007,"Lakshmi Kalyanam",2007,"N. T. Rama Rao Jr.","Teja",
lakshyam-2007,"Lakshyam",2007,"Gopichand","Sriwass",
madhumasam-2007,"Madhumasam",2007,"Parvati Melton","Chandra Siddhartha",
maharadhi-2007,"Maharadhi",2007,"Nandamuri Balakrishna","P. Vasu",
maharathi-2007,"Maharathi",2007,"Srikanth","P. Vasu",
maisamma-ips-2007,"Maisamma IPS",2007,"Mumaith Khan","Bharat Parepalli",
mantra-2007,"Mantra",2007,"Charmy Kaur","Osho Tulasi Ram",
mee-sreyobhilashi-2007,"Mee Sreyobhilashi",2007,"Rajendra Prasad","V Eshwar Reddy",
munna-2007,"Munna",2007,"Prakash Raj","Vamsi Paidipally",
nava-vasantham-2007,"Nava Vasantham",2007,"Tarun Kumar","K. Shahjahan",
notebook-2007,"Notebook",2007,"Rajiv Saluri","Chandu",
okkadunnadu-2007,"Okkadunnadu",2007,"Gopichand","Chandra Sekhar Yeleti",
operation-duryodhana-2007,"Operation Duryodhana",2007,"Srikanth","Posani Krishna Murali",
pagale-vennela-2007,"Pagale Vennela",2007,"Siva Balaji","C.V. Reddy",
pellaindi-kaani-2007,"Pellaindi Kaani",2007,"Allari Naresh","E. V. V. Satyanarayana",
poramboku-2007,"Poramboku",2007,"Navdeep","Srinivas",
raju-bhai-2007,"Raju Bhai",2007,"Manchu Manoj","Surya Kiran",
ram-gopal-varma-2024,"Ram Gopal Varma",2007,"Ramadhuta Creations","Ram Gopal Varma",
satyabhama-2007,"Satyabhama",2007,"Sivaji","Srinivas",
seema-sastri-2007,"Seema Sastri",2007,"Allari Naresh","G. Nageswara Reddy",
shankar-dada-zindabad-2007,"Shankar Dada Zindabad",2007,"Chiranjeevi","Prabhu Deva",
shirdi-2007,"Shirdi",2007,"Krishna","V. R. Pratap",
sri-satyanarayana-swamy-2007,"Sri Satyanarayana Swamy",2007,"Krishna","Nagesh Naradasi",
sunny-2007,"Sunny",2007,"Kamalakar","Kamalakar",
takkari-2007,"Takkari",2007,"Ravi Teja","Amma Rajasekhar",
thulasi-2007,"Thulasi",2007,"Daggubati Venkatesh","Boyapati Srinu",
toss-2007,"Toss",2007,"Upendra","Priyadarshini",
uppalapati-narayana-rao-2007,"Uppalapati Narayana Rao",2007,"Venkateswara Rao Atluri","Uppalapati Narayana Rao",
veduka-2007,"Veduka",2007,"Raja","Jitender",
vijayadasami-2007,"Vijayadasami",2007,"Nandamuri Kalyan Ram","V. Samudra",
viyabari-2007,"Viyabari",2007,"Tamannaah Bhatia","Sakthi Chidambaram",
viyyalavari-kayyalu-2007,"Viyyalavari Kayyalu",2007,"Uday Kiran","E.Sattibabu",
yamagola-2007,"Yamagola",2007,"Sivaji","Srinivasa Reddy",
10th-class-2006,"10th Class",2006,"Bharat","Chandu",
aadi-lakshmi-2006,"Aadi Lakshmi",2006,"Srikanth","Y.V.S. Chowdary",
abhaddam-2006,"Abhaddam",2006,"Shanvi","Raviraja",
amma-cheppindi-2006,"Amma Cheppindi",2006,"Srikanth","G. Ram Prasad",
andala-ramudu-2006,"Andala Ramudu",2006,"Brahmanandam","Lakshmi Narayana P.",
annavaram-2006,"Annavaram",2006,"Pawan Kalyan","Bhimaneni Srinivasa Rao",
asthram-2006,"Asthram",2006,"Vishnu","Suresh Krissna",
astram-2006,"Astram",2006,"Vishnu","Suresh Krissna",
bangaram-2006,"Bangaram",2006,"Ashutosh Rana","Dharani",
bhagyalakshmi-bumper-draw-2006,"Bhagyalakshmi Bumper Draw",2006,"Rajendra Prasad","Nidhi Prasad",
bommalata-2006,"Bommalata",2006,"Sai Kumar","Prakash Kovelamudi",
bommarillu-2006,"Bommarillu",2006,"Siddharth","Bhaskar",
boss-2006,"Boss",2006,"Akkineni Nagarjuna","V. N. Aditya",
brahmastram-2006,"Brahmastram",2006,"Jagapati Babu","Surya Kiran",
chukkallo-chandrudu-2006,"Chukkallo Chandrudu",2006,"Siddharth","Sivakumar",
evandoi-sreevaru-2006,"Evandoi Sreevaru",2006,"Srikanth","Sathineeni Vasu",
evandoi-srivaru-2006,"Evandoi Srivaru",2006,"Srikanth","Sathyam",
game-2006,"Game",2006,"Shriya Saran","G. Ram Prasad",
gopi-goda-meeda-pilli-2006,"Gopi Goda Meeda Pilli",2006,"Allari Naresh","Janardhan Maharshi",
gurukshetram-2006,"Gurukshetram",2006,"Rajendra Prasad","B.V. Ramana Reddy",
hanumanthu-2006,"Hanumanthu",2006,"Srihari","Chandra Mahesh",
hope-2006,"Hope",2006,"D. Ramanaidu","K. Satyanarayana",
indian-beauty-2006,"Indian Beauty",2006,"Collin McManus","K. Shanti Kumar",
jai-santoshi-maa-1982,"Jai Santoshi Maa",2006,"Hindi","Vijay Sharma",
kamli-2006,"Kamli",2006,"Nandita Das","K.N.T. Sastry",
kedi-2006,"Kedi",2006,"Tamannaah Bhatia","Jyothi Krishna",
khatarnak-2006,"Khatarnak",2006,"Ravi Teja","Rajsekhar",
kithakithalu-2006,"Kithakithalu",2006,"Allari Naresh","Evani Shivaji",
kittu-2006,"Kittu",2006,"Allari Naresh","Evv Satyanarayana",
kokila-2006,"Kokila",2006,"Siddharth","Vamsi",
m-l-a-1957,"M.L.A.",2006,"Jaggayya","K. B. Tilak",
maayajaalam-2006,"Maayajaalam",2006,"Srikanth","S. V. Krishna Reddy",
madrasi-2006,"Madrasi",2006,"Arjun Sarja","Arjun Sarja",
manodu-2006,"Manodu",2006,"Priyadarshini Ram","Priyadarshini Ram",
naayudamma-2006,"Naayudamma",2006,"Srikanth","E. V. V. Satyanarayana",
nandanavanam-120-km-2006,"Nandanavanam 120 Km",2006,"Neelakanta","Nandanavanam 120 Km",
nandanavanam-120kms-2006,"Nandanavanam.. 120Kms",2006,"Ajay Varma","G. Neelakanta Reddy",
neeku-naaku-2006,"Neeku Naaku",2006,"Srikanth","Krishna Vijay",
nuvve-2006,"Nuvve",2006,"Tarun","Veera Shankar",
oka-v-chitram-2006,"Oka V Chitram",2006,"Aadhi Pinisetty","Teja",
parijatham-2006,"Parijatham",2006,"Prithviraj Sukumaran","K. Bhagyaraj",
party-2006,"Party",2006,"Allari Naresh","Ravi Babu",
pellaina-kothalo-2006,"Pellaina Kothalo",2006,"Jagapathi Babu","Madan",
photo-2006,"Photo",2006,"Nandu Vijay Krishna","Siva Nageshwara Rao",
pournami-2006,"Pournami",2006,"Trisha Krishnan","Prabhu Deva and written and produced by M",
premante-inte-2006,"Premante Inte",2006,"Sumanth","Devakatta",
raam-2006,"Raam",2006,"Nitins","Sriwass",
rajababu-2006,"Rajababu",2006,"Rajendra Prasad","Muppalaneni Siva",
ranam-2006,"Ranam",2006,"Jeeva","Rajsekhar",
raraju-2006,"Raraju",2006,"Gopichand","Udayasankar",
rendu-2006,"Rendu",2006,"Anushka Shetty","Sundar C",
roommates-2006,"Roommates",2006,"Allari Naresh","A. V. S.",
samanyudu-2006,"Samanyudu",2006,"Jagapathi Babu","Ravi C Kumar",
sambhavami-yuge-yuge-2006,"Sambhavami Yuge Yuge",2006,"Anji","Ravi Varma",
sarada-saradaga-2006,"Sarada Saradaga",2006,"Srikanth","S. V. Krishna Reddy",
sardar-papanna-2006,"Sardar Papanna",2006,"Krishna","Pratani Ramakrishna Goud",
sarhad-paar-2006,"Sarhad Paar",2006,"","Raman Kumar",
shock-2006,"Shock",2006,"Ravi Teja","Harish Shankar",
shyam-prasad-2006,"Shyam Prasad",2006,"Srikanth","Ravi Vaarla",
sri-krishna-2006-2006,"Sri Krishna 2006",2006,"Srikanth","Vijayendra Prasad",
sri-ramadasu-2006,"Sri Ramadasu",2006,"Akkineni Nagarjuna","K. Raghavendra Rao",
style-2006,"Style",2006,"Lawrence Raghavendra","Lawrence",
tata-birla-madhyalo-laila-2006,"Tata Birla Madhyalo Laila",2006,"Srinivasa Reddy","Tata Birla Madhyalo Laila",
tathastu-2006,"Tathastu",2006,"Jaya Prada","Anubhav Sinha",
thrill-2006,"Thrill",2006,"Venkat","K. Veeru",
uyir-2006,"Uyir",2006,"Srikanth","Samy",
valliddari-vayasu-padahare-2006,"Valliddari Vayasu Padahare",2006,"Tarun","Bhanu Shankar",
vanaja-2006,"Vanaja",2006,"Mamatha Bhukya","Rajnesh Domalpalli",
veedhi-2006,"Veedhi",2006,"Arun","Vijaya Bhaskar",
veerabhadra-2006,"Veerabhadra",2006,"Nandamuri Balakrishna","A. Murali",
786-khaidi-premakatha-2005,"786 Khaidi Premakatha",2005,"Sashikanth","K.S. Nageswara Rao",
a-film-by-aravind-2005,"A Film by Aravind",2005,"Rajiv Kanakala","Shekar Suri",
allari-bullodu-2005,"Allari Bullodu",2005,"Brahmanandam","K. Raghavendra Rao",
allari-pidugu-2005,"Allari Pidugu",2005,"Nandamuri Balakrishna","Jayanth C. Paranjee",
andagadu-2005,"Andagadu",2005,"Rajendra Prasad","Pendyala Venkata Rama Rao",
andarivadu-2005,"Andarivadu",2005,"Chiranjeevi","Srinu Vaitla",
andhrudu-2005,"Andhrudu",2005,"Gopichand","Parasuram",
anukokunda-oka-roju-2005,"Anukokunda Oka Roju",2005,"Charmy Kaur","Chandra Sekhar Yeleti",
athanokkade-2005,"Athanokkade",2005,"Nandamuri Kalyan Ram","Surender Reddy",
avunanna-kaadanna-2005,"Avunanna Kaadanna",2005,"Uday Kiran","Teja",
avunanna-kadanna-2005,"Avunanna Kadanna",2005,"Uday Kiran","Teja",
ayodhya-2005,"Ayodhya",2005,"Krishna","Y. V. S. Chowdary",
balu-2005,"Balu",2005,"Pawan Kalyan","A. Karunakaran",
bambara-kannaley-2005,"Bambara Kannaley",2005,"Srikanth","Parthy Baskar",
bhadra-2005,"Bhadra",2005,"Ravi Teja","Boyapati Srinu",
bhageeratha-2005,"Bhageeratha",2005,"Ravi Teja","Rasool Ellore",
chakram-2005,"Chakram",2005,"Prabhas","Krishna Vamsi",
chand-sa-roshan-chehra-2005,"Chand Sa Roshan Chehra",2005,"Tamannaah Bhatia","Shabah Shamsi",
chhatrapati-2005,"Chhatrapati",2005,"Prabhas","Srihari Nanu",
danger-2005,"Danger",2005,"Allari Naresh","Krishna Vamsi",
dhairyam-2005,"Dhairyam",2005,"Nithiin","Teja",
dhana-51-2005,"Dhana 51",2005,"Srikanth","Sumanth, Saloni Aswani",
evadi-gola-vaadidhi-2005,"Evadi Gola Vaadidhi",2005,"Srikanth","Srikanth Nahatha",
evadi-gola-vaadidi-2005,"Evadi Gola Vaadidi",2005,"Aryan Rajesh","E V V Satyanarayana",
evadi-gola-vadide-2005,"Evadi Gola Vadide",2005,"Brahmanandam","E. V. V. Satyanarayana",
evaru-nenu-2005,"Evaru Nenu",2005,"Krishna","Krishna",
