Movie ID,Title,Year,Slug,Category,Issue,Severity,Current Value,Suggested Action
aa6a8a7d-f47e-42a0-b938-3145ad479fb3,"Kaathavaraayan",1958,"kaathavaraayan-1958","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4bf8c217-ffe2-489d-809d-50a499ac3cd1,"Kai Koduttha Dheivam",1964,"kai-koduttha-dheivam-1964","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
426e74fb-e35c-49c7-b5dd-ec88d9bd53c3,"Pati Bhakti",1958,"padhi-bhakti-1958","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
96178d3c-b21f-4894-90a9-c1902e0784e9,"Kalyanam Panni Paar",1952,"kalyanam-panni-paar-1952","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4913b3c6-ce7e-4e5a-a6aa-c2eb6e2989b5,"Mr. Bharath",1986,"mr-bharath-1986","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6bf02cce-97aa-4075-9756-adb08cf497e6,"Nenjile Thunivirunthal",1981,"nenjile-thunivirunthal-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
8770aaff-e6ec-42e7-8eff-26ae81f413ab,"Samsaram O Sangeetham",1986,"samsaram-o-sangeetham-1986","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
1d57f0ef-c4ed-4b34-b453-b608ce213ba3,"Chaithanya",1991,"chaithanya-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6d038721-fec0-4ba3-a90b-acbb26ef088e,"Raja Muthirai",1995,"raja-muthirai-1995","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a4c01cca-6092-4dfa-8290-683e601e4795,"Tamizh Selvan",1996,"tamizh-selvan-1996","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
86e58157-d33f-48d1-a562-7413efddffd9,"Shubha Lagnam",1994,"shubha-lagnam-1994","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ff32a1f8-e0a8-41fd-9fe9-5f9ffb94b6fa,"Angala Parameswari",2002,"angala-parameswari-2002","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e17553e1-47d8-41b0-a6c4-9d92f8e6266a,"Veedu Samanyudu Kadhu",1999,"veedu-samanyudu-kadhu-1999","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
41560f78-670c-4be6-a414-6f773255b3b3,"Aasha Jeevulu",1962,"aasha-jeevulu-1962","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d0d8ec51-6a7c-451c-8b06-a2441c5c1dc1,"Paala Manasulu",1968,"paala-manasulu-1968","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
81c9bbab-09bc-46e7-bb31-d25757ac50d3,"Dwapayana Kaivalyam",1967,"dwapayana-kaivalyam-1967","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
72df1acd-239f-4411-bd05-e0e687888686,"Pelliroju",1968,"pelliroju-1968","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6fb9e33a-495c-4244-9df1-7c001592f28f,"Andhaa Kaanoon",1983,"andhaa-kaanoon-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
717f7372-d526-4386-8eee-256d01b6b453,"Perantalu",1951,"perantalu-1951","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
895ab17c-e906-4dba-b2af-5626c6cf55eb,"Melukolupu",1956,"melukolupu-1956","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4225da54-8d91-4314-a009-b8525d2b3654,"Abbayi Gari Pelli",1997,"abbayi-gari-pelli-1997","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d7a30ca2-de25-4ef5-855f-cfc364d4e646,"Balasanyasamma Katha",1956,"balasanyasamma-katha-1956","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
1a852d28-dd9e-44a7-a3e7-13ccda3cab12,"Vooriki Vupakari",1972,"vooriki-vupakari-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
15167d14-cb7e-4e89-b655-9160a3006d04,"Veera Pooja",1967,"veera-pooja-1967","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
05982016-4349-40bb-a375-ad5878bac3eb,"Vadina Gari Gajulu",1955,"vadina-gari-gajulu-1955","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
976afbf7-f989-4e55-8958-03594b43bc68,"Anasuyamma Gari Alludu",1986,"anasuyamma-gari-alludu-1986","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b1d1e7ad-72fb-4ebd-8b3a-1941819f0f90,"Kanyadhanam",1955,"kanyadhanam-1955","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
eb8cfe6b-3d53-48d9-8842-db7d6ebcac0a,"Maanavudu Daanavudu",1999,"maanavudu-daanavudu-1999","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
43462f74-6115-4a33-ac2d-5b24fce80ce4,"Gaayathri",1977,"gaayathri-1977","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
9107427c-a782-4705-9112-8b82b2a0994b,"Kodarikam",1953,"kodarikam-1953","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
5b8a5370-1c17-46d9-b05b-92847946c147,"Yauvana Poratham",1990,"yauvana-poratham-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c88f9c1a-ce55-40de-9f85-314bf5e8ae00,"Prema LekhaluDubbed from Hindi",1953,"prema-lekhaludubbed-from-hindi-1953","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f6069bac-c8e0-43a6-9742-22cd0cb22ac1,"Adarsham",1952,"adarsham-1952","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
efc17809-aac3-452b-8462-2fcef9bd44df,"Ammayi Mogudu Mamaku Yamudu",1980,"ammayi-mogudu-mamaku-yamudu-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
93a3fc6b-a517-47f7-bb08-420d6eac53e1,"Penkipilla",1951,"penkipilla-1951","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
285042d3-ebc9-4074-81de-bd9c03eb6014,"Or Iravu",1951,"or-iravu-1951","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
735842b6-5a51-4feb-85e8-2d4b8ef1a103,"Veera Bhaskarudu",1959,"veera-bhaskarudu-1959","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d0f48e4a-f681-4c36-bb57-a350f9027aec,"Abhisyanta Kalapam",1949,"abhisyanta-kalapam-1949","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c73ab17e-8f49-4974-a907-fabf2d9a70f0,"Chivarku Migiledhi",1960,"chivarku-migiledhi-1953","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7cc9a091-0c53-44ce-af2b-ef07cff9e577,"Jayamu Nischayamu Raa",1989,"jayamu-nischayamu-raa-1989","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4591f048-d760-42c6-87f7-6ca54c218887,"Narada Naradhi",1946,"narada-naradhi-1946","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0f9247ee-7696-4138-8cce-32c78efc32af,"Returning Soldier",1945,"returning-soldier-1945","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
72cd10c7-b65e-4dc5-904b-bdae7c78403f,"Bhakta Kabiru",1944,"bhakta-kabiru-1944","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a5698b6c-ce32-435b-b40a-a44c81b2f7f0,"Oka Roju Raju",1944,"oka-roju-raju-1944","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0844e9f6-db41-43bf-b856-7f763c5efeb7,"Bhakta Kabiru",1943,"bhakta-kabiru-1943","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c35cf098-1e4a-441f-9d91-3a322ddf615b,"Pantulamma",1943,"pantulamma-1943","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
86e409d8-17e0-40d7-9a4a-c02d466d7830,"Ammayi Kapuram",1994,"ammayi-kapuram-1994","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f98d67e2-8668-4dbc-bf9c-f3237daf9252,"Sakutumba Saparivaara Sametham",2000,"sakutumba-saparivaara-sametham-2000","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e6d54127-0157-44d3-b38f-a9003aa5d321,"Agni Pareeksha",1970,"agni-pareeksha-1970","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
fdf5aa44-52e9-4069-94f3-101ca240125b,"Bhoja Kalidasu",1940,"bhoja-kalidasu-1940","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e179faef-4134-4bb2-bad3-919c0c3810d7,"Kurralla Rajyam",1997,"kurralla-rajyam-1997","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e1b19c7d-afa2-4b4d-aaf2-d8216917c57c,"Doni Sagali",1998,"doni-sagali-1998","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
472c726b-5972-45f2-9264-8b06ca5fecbc,"Vamsoddarakudu",2000,"vamsoddarakudu-2000","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b1043ceb-4841-4e6b-8575-1ff7271dd6f3,"Devude Digivaste",1975,"devude-digivaste-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3ab70ca1-8978-4682-9437-d5ad5fb43292,"Jai Bajarangbali",1997,"jai-bajarangbali-1997","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2a590415-5b6c-4321-bfcc-271fc1466bfb,"Manishichina Maguva",1969,"manishichina-maguva-1969","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b0ab5241-06e2-48ad-82dd-3c9a737a81b6,"Maharani (Tamil Dubbed Nayakkarin Magal 1982)",1983,"maharani-tamil-dubbed-nayakkarin-magal-1982-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
75229791-efef-476e-8c69-0bfbdbfb44dd,"Adadhee Gadapa Datithe",1980,"adadhee-gadapa-datithe-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4b6a3760-2d49-4fff-b64a-0fd39822d52c,"Aadadi Gadapa Daatite",1980,"aadadi-gadapa-daatite-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
04023c6d-28b3-4477-b350-1ce943a9cbcd,"Anaganaga Oka Aranyam",2010,"anaganaga-oka-aranyam-2010","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
bb055ff1-9e3c-4758-929b-78af641a99db,"Anna Chellelu",1993,"anna-chellelu-1993","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
fe2267ad-f54b-44c5-a087-5ef740103f5c,"Monagadostunnadu Jagartta",1972,"monagadostunnadu-jagartta-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
269f217a-99c7-4012-98f5-5fcc89dc6319,"Madhanudu",2010,"madhanudu-2010","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
313aa829-c3c6-4901-92d1-23e24c003aaf,"Bangaru Thimmaraju",1963,"bangaru-thimmaraju-1963","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2e56ecf8-23b9-4c4e-9f6b-307bee9a5322,"Yamajathakudu",1999,"yamajathakudu-1999","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d6e940a3-3f57-4e93-96bb-a560c769fdd1,"Swapnangal",1970,"swapnangal-1970","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b85770e2-e097-4b8e-95a7-7f1965b49cfb,"Vichitram",1999,"vichitram-1999","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0bde6bf3-d979-428f-b4b3-86a016d3bc53,"Sambhavam",1998,"sambhavam-1998","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e8cd2aec-998d-4e68-87bf-e0d12a6c1621,"Kunkuma Tilakam",1983,"kunkuma-tilakam-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ff4ef5a0-eff3-40a6-b117-a8462a6a0265,"Jeevitha Ratham",1981,"jeevitha-ratham-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
46561ff1-e3cf-4ae3-8030-1203e4a2536e,"Amma Durgamma",1996,"amma-durgamma-1996","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
90c2fb7e-6c92-45a4-81c4-a6c18b32e742,"Rakta Sambandham",1980,"rakta-sambandham-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d230d639-8927-40d7-9889-79f95e18d21f,"Sri Rambantu",1979,"sri-rambantu-1979","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f86df043-4436-46ee-a4b6-6889d3b29f2e,"Pathini Deivam",1957,"pathini-deivam-1957","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e9e3bd4b-a940-43fb-a47b-c3765b5b4da0,"Super Mogudu",1995,"super-mogudu-1995","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f1ffca4a-a352-434c-b871-5e3d6f070157,"Joker Mama Super Alludu",1992,"joker-mama-super-alludu-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d69d8540-57c0-4934-b509-959373cb03dd,"Nayakuralu",1991,"nayakuralu-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2a677ff5-e70a-4d77-a66e-7205e0cef6e8,"Andarki Monagadu",1970,"andarki-monagadu-1970","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
99ad8750-ced4-4feb-8d57-995e8358a40f,"Aada Pilla",1991,"aada-pilla-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c2a47f19-786d-4236-a91b-cc9ffda87ac4,"Jwaala",1985,"jwaala-1985","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f9a9fece-31e7-4714-8a26-16c3f740fa04,"Yugantam",1991,"yugantam-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2153b25d-a999-4c1f-95c0-b9c9ba8bca5f,"Kartavyam",1990,"kartavyam-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
78007bfd-8de0-48b2-8792-6538fa01d113,"Korada Veerudu (Tamil: Chavukkadi Chandrakanta)",1961,"korada-veerudu-tamil-chavukkadi-chandrakanta-1961","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
783566ee-f250-4ecd-99ce-574cf4f099d5,"Yamadharma Raju",1990,"yamadharma-raju-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
014734e7-eb25-416a-a138-2abeb792892d,"Pellam Chebithe Vinali",1992,"pellam-chebithe-vinali-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ad581ee8-40e5-4830-ae72-ccd325700e7d,"Palanati Brahmanaidu",2003,"palanati-brahmanaidu-2003","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2f85b4ad-91c8-45ff-a3eb-6d02879d52e2,"Evadaithe Nakenti",2007,"evadaithe-nakenti-2007","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
332afa52-4b47-4437-bbb8-1493665402f6,"Vareva Moguda",1998,"vareva-moguda-1998","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a963e49b-0157-46a2-9380-ecc78433eb26,"Justice Rudramadevi",1990,"justice-rudramadevi-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f087db15-b019-4e3d-a056-b1aa8649ab8a,"Parvatalu Panakalu",1992,"parvatalu-panakalu-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
815abff7-151f-441c-bd8a-5e00b247d02d,"Chillara Mogudu Allari Koduku",1992,"chillara-mogudu-allari-koduku-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
af6d21bf-1382-4259-b118-748e91093970,"Seetapathi Chalo Tirupathi",1992,"seetapathi-chalo-tirupathi-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
9f64bf52-d930-4b88-93e7-8c80891eafe2,"Sampradayam",1996,"sampradayam-1996","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
938510b6-8193-4793-9f47-dd19e1821c84,"Naa Manasista Raa",2001,"naa-manasista-raa-2001","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
285deadb-5542-43f5-92dd-a2b4523d4500,"Gunda Mawali",1998,"gunda-mawali-1998","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
bf27e9bc-b4a7-40f6-b6c5-fde21f2378d1,"Pandirimancham",1991,"pandirimancham-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
28cdaf3a-d4be-4e89-a7a7-63e97d55e6c6,"Manavude Mahaneeyudu",1980,"manavude-mahaneeyudu-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
093ca7e3-e3ce-471c-b6d1-d8701712e009,"Chilakapacha Kapuram",1995,"chilakapacha-kapuram-1995","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
88b84fde-2752-4b45-b4b8-5395ed5b5649,"Adharsham",1992,"adharsham-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d305513f-d848-4170-af2f-39a9188f0db1,"Pattudala",1992,"pattudala-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
befd2890-b6e0-4a1c-9d43-0bee6cc738ce,"Majboor",1990,"majboor-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
10e60e44-d328-481d-ac59-476ae5bf0d29,"Doshi Nirdoshi",1990,"doshi-nirdoshi-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7565a3e2-263d-490e-9188-d41bc82570eb,"Vichitra Prema",1991,"vichitra-prema-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4c78bf11-c5a7-4414-a92f-4de5ee4c4b67,"Allari Krishnaiah",1987,"allari-krishnaiah-1987","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d247fc0b-9472-40c7-81e1-0d1e1e9ddf43,"Bhale Baava",1957,"bhale-baava-1957","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
40ba5b4b-9570-43e5-8b74-7fd8d53c5d13,"Maga Rayudu",1994,"maga-rayudu-1994","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3904aad1-2e12-4dfe-a583-5c36185b4cce,"Kattula Kondaiah",1985,"kattula-kondaiah-1985","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
45f578e7-18cb-46a0-9a2e-840c3baf87b7,"Aagraham",1991,"aagraham-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
843b8723-8f49-4210-b8b6-04a1f249e669,"Emandoyi Srimathigaru",1982,"emandoyi-srimathigaru-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f07f07e2-d6af-4501-b66e-6acb0e8529be,"Naa Pilupe Prabahanajam",1986,"naa-pilupe-prabahanajam-1986","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
247bab95-1505-43f1-9736-b5ef854ba74d,"Dandayatra",1984,"dandayatra-1984","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b2c2164f-dc44-4896-9f8e-7328aecf59d7,"Rayudugaru Nayudugaru",1996,"rayudugaru-nayudugaru-1996","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ea255a02-b452-47af-9e91-7b29890a9dfa,"Uddhandudu",1984,"uddhandudu-1984","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
22e80a7d-a0ed-48fe-b9ed-963dcbfb951d,"Prema Jwala",1983,"prema-jwala-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
faa16a94-e253-43b6-bb80-0dab8e95e65b,"Yuvaraju",1982,"yuvaraju-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
34fc3119-ea6a-4b62-8806-039c1c1fb57a,"Muggurammayila Mogudu",1983,"muggurammayila-mogudu-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a2dd648f-0946-48f5-90cb-2027cf3f68c4,"Gaju Bommalu",1983,"gaju-bommalu-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d4f83a98-51c9-4dfb-bb52-c7f6271b4667,"Vimukthi Kosam",1983,"vimukthi-kosam-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d6a6bce5-8e99-4978-b5d7-241b3ab4f535,"Alludugaru Zindabad",1981,"alludugaru-zindabad-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
44f16014-ce4c-44c5-a6a1-75145dedd217,"Shamshare Shankar",1982,"shamshare-shankar-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3a55a843-04aa-4383-a768-795e10c78036,"Patalam Pandu",1981,"patalam-pandu-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c11a6394-9269-4a25-8a98-ec92d2fc0567,"Mayadari Alludu",1981,"mayadari-alludu-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
8f0d56dd-2e04-4e80-9426-e92529f89fa4,"Bharathamma Muddu Biddalu",1983,"bharathamma-muddu-biddalu-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
676d13d1-deaf-4838-9fe5-82684c78daf4,"Bhogimanthulu",1981,"bhogimanthulu-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7d5061a3-df91-44d6-ac8a-acaab611ab30,"Sanku Teertham",1979,"sanku-teertham-1979","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a1debe60-46a4-491e-8a7c-710fedb804b7,"Abhisarika",1990,"abhisarika-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e7c87650-9807-459d-bc17-8c93c2bb7d10,"Kaliyuga Mahabharatam",1979,"kaliyuga-mahabharatam-1979","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
434d3c4a-f0bb-4602-a53f-05e31dd1869f,"Girija Kalyanam",1990,"girija-kalyanam-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b63c4d3c-e79a-451c-be1f-3bf68c8a4d2e,"Ramarajyamlo Rakthapasam",1976,"ramarajyamlo-rakthapasam-1976","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3ca99ea4-e62e-4441-8616-1589331954d3,"Manchu Kutumbam",1989,"manchu-kutumbam-1989","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a2ce2261-7199-4294-92a7-700a686c5874,"Bharatamlo Oka Ammayi",1975,"bharatamlo-oka-ammayi-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7c9284da-5571-4e31-a7a2-6a7fd84005e2,"Naaku Swatantram Vachindi",1975,"naaku-swatantram-vachindi-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d7cd82e6-dca4-42d4-b0f7-84d8bca83ac9,"Meghamala",1973,"meghamala-1973","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
9c3d5ed4-7585-4e00-8f6f-ff6d8eea3404,"Maa Oori Monagallu",1972,"maa-oori-monagallu-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2b304fd9-9bcb-45b4-ab84-32fbd7648b7a,"Oka Nari Vanda Thupakulu",1973,"oka-nari-vanda-thupakulu-1973","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
034537e3-d2d8-48db-a0ac-8f1615357634,"Kanimuthu Paappa",1972,"kanimuthu-paappa-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4e2e1bcb-4b11-4f86-872a-f1a12ee2b384,"Marapurani Talli",1972,"marapurani-talli-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b81979d8-f586-463b-9c2c-a5a62758eb37,"Stuvartpuram Dongalu",1991,"stuvartpuram-dongalu-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
752e40eb-7549-4560-9639-158c284d75e2,"Mamaku Tagga Kodalu",1969,"mamaku-tagga-kodalu-1969","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6b1589a7-33e0-4c9c-b800-42be6601f51e,"Prajala Manishi",1990,"prajala-manishi-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
