Slug,Title (English),Title (Telugu),Release Year,Box Office Category,Current Rating,TMDB/Avg Rating,Review Rating,Director,Hero,Heroine,Genres,Is Blockbuster,Is Classic,Is Underrated,Story Score,Direction Score,Performance Score,Suggested Rating,Notes
brahmmavaram-p-s-paridhilo-2024,"Brahmmavaram P.S. Paridhilo","",2024,average,5.9,5.9,,"Imran Sastry","Surya Srinivas","Sravanthi Bellamkonda","Crime; Mystery",FALSE,FALSE,FALSE,,,,,
bhale-unnade-2024,"Bhale Unnade","",2024,average,5.9,5.9,,"Vardhan Sivasai Jaladanki","Raj Tarun","Manisha Kandkur","Comedy; Romance",FALSE,FALSE,FALSE,,,,,
aa-okkati-adakku-2024,"Aa Okkati Adakku","",2024,average,5.9,5.9,,"Malli Ankam","Allari Naresh","Faria Abdullah","Comedy",FALSE,FALSE,FALSE,,,,,
alanaati-ramchandrudu-2024,"Alanaati Ramchandrudu","",2024,average,5.9,5.9,,"Chilukuri Akash","Krishna Vamsi","Mokksha","Romance",FALSE,FALSE,FALSE,,,,,
palik-2024,"Palik","",2024,average,5.9,5.93,,"Neil Burger","Ravula Ramesh Creations","Phoebe Dynevor","Thriller",FALSE,FALSE,FALSE,,,,,
akkada-varu-ikkada-unnaru-2024,"Akkada Varu Ikkada Unnaru","",2024,average,5.9,5.9,,"Trivikram Rao Kundurthi","Jagadesh Raj","Sai Harshini","Romance; Horror",FALSE,FALSE,FALSE,,,,,
bhavanam-2024,"Bhavanam","",2024,average,5.9,5.9,,"Balachary Kurella","Ajay","Sneha Ullal","Horror; Thriller",FALSE,FALSE,FALSE,,,,,
tenant-2024,"Tenant","",2024,average,5.9,5.9,,"Y. Yugandhar","Satyam Rajesh","Megha Chowdhury","Thriller; Mystery",FALSE,FALSE,FALSE,,,,,
sarangadhariya-2024,"Sarangadhariya","",2024,average,5.9,5.9,,"Padmarao Abbisetti","Raja Raveendar","No Female Lead","Drama; Family",FALSE,FALSE,FALSE,,,,,
srikakulam-sherlock-holmes-2024,"Srikakulam Sherlock Holmes","",2024,average,5.8,5.8,,"Writer Mohan","Vennela Kishore","Ananya Nagalla","Comedy",FALSE,FALSE,FALSE,,,,,
akshara-2024,"Akshara","",2024,average,5.8,6.1,,"Chinni Krishna","Nandita Swetha","No Female Lead","Drama",FALSE,FALSE,TRUE,,,,,
pranaya-godari-2024,"Pranaya Godari","",2024,average,5.8,6,,"PL Vignesh","Sadan Hasan","Priyanka Prasad","Romance; Drama",FALSE,FALSE,TRUE,,,,,
leela-vinodham-2024,"Leela Vinodham","",2024,average,5.8,5.8,,"Pavan Sunkara","Shanmukh Jaswanth","Anagha Ajith","Romance; Comedy",FALSE,FALSE,FALSE,,,,,
operation-raavan-2024,"Operation Raavan","",2024,average,5.7,5.7,,"Venkata Satya","Rakshith Atluri","Sangeerthana Vipin","Crime; Thriller",FALSE,FALSE,FALSE,,,,,
eagle-2024,"Eagle","ఈగిల్",2024,average,5.7,5.7,,"Karthik Ghattamaneni","Ravi Teja","Anupama Parameswaran","Action; Thriller",FALSE,FALSE,FALSE,,,,,
kotha-rangula-prapancham-2024,"Kotha Rangula Prapancham","",2024,average,5.7,5.7,,"Prudhvi Raj","Kranthi Krishna","Sreelu Dasari","Romance; Drama",FALSE,FALSE,FALSE,,,,,
saindhav-2024,"Saindhav","సైంధవ్",2024,average,5.6,5.6,,"Sailesh Kolanu","Daggubati Venkatesh","Shraddha Srinath","Action; Crime",FALSE,FALSE,FALSE,,,,,
anthima-theerpu-2024,"Anthima Theerpu","",2024,average,5.6,5.6,,"A. Abhiramu","Amit Kumar Tiwari","Sai Dhanshika","Drama",FALSE,FALSE,FALSE,,,,,
guntur-kaaram-2024,"Guntur Kaaram","గుంటూర్ కారం",2024,average,5.6,5.6,,"Trivikram Srinivas","Mahesh Babu","Sreeleela","Action; Drama",FALSE,FALSE,FALSE,,,,,
market-mahalakshmi-2024,"Market Mahalakshmi","",2024,average,5.6,5.6,,"V. S. Mukkhesh","Parvateesam","Praneekaanvika","Romance; Comedy; Drama",FALSE,FALSE,FALSE,,,,,
vey-dharuvey-2024,"Vey Dharuvey","",2024,average,5.5,5.5,,"D. Naveen Reddy","Sai Ram Shankar","Hebah Patel","Action; Comedy",FALSE,FALSE,FALSE,,,,,
gam-gam-ganesha-2024,"Gam Gam Ganesha","",2024,average,5.5,5.5,,"Uday Bommisetty","Anand Deverakonda","Pragati Srivastava","Action; Comedy",FALSE,FALSE,FALSE,,,,,
bagheera-2024,"Bagheera","",2024,average,5.3,5.25,,"Dr Suri","Sriimurali","Rukmini Vasanth","Action; Adventure",FALSE,FALSE,FALSE,,,,,
operation-valentine-2024,"Operation Valentine","",2024,average,5.2,5.2,,"Shakti Pratap Singh Hada","Varun Tej","Manushi Chhillar","Action; Thriller; Adventure",FALSE,FALSE,FALSE,,,,,
matka-2024,"Matka","",2024,average,5.2,5.2,,"Karuna Kumar","Varun Tej","Meenakshi Chaudhary","Action; Crime",FALSE,FALSE,FALSE,,,,,
mechanic-rocky-2024,"Mechanic Rocky","",2024,average,5.2,5.2,,"Ravi Teja Mullapudi","Vishwak Sen","Meenakshi Chaudhary","Action; Drama",FALSE,FALSE,FALSE,,,,,
ui-2024,"Ui","",2024,average,5.1,5.1,,"Upendra","Upendra","Reeshma Nanaiah","Thriller; Fantasy",FALSE,FALSE,FALSE,,,,,
valari-2024,"Valari","",2024,average,5,5,,"M. Mallikarjun","Ritika Singh","No Female Lead","Thriller; Drama; Horror",FALSE,FALSE,FALSE,,,,,
laggam-2024,"Laggam","",2024,average,5,5,,"Ramesh Cheppala","Sai Ronak","Pragya Nagra","Drama",FALSE,FALSE,FALSE,,,,,
the-family-star-2024,"The Family Star","",2024,average,5,4.7,,"Parasuram Petla","Vijay Deverakonda","Mrunal Thakur","Family; Romance; Comedy; Drama; Action",FALSE,FALSE,FALSE,,,,,
darling-2024,"Darling","డార్లింగ్",2024,average,5,5,,"Aswin Raam","Priyadarshi Pullikonda","Nabha Natesh","Romance; Comedy",FALSE,FALSE,FALSE,,,,,
raju-yadav-2024,"Raju Yadav","",2024,average,5,5,,"K. Krishnamachary","Getup Srinu","Ankitha Karath","Comedy; Romance",FALSE,FALSE,FALSE,,,,,
lifestories-2024,"LifeStories","",2024,average,5,5,,"Ujjwal Kashyap","Satya Kethineedi","Deviyyani Sharma","Drama; Romance",FALSE,FALSE,FALSE,,,,,
1980-lo-radhekrishna-2024,"1980 Lo Radhekrishna","",2024,average,5,5,,"Ismail Shaik","SS Saidulu","Bramarambika Tutika","Romance",FALSE,FALSE,FALSE,,,,,
the-greatest-of-all-time-2024,"The Greatest of All Time","",2024,below-average,4.8,4.8,,"Venkat Prabhu","Vijay","Prashanth","Action; Drama; Thriller",FALSE,FALSE,FALSE,,,,,
bachhala-malli-2024,"Bachhala Malli","",2024,average,4.5,4.5,,"Subbu Mangadevi","Allari Naresh","Amritha Aiyer","Action; Drama",FALSE,FALSE,FALSE,,,,,
double-ismart-2024,"Double iSmart","",2024,average,4,4,,"Puri Jagannadh","Ram Pothineni","Kavya Thapar","Action; Science Fiction; Thriller",FALSE,FALSE,FALSE,,,,,
love-me-if-you-dare-2024,"Love Me If You Dare","",2024,average,4,4,,"Arun Bhimavarapu","Ashish Reddy","Vaishnavi Chaitanya","Romance; Fantasy; Horror",FALSE,FALSE,FALSE,,,,,
honeymoon-express-2024,"Honeymoon Express","",2024,average,4,4,,"Bala Rajasekharuni","Tanikella Bharani","Hebah Patel","Drama; Romance",FALSE,FALSE,FALSE,,,,,
theppa-samudram-2024,"Theppa Samudram","",2024,average,4,4,,"Sateesh Rapolu","P. Ravi Shankar","Kishori Dhatrak","Drama; Thriller",FALSE,FALSE,FALSE,,,,,
kalinga-2024,"Kalinga","",2024,average,4,4,,"Dhruva Vaayu","Tanikella Bharani","Pragya Nayan Sinha","Horror",FALSE,FALSE,FALSE,,,,,
dhoom-dhaam-2024,"Dhoom Dhaam","",2024,average,4,4,,"Sai Kishore Macha","Chetan Maddineni","Hebah Patel","Action; Romance; Drama",FALSE,FALSE,FALSE,,,,,
razakar-the-silent-genocide-of-hyderabad-2024,"Razakar: The Silent Genocide of Hyderabad","",2024,average,4,4,,"Yaata Satyanarayana","Arav Chowdhary","Vedhika","History; Drama",FALSE,FALSE,FALSE,,,,,
kanguva-2024,"Kanguva","కంగువ",2024,below-average,3.8,3.83,,"Siva","Suriya","Karthi","Action; Thriller; Fantasy",FALSE,FALSE,FALSE,,,,,
martin-2024,"Martin","",2024,below-average,3.8,3.98,,"A P Arjun","Dhruva Sarja","Vaibhavi Shandilya","Action; Drama; Thriller",FALSE,FALSE,FALSE,,,,,
buddy-2024,"Buddy","",2024,average,3.5,3.5,,"Sam Anton","Allu Sirish","Gayatri Bhardwaj","Action; Comedy",FALSE,FALSE,FALSE,,,,,
siddharth-roy-2024,"Siddharth Roy","",2024,average,3.5,3.5,,"V. Yeshasvi","Mathew Varghese","Tanvi Negi","Drama; Romance",FALSE,FALSE,FALSE,,,,,
avatara-purusha-2-2024,"Avatara Purusha 2","",2024,below-average,3.4,3.6,,"Suni","Sharan","Ashika Ranganath","Action; Comedy; Fantasy; Thriller",FALSE,FALSE,FALSE,,,,,
indian-2-zero-tolerance-2024,"Indian 2: Zero Tolerance","భారతీయుడు II",2024,below-average,3.1,3.27,,"Shankar","Kamal Haasan","Siddharth","Drama; Action; Thriller",FALSE,FALSE,FALSE,,,,,
viswam-2024,"Viswam","",2024,average,3,3,,"Sreenu Vaitla","Gopichand","Kavya Thapar","Action; Comedy",FALSE,FALSE,FALSE,,,,,
mr-bachchan-2024,"Mr Bachchan","",2024,average,2.8,2.8,,"Harish Shankar","Ravi Teja","Bhagyashri Borse","Action; Drama; Romance",FALSE,FALSE,FALSE,,,,,
bhimaa-2024,"Bhimaa","",2024,average,2.7,2.7,,"A. Harsha","Gopichand","Malavika Sharma","Action; Fantasy",FALSE,FALSE,FALSE,,,,,
thriller-40-2023,"Thriller 40","",2023,industry-hit,9.5,8.5,,"Nelson George","Michael Jackson","Quincy Jones","Documentary; Music",TRUE,FALSE,FALSE,,,,,
19-20-21-2023,"19.20.21","",2023,industry-hit,9.5,9,,"Mansore","B. V. Shrunga","Rajesh Nataranga","Crime; Drama",TRUE,FALSE,FALSE,,,,,
-quieres-ser-mi-hijo--2023,"¿Quieres ser mi hijo?","",2023,super-hit,9,8.6,,"Ihtzi Hurtado","Ludwika Paleta","Juanpa Zurita","Comedy; Romance",FALSE,FALSE,FALSE,,,,,
martin-luther-king-2023,"Martin Luther King","",2023,super-hit,9,9,,"Puja Kolluru","Sampoornesh Babu","Saranya Pradeep","Drama; Comedy",TRUE,FALSE,FALSE,,,,,
once-upon-a-studio-2023,"Once Upon a Studio","",2023,super-hit,8.8,8.3,,"Dan Abraham","Chris Diamantopoulos","Kaitlyn Robrock","Animation; Family; Fantasy; Comedy",TRUE,FALSE,FALSE,,,,,
sim-n-2023,"Simón","",2023,super-hit,8.8,8.29,,"Diego Vincentini","Christian McGaffney","Jana Nawartschi","Drama",TRUE,FALSE,FALSE,,,,,
spider-man-across-the-spider-verse-2023,"Spider-Man: Across the Spider-Verse","",2023,super-hit,8.8,8.34,,"Justin K. Thompson","Shameik Moore","Hailee Steinfeld","Animation; Action; Adventure; Science Fiction",FALSE,FALSE,FALSE,,,,,
kill-shot-2023,"Kill Shot","",2023,super-hit,8.7,8.2,,"Ari Novak","Rib Hillis","Rachel Cook","Action",TRUE,FALSE,FALSE,,,,,
taylor-swift-the-eras-tour-2023,"TAYLOR SWIFT | THE ERAS TOUR","",2023,super-hit,8.7,8.2,,"Sam Wrench","Taylor Swift","Mike Meadows","Music",TRUE,FALSE,FALSE,,,,,
red-white-royal-blue-2023,"Red, White & Royal Blue","",2023,blockbuster,8.6,7.94,,"Matthew López","Taylor Zakhar Perez","Nicholas Galitzine","Comedy; Romance",TRUE,FALSE,FALSE,,,,,
guardians-of-the-galaxy-vol-3-2023,"Guardians of the Galaxy Vol. 3","",2023,blockbuster,8.6,7.93,,"James Gunn","Chris Pratt","Zoe Saldaña","Science Fiction; Adventure; Action",TRUE,FALSE,FALSE,,,,,
malli-pelli-2023,"Malli Pelli","",2023,super-hit,8.5,8,,"M. S. Raju","Naresh","Pavitra Lokesh","Family; Drama; Comedy",TRUE,FALSE,FALSE,,,,,
o-saathiya-2023,"O Saathiya","",2023,super-hit,8.5,8,,"Divya Bhavana","Aryan Gowra","Mishti Chakravarty","Romance; Comedy",TRUE,FALSE,FALSE,,,,,
making-squid-game-the-challenge-2023,"Making Squid Game: The Challenge","",2023,super-hit,8.5,8.01,,"Diccon Ramsay","Nicola Brown","Rikki Finlay","Documentary",TRUE,FALSE,FALSE,,,,,
vimanam-2023,"Vimanam","",2023,super-hit,8.5,8,,"Siva Prasad Yanala","Samuthirakani","Anasuya Bharadwaj","Drama; Family",TRUE,FALSE,FALSE,,,,,
20-days-in-mariupol-2023,"20 Days in Mariupol","",2023,super-hit,8.5,8.02,,"Mstyslav Chernov","Mstyslav Chernov","Evgeniy Maloletka","Documentary; War",TRUE,FALSE,FALSE,,,,,
oppenheimer-2023,"Oppenheimer","",2023,super-hit,8.5,8.04,,"Christopher Nolan","Cillian Murphy","Emily Blunt","Drama; History",TRUE,FALSE,FALSE,,,,,
sapta-sagaradaache-ello-side-a-2023,"Sapta Sagaradaache Ello – Side A","",2023,super-hit,8.5,8.03,,"Hemanth M. Rao","Rakshit Shetty","Rukmini Vasanth","Romance; Drama",FALSE,FALSE,FALSE,,,,,
sound-of-freedom-2023,"Sound of Freedom","",2023,hit,8.3,7.97,,"Alejandro Monteverde","Jim Caviezel","Mira Sorvino","Action; Drama",FALSE,FALSE,FALSE,,,,,
viduthalai-part-i-2023,"Viduthalai: Part I","విడుదల: పార్ట్ 1",2023,hit,8.3,7.97,,"Vetrimaaran","Soori","Bhavani Sre","Action; Thriller; Drama",FALSE,FALSE,FALSE,,,,,
flamin-hot-2023,"Flamin' Hot","",2023,hit,8.3,7.96,,"Eva Longoria","Jesse García","Annie Gonzalez","Drama; History",FALSE,FALSE,FALSE,,,,,
12th-fail-2023,"12th Fail","",2023,hit,8.3,7.95,,"Vidhu Vinod Chopra","Vikrant Massey","Medha Shankr","Drama",FALSE,FALSE,FALSE,,,,,
sapta-sagaradaache-ello-side-b-2023,"Sapta Sagaradaache Ello - Side B","",2023,blockbuster,8.2,7.5,,"Hemanth M Rao","Rakshit Shetty","Rukmini Vasanth","Romance; Drama; Thriller",TRUE,FALSE,FALSE,,,,,
jigarthanda-doublex-2023,"Jigarthanda DoubleX","",2023,hit,7.9,7.57,,"Karthik Subbaraj","Raghava Lawrence","S. J. Suryah","Action; Drama; Comedy",FALSE,FALSE,FALSE,,,,,
hi-nanna-2023,"Hi Nanna","హాయ్ నాన్నా",2023,hit,7.9,7.9,,"Shouryuv","Nani","Mrunal Thakur","Drama; Family; Romance",TRUE,FALSE,TRUE,,,,,
mem-famous-2023,"Mem Famous","",2023,hit,7.9,7.6,,"Sumanth Prabhas","Muralidhar Goud","Saarya Laxman","Comedy; Romance",TRUE,FALSE,TRUE,,,,,
chithha-2023,"Chithha","చిన్నా",2023,hit,7.9,7.6,,"S. U. Arunkumar","Siddharth","Sahasra Sree","Drama; Thriller; Mystery",FALSE,FALSE,FALSE,,,,,
nimona-2023,"Nimona","",2023,hit,7.9,7.87,,"Nick Bruno","Chloë Grace Moretz","Riz Ahmed","Animation; Family; Action; Science Fiction; Adventure; Fantasy; Comedy",FALSE,FALSE,FALSE,,,,,
white-bird-2023,"White Bird","",2023,hit,7.8,7.84,,"Marc Forster","Ariella Glaser","Orlando Schwerdt","Drama; War",FALSE,FALSE,FALSE,,,,,
2018-2023,"2018","",2023,hit,7.5,7.52,,"Jude Anthany Joseph","Tovino Thomas","Kunchacko Boban","Thriller; Action; Adventure",FALSE,FALSE,FALSE,,,,,
jawan-2023,"Jawan","",2023,hit,7.4,7.1,,"Atlee","Shah Rukh Khan","Nayanthara","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
virupaksha-2023,"Virupaksha","",2023,hit,7.4,7.1,,"Karthik Varma Dandu","Sai Durgha Tej","Samyuktha","Horror; Mystery; Thriller",TRUE,FALSE,TRUE,,,,,
jaane-jaan-2023,"Jaane Jaan","",2023,hit,7.4,7.13,,"Sujoy Ghosh","Kareena Kapoor Khan","Jaideep Ahlawat","Crime; Thriller; Drama",FALSE,FALSE,FALSE,,,,,
five-nights-at-freddy-s-2023,"Five Nights at Freddy's","",2023,hit,7.4,7.37,,"Emma Tammi","Josh Hutcherson","Piper Rubio","Horror; Thriller",FALSE,FALSE,FALSE,,,,,
premadesam-2023,"Premadesam","",2023,hit,7.4,7,,"Srikanth Siddham","Thrigun","Megha Akash","Romance; Comedy; Family",TRUE,FALSE,TRUE,,,,,
dada-2023,"Dada","",2023,hit,7.4,7.41,,"Ganesh K. Babu","Kavin Raj","Aparna Das","Drama; Comedy; Romance",FALSE,FALSE,FALSE,,,,,
hostel-hudugaru-bekagiddare-2023,"Hostel Hudugaru Bekagiddare","",2023,hit,7.3,7,,"Nithin Krishnamurthy","Prajwal B. P.","Manjunath Nayaka","Comedy",FALSE,FALSE,FALSE,,,,,
omg-2-2023,"OMG 2","",2023,hit,7.3,7.25,,"Amit Rai","Pankaj Tripathi","Akshay Kumar","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
good-night-2023,"Good Night","",2023,hit,7.3,7.26,,"Vinayak Chandrasekaran","Manikandan","Meetha Raghunath","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
peddha-kapu-1-2023,"Peddha Kapu - 1","",2023,hit,7.2,7.2,,"Srikanth Addala","Virat Karrna","Pragati Srivastava","Action; Drama",TRUE,FALSE,TRUE,,,,,
por-thozhil-2023,"Por Thozhil","",2023,hit,7.2,7.16,,"Vignesh Raja","Ashok Selvan","R Sarathkumar","Crime; Thriller; Action",FALSE,FALSE,FALSE,,,,,
neru-2023,"Neru","",2023,hit,7.2,7.2,,"Jeethu Joseph","Mohanlal","Priyamani","Drama; Thriller",FALSE,FALSE,FALSE,,,,,
romancham-2023,"Romancham","",2023,hit,7.2,7.2,,"Jithu Madhavan","Soubin Shahir","Sajin Gopu","Horror; Comedy",FALSE,FALSE,FALSE,,,,,
organic-mama-hybrid-alludu-2023,"Organic Mama Hybrid Alludu","",2023,hit,7,7,,"S. V. Krishna Reddy","Rajendra Prasad","Mirnalini Ravi","Family; Comedy; Drama",TRUE,FALSE,TRUE,,,,,
rudrangi-2023,"Rudrangi","",2023,hit,7,7,,"Ajay Samrat","Jagapathi Babu","Mamta Mohandas","Action; Drama",TRUE,FALSE,TRUE,,,,,
unstoppable-2023,"Unstoppable","",2023,hit,7,7,,"Diamond Ratnababu","Vj Sunny","Nakshatra","Comedy",TRUE,FALSE,TRUE,,,,,
hidimbha-2023,"Hidimbha","",2023,hit,7,7,,"Aneel Kanneganti","Ashwin Babu","Nandita Swetha","Thriller; Crime; Action",TRUE,FALSE,TRUE,,,,,
toby-2023,"Toby","",2023,hit,7,7,,"Basil Alchalakkal","Raj B Shetty","Chaithra J Achar","Action; Thriller; Mystery; Drama",FALSE,FALSE,FALSE,,,,,
sridevi-shoban-babu-2023,"Sridevi Shoban Babu","",2023,hit,7,7,,"Prashanth Kumar Dimmala","Santosh Shoban","Gouri G Kishan","Romance; Comedy; Family",TRUE,FALSE,TRUE,,,,,
the-great-indian-suicide-2023,"The Great Indian Suicide","",2023,hit,7,7,,"Viplove Koneti","Ram Karthik","Hebah Patel","Thriller; Mystery; Crime",TRUE,FALSE,TRUE,,,,,
o-kala-2023,"O Kala","",2023,hit,7,7,,"Deepak Kolipaka","Ali Basha","Roshni Sahota","Romance; Drama",TRUE,FALSE,TRUE,,,,,
ahimsa-2023,"Ahimsa","",2023,hit,7,7,,"Teja","Kamal Kamaraju","Geethika Tiwary","Romance; Action; Drama",TRUE,FALSE,TRUE,,,,,
prema-vimanam-2023,"Prema Vimanam","",2023,hit,7,7,,"Santosh Kata","Sangeeth Shobhan","Saanve Meghana","Drama; Comedy",TRUE,FALSE,TRUE,,,,,
fast-x-2023,"Fast X","",2023,hit,7,7.01,,"Louis Leterrier","Vin Diesel","Michelle Rodriguez","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
kota-bommali-ps-2023,"Kota Bommali Ps","",2023,hit,7,7,,"Teja Marni","Srikanth","Varalaxmi Sarathkumar","Action; Crime; Thriller",TRUE,FALSE,TRUE,,,,,
sathi-gani-rendu-ekaralu-2023,"Sathi Gani Rendu Ekaralu","",2023,hit,7,7,,"Abhinav Danda","Jagadeesh Bandari","Aneesha Dama","Comedy; Drama",TRUE,FALSE,TRUE,,,,,
ala-ninnu-cheri-2023,"Ala Ninnu Cheri","",2023,hit,7,7,,"Maresh Shivan","Dinesh Tej","Hebah Patel","Romance; Comedy",TRUE,FALSE,TRUE,,,,,
intinti-ramayanam-2023,"Intinti Ramayanam","",2023,hit,7,7,,"Suresh Naredla","Rahul Ramakrishna","Navya Swamy","Comedy; Family",TRUE,FALSE,TRUE,,,,,
nanpakal-nerathu-mayakkam-2023,"Nanpakal Nerathu Mayakkam","",2023,hit,7,7,,"Lijo Jose Pellissery","Mammootty","'Poo' Ram","Comedy; Drama; Fantasy",FALSE,FALSE,FALSE,,,,,
mr-king-2023,"Mr. King","",2023,hit,7,7,,"Sasiidhar","Sharan Kumar","Yashvika Nishkala","Drama; Romance; Thriller",TRUE,FALSE,TRUE,,,,,
mentoo-2023,"#MenToo","",2023,hit,7,7,,"Srikanth G. Reddy","Naresh Agastya","Riya Suman","Comedy; Drama",TRUE,FALSE,TRUE,,,,,
maaveeran-2023,"Maaveeran","మ‌హావీరుడు",2023,average,6.9,6.9,,"Madonne Ashwin","Sivakarthikeyan","Aditi Shankar","Drama; Action; Comedy; Fantasy",FALSE,FALSE,FALSE,,,,,
daredevil-musthafa-2023,"Daredevil Musthafa","",2023,average,6.9,6.93,,"Shashank Soghal","Aditya Ashree","Supreeth Bharadwaj","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
chor-nikal-ke-bhaga-2023,"Chor Nikal Ke Bhaga","",2023,average,6.9,6.86,,"Ajay Singh","Yami Gautam Dhar","Sunny Kaushal","Crime; Thriller",FALSE,FALSE,FALSE,,,,,
balagam-2023,"Balagam","",2023,average,6.9,6.9,,"Venu","Priyadarshi Pullikonda","Kavya Kalyanram","Comedy; Drama",FALSE,FALSE,TRUE,,,,,
barbie-2023,"Barbie","",2023,average,6.9,6.94,,"Greta Gerwig","Margot Robbie","Ryan Gosling","Comedy; Adventure",FALSE,FALSE,FALSE,,,,,
kaathal-the-core-2023,"Kaathal - The Core","",2023,average,6.9,6.94,,"Jeo Baby","Mammootty","Jyothika","Drama",FALSE,FALSE,FALSE,,,,,
leo-2023,"Leo","",2023,average,6.8,6.8,,"Lokesh Kanagaraj","Vijay","Sanjay Dutt","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
samajavaragamana-2023,"Samajavaragamana","",2023,average,6.8,6.8,,"Ram Abbaraju","Sree Vishnu","Reba Monica John","Comedy; Drama; Romance",FALSE,FALSE,TRUE,,,,,
curry-cyanide-the-jolly-joseph-case-2023,"Curry & Cyanide: The Jolly Joseph Case","",2023,average,6.8,6.79,,"Christo Tomy","Jolly Joseph","Renji Wilson","Documentary; Crime",FALSE,FALSE,FALSE,,,,,
rdx-robert-dony-xavier-2023,"RDX: Robert Dony Xavier","",2023,average,6.7,6.71,,"Nahas Hidayath","Shane Nigam","Antony Varghese","Action; Drama",FALSE,FALSE,FALSE,,,,,
dasara-2023,"Dasara","దసరా",2023,average,6.7,6.7,,"Srikanth Odela","Nani","Keerthy Suresh","Action; Thriller; Drama",FALSE,FALSE,TRUE,,,,,
vaathi-2023,"Vaathi","సార్",2023,average,6.7,6.7,,"Venky Atluri","Dhanush","Samyuktha","Drama; Action",FALSE,FALSE,FALSE,,,,,
devil-2023,"Devil","",2023,average,6.7,6.7,,"Cameron Cairnes","David Dastmalchian","Laura Gordon","Horror",FALSE,FALSE,TRUE,,,,,
iratta-2023,"Iratta","",2023,average,6.7,6.66,,"Rohith Krishnan","Joju George","Srikant Murali","Drama; Thriller",FALSE,FALSE,FALSE,,,,,
kaatera-2023,"Kaatera","",2023,average,6.7,6.7,,"Tharun Sudhir","Darshan Thoogudeepa Srinivas","Aradhana Ram","Action; Drama; Family; Comedy",FALSE,FALSE,FALSE,,,,,
salaar-part-1-ceasefire-2023,"Salaar: Part 1 - Ceasefire","సలార్: పార్ట్ 1",2023,average,6.7,6.7,,"Prashanth Neel","Prabhas","Prithviraj Sukumaran","Action; Crime; Drama",FALSE,FALSE,TRUE,,,,,
pareshan-2023,"Pareshan","",2023,average,6.7,6.7,,"Rupak Ronaldson","Thiruveer Reddy","Pavani Karanam","Comedy",FALSE,FALSE,TRUE,,,,,
jailer-2023,"Jailer","జైలర్",2023,average,6.6,6.58,,"Nelson Dilipkumar","Rajinikanth","Vinayakan","Action; Crime; Thriller; Comedy; Adventure",FALSE,FALSE,FALSE,,,,,
kannur-squad-2023,"Kannur Squad","",2023,average,6.6,6.61,,"Roby Varghese Raj","Mammootty","Rony David Raj","Thriller; Crime",FALSE,FALSE,FALSE,,,,,
keedaa-cola-2023,"Keedaa Cola","",2023,average,6.6,6.6,,"Tharun Bhascker","Rag Mayur","No Female Lead","Comedy; Crime",FALSE,FALSE,TRUE,,,,,
bedurulanka-2012-2023,"Bedurulanka 2012","",2023,average,6.6,6.6,,"Clax","Ajay Ghosh","Neha Shetty","Comedy; Drama",FALSE,FALSE,TRUE,,,,,
kho-gaye-hum-kahan-2023,"Kho Gaye Hum Kahan","",2023,average,6.6,6.64,,"Arjun Varain Singh","Siddhant Chaturvedi","Ananya Panday","Drama; Comedy",FALSE,FALSE,FALSE,,,,,
pindam-2023,"Pindam","",2023,average,6.6,6.6,,"Saikiran Daida","Srikanth","Kushee Ravi","Horror; Thriller",FALSE,FALSE,TRUE,,,,,
pachuvum-athbhuthavilakkum-2023,"Pachuvum Athbhuthavilakkum","",2023,average,6.5,6.54,,"Akhil Sathyan","Fahadh Faasil","Viji Venkatesh","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
nagumome-chaalu-le-2023,"Nagumome Chaalu Le","",2023,average,6.5,6.5,,"N. Balaji","K. L. Damodar Prasad","Sindhuja Turlapati","Romance; Drama",FALSE,FALSE,TRUE,,,,,
gandeevadhari-arjuna-2023,"Gandeevadhari Arjuna","",2023,average,6.5,6.5,,"Praveen Sattaru","Varun Tej","Sakshi Vaidya","Action; Thriller",FALSE,FALSE,TRUE,,,,,
baby-2023,"Baby","",2023,average,6.4,6.4,,"Damien Chazelle","Diego Calva","Margot Robbie","Drama; Comedy",FALSE,FALSE,TRUE,,,,,
butta-bomma-2023,"Butta Bomma","",2023,average,6.4,6.4,,"Shouree Chandrashekhar T Ramesh","Surya Vasishta","Anikha Surendran","Drama; Romance",FALSE,FALSE,TRUE,,,,,
pathaan-2023,"Pathaan","పఠాన్",2023,average,6.4,6.4,,"Siddharth Anand","Shah Rukh Khan","Deepika Padukone","Action; Adventure; Thriller",FALSE,FALSE,FALSE,,,,,
tu-jhoothi-main-makkaar-2023,"Tu Jhoothi Main Makkaar","",2023,average,6.3,6.3,,"Luv Ranjan","Ranbir Kapoor","Shraddha Kapoor","Comedy; Romance; Family",FALSE,FALSE,FALSE,,,,,
rangamarthanda-2023,"Rangamarthanda","",2023,average,6.3,6.3,,"Pasupuleti Krishna Vamsi","Prakash Raj","Ramya Krishnan","Drama; Family",FALSE,FALSE,TRUE,,,,,
